product_id,category,abc_category,total_sales,avg_sales,sales_volatility,total_transactions,total_forecast_demand
FB000070,Tops,A,539.1,26.955000000000002,120.54642466701367,1.0,54.76470545896875
FB000071,Shoes,A,443.11,22.1555,99.08240815099317,1.0,61.80726252287977
FB000072,Outerwear,B,351.13,17.5565,78.51505489395012,1.0,61.98256859173209
FB000073,Outerwear,C,137.37,6.8685,30.71686580691461,1.0,67.80011381700757
FB000074,Tops,B,325.87,16.2935,72.86674718278564,1.0,59.34518693709933
FB000075,Dresses,A,2014.64,100.732,450.4871990190177,1.0,58.82408063600053
FB000076,Outerwear,A,552.92,27.645999999999997,123.63667061191835,1.0,67.50485684027484
FB000077,Dresses,A,558.24,27.912,124.82625877594826,1.0,58.67769690217428
FB000078,Accessories,C,84.78,4.239,18.95738431324322,1.0,54.597141639178865
FB000079,Tops,B,285.12,14.256,63.75477017447402,1.0,64.23420314505134
FB000080,Accessories,A,424.43,21.2215,94.90543316902358,1.0,60.38115469962685
FB000081,Tops,A,467.47,23.3735,104.52946974418268,1.0,-286.33324175855535
FB000082,Tops,C,163.86,8.193000000000001,36.64020987931156,1.0,55.08472572058798
FB000083,Dresses,A,418.14,20.907,93.4989464111762,1.0,56.24852570974958
FB000084,Shoes,A,483.67,24.183500000000002,108.15189986773234,1.0,58.29598710039727
FB000085,Outerwear,A,1422.35,71.11749999999999,318.04712877968257,1.0,63.24108069792953
FB000086,Bottoms,A,432.28,21.613999999999997,96.66074653136091,1.0,58.46216549099228
FB000087,Outerwear,C,88.19,4.4094999999999995,19.719883493570645,1.0,55.8902262723843
FB000088,Dresses,C,113.84,5.692,25.45539785585761,1.0,56.15685493782859
FB000089,Shoes,C,149.86,7.493,33.50971471081185,1.0,55.89728980922376
FB000090,Bottoms,C,174.33,8.7165,38.98137305175384,1.0,57.49452279312279
FB000091,Shoes,A,594.41,29.720499999999998,132.91411665056498,1.0,61.99196650564589
FB000092,Accessories,A,856.16,42.808,191.443195961622,1.0,61.18619204722458
FB000093,Shoes,C,209.31,10.4655,46.8031388370481,1.0,51.31247325044231
FB000094,Bottoms,B,269.34,13.466999999999999,60.226254905979324,1.0,61.67995049540117
FB000095,Bottoms,A,507.06,25.353,113.38206286710434,1.0,41.52556168696724
FB000096,Accessories,A,869.72,43.486000000000004,194.47530413911173,1.0,57.41098350521937
FB000097,Bottoms,A,600.79,30.039499999999997,134.34072802020984,1.0,45.88593105095031
FB000098,Bottoms,C,180.97,9.0485,40.46612218881369,1.0,61.699632184666456
FB000099,Bottoms,A,535.58,26.779000000000003,119.75932873893375,1.0,63.1167577150434
FB000100,Tops,B,312.53,15.626499999999998,69.88383250080092,1.0,60.9624092552961
FB000101,Bottoms,A,408.97,20.448500000000003,91.44847207580891,1.0,58.9883058168549
FB000102,Dresses,C,172.01,8.6005,38.46260528097388,1.0,56.468813852187814
FB000103,Dresses,A,533.86,26.693,119.37472504680376,1.0,58.94213085238672
FB000104,Bottoms,C,181.06,9.053,40.48624680061119,1.0,44.13714137381731
FB000105,Shoes,A,405.8,20.29,90.73963852694149,1.0,56.78516929772526
FB000106,Bottoms,A,2625.19,131.2595,587.0103293852673,1.0,13620.390517899335
FB000107,Bottoms,A,577.3,28.865,129.08820434106286,1.0,60.6694112739443
FB000108,Bottoms,A,781.49,39.0745,174.7464763736311,1.0,61.38041349926789
FB000109,Shoes,A,415.83,20.7915,92.98241470837375,1.0,54.700447070049556
FB000110,Dresses,A,746.22,37.311,166.8598646169893,1.0,46.78576189809164
FB000111,Outerwear,A,1611.51,80.5755,360.34459064206857,1.0,-1119.9645044625506
FB000112,Accessories,A,612.55,30.627499999999998,136.97034396174962,1.0,57.26944985862437
FB000113,Dresses,A,537.91,26.8955,120.2803325776912,1.0,55.68665774147644
FB000114,Tops,A,751.3,37.565,167.9957871495592,1.0,55.95757436663425
FB000115,Bottoms,B,359.73,17.9865,80.43807335459994,1.0,56.28440374193244
FB000116,Tops,C,101.88,5.093999999999999,22.78106055476786,1.0,63.760790401062195
FB000117,Accessories,B,334.76,16.738,74.85461161478295,1.0,64.42476414298139
FB000118,Dresses,B,381.33,19.066499999999998,85.26798018599948,1.0,59.859150117907376
FB000119,Bottoms,B,289.38,14.469,64.70733513288893,1.0,64.55401171115989
FB000120,Outerwear,A,1278.33,63.9165,285.84327776773057,1.0,-879.5786129108781
FB000121,Shoes,C,123.91,6.1955,27.707118309199892,1.0,61.37746219960778
FB000122,Bottoms,A,463.02,23.151,103.53441949419528,1.0,59.23483644365962
FB000123,Outerwear,B,259.9,12.995,58.11540673521953,1.0,53.86689659410881
FB000124,Shoes,A,1053.98,52.699,235.6770926925228,1.0,59.127031902566245
FB000125,Accessories,B,372.88,18.644,83.37850274501216,1.0,46.19334465455304
FB000126,Dresses,A,404.32,20.216,90.4087004662715,1.0,48.23244352772685
FB000127,Shoes,B,371.56,18.578,83.08334177198219,1.0,66.2432571556345
FB000128,Shoes,C,177.24,8.862,39.632068833206276,1.0,56.391893076997235
FB000129,Outerwear,A,2206.31,110.3155,493.3459139437561,1.0,57.23697717169043
FB000130,Shoes,A,534.03,26.7015,119.41273820242127,1.0,60.14891136004817
FB000131,Dresses,A,412.22,20.611,92.17519416849633,1.0,57.121245342041334
FB000132,Bottoms,A,1054.86,52.742999999999995,235.8738666745428,1.0,56.259921222752126
FB000133,Tops,B,291.54,14.577000000000002,65.19032581602887,1.0,61.43506458352084
FB000134,Accessories,C,189.3,9.465,42.32876681407102,1.0,54.325066631475785
FB000135,Tops,A,746.27,37.3135,166.8710449568768,1.0,58.81408469186938
FB000136,Tops,A,503.51,25.1755,112.58825873509191,1.0,60.4717815526605
FB000137,Tops,B,399.39,19.9695,89.3063189533641,1.0,60.204934033856496
FB000138,Outerwear,C,209.51,10.4755,46.84786019659809,1.0,58.53472189232781
FB000139,Bottoms,A,510.39,25.5195,114.12667350361177,1.0,46.7231181579078
FB000140,Shoes,B,344.01,17.200499999999998,76.92297449397026,1.0,58.781833438409215
FB000141,Dresses,B,226.86,11.343,50.727438137560235,1.0,57.83649184440159
FB000142,Outerwear,B,308.95,15.4475,69.083320164856,1.0,62.674732520625135
FB000143,Shoes,B,251.44,12.572,56.22369322625471,1.0,58.3393767252084
FB000144,Tops,A,554.17,27.708499999999997,123.91617910910584,1.0,-346.11578324388825
FB000145,Outerwear,A,1346.83,67.3415,301.16034341360415,1.0,54.44158111248912
FB000146,Tops,A,759.42,37.971,169.811474347289,1.0,56.137185250737474
FB000147,Tops,A,509.76,25.488,113.98580122102928,1.0,57.1781550009035
FB000148,Bottoms,A,610.26,30.512999999999998,136.45828439490217,1.0,-399.0072999276954
FB000149,Tops,B,293.46,14.672999999999998,65.61965086770883,1.0,50.59166673782217
FB000150,Shoes,C,202.56,10.128,45.29379295223575,1.0,60.82975133130355
FB000151,Tops,B,322.64,16.131999999999998,72.1444972260532,1.0,62.227690561705046
FB000152,Shoes,A,447.8,22.39,100.13112403244057,1.0,55.30079326791994
FB000153,Dresses,B,311.34,15.566999999999998,69.61774041147845,1.0,57.65277841274497
FB000154,Outerwear,B,241.83,12.0915,54.07483189987742,1.0,57.75595826162814
FB000155,Dresses,B,251.39,12.5695,56.21251288636721,1.0,63.55730738160162
FB000156,Tops,B,396.55,19.8275,88.67127564775416,1.0,63.25969437216506
FB000157,Outerwear,B,349.47,17.4735,78.14386760968516,1.0,60.60610599916979
FB000158,Shoes,B,220.46,11.023,49.29635463196036,1.0,59.23983103205276
FB000159,Shoes,B,281.64,14.081999999999999,62.97661851830407,1.0,56.798916441641545
FB000160,Bottoms,B,397.28,19.863999999999997,88.83450861011164,1.0,60.63034413339309
FB000161,Bottoms,A,485.3,24.265,108.51637894806478,1.0,58.23718343342816
FB000162,Accessories,C,209.79,10.4895,46.910470099968094,1.0,49.59412380707489
FB000163,Bottoms,A,1183.37,59.168499999999995,264.60957625339256,1.0,6172.863518642084
FB000164,Accessories,A,459.98,22.999000000000002,102.85465482903534,1.0,60.803678191117555
FB000165,Shoes,A,545.52,27.276,121.98198030856852,1.0,58.78116959957805
FB000166,Shoes,A,432.83,21.6415,96.7837302701234,1.0,59.598101434541626
FB000167,Accessories,A,928.89,46.4445,207.70611836197796,1.0,62.107473472475874
FB000168,Accessories,A,634.16,31.708,141.80248686112665,1.0,55.59677847010313
FB000169,Dresses,A,798.68,39.934,178.5902772269532,1.0,51.81349822959797
FB000170,Shoes,A,509.75,25.4875,113.98356515305177,1.0,57.08580798826972
FB000171,Bottoms,A,529.78,26.488999999999997,118.46240931198385,1.0,61.68778801728175
FB000172,Tops,A,435.3,21.765,97.33603906056584,1.0,58.30667193867052
FB000173,Accessories,A,432.83,21.6415,96.7837302701234,1.0,60.84919455866111
FB000174,Shoes,A,404.49,20.2245,90.446713621889,1.0,59.80273507895509
FB000175,Dresses,C,108.69,5.4345,24.30382284744521,1.0,62.400017783191984
FB000176,Tops,A,827.93,41.396499999999996,185.1307760611401,1.0,57.71310635584538
FB000177,Outerwear,B,309.87,15.493500000000001,69.28903841878599,1.0,55.85228394778937
FB000178,Shoes,A,521.38,26.069,116.58411221088403,1.0,61.045110861313646
FB000179,Tops,A,653.74,32.687,146.18070796107128,1.0,46.742543922863355
FB000180,Accessories,C,191.97,9.5985,42.92579696406346,1.0,51.66387566214495
FB000181,Outerwear,B,272.49,13.624500000000001,60.93061631889177,1.0,61.00818822723423
FB000182,Tops,A,948.17,47.4085,212.01725742259757,1.0,56.649501887448935
FB000183,Tops,B,343.5,17.175,76.80893502711778,1.0,59.89641365565035
FB000184,Tops,B,330.32,16.516,73.86179743277306,1.0,65.26186348626771
FB000185,Dresses,B,264.65,13.232499999999998,59.17753902453193,1.0,60.18834428105787
FB000186,Bottoms,B,346.88,17.344,77.56472600351272,1.0,63.637175454433496
FB000187,Tops,A,602.47,30.1235,134.71638744042986,1.0,53.49524764342761
FB000188,Tops,C,126.6,6.33,28.308620595147335,1.0,62.10711120189532
FB000189,Dresses,B,285.12,14.256,63.75477017447402,1.0,59.407401305140716
FB000190,Bottoms,B,326.5,16.325,73.00761946536812,1.0,63.73911169805373
FB000191,Bottoms,C,133.23,6.661499999999999,29.791133664229694,1.0,59.03097620225705
FB000192,Tops,A,855.75,42.7875,191.3515171745445,1.0,59.07474682275956
FB000193,Outerwear,B,304.44,15.222,68.0748535070036,1.0,61.70884202705835
FB000194,Dresses,B,380.96,19.048,85.18524567083197,1.0,56.45431511075091
FB000195,Shoes,A,529.63,26.4815,118.42886829232135,1.0,55.47388424718079
FB000196,Dresses,A,520.85,26.0425,116.46560060807656,1.0,58.89618213262369
FB000197,Bottoms,A,899.73,44.9865,201.18574413958862,1.0,44.01919631143768
FB000198,Shoes,B,311.94,15.597,69.75190449012842,1.0,59.59170762637669
FB000199,Tops,A,485.85,24.2925,108.63936268682728,1.0,47.42726019403913
FB000200,Tops,C,74.45,3.7225,16.647526092485933,1.0,49.7678565899447
FB000201,Bottoms,A,642.94,32.147000000000006,143.7657545453715,1.0,49.91328926229608
FB000202,Shoes,A,574.68,28.733999999999998,128.5023545309579,1.0,59.313097117260384
FB000203,Shoes,A,453.69,22.6845,101.44816807118795,1.0,53.4950015445395
FB000204,Outerwear,B,362.65,18.1325,81.09100520402987,1.0,62.43999148272067
FB000205,Accessories,A,474.18,23.709,106.02987135708503,1.0,48.108630360922184
FB000206,Accessories,A,516.76,25.838,115.55104880527912,1.0,59.40685839556559
FB000207,Tops,A,475.65,23.7825,106.35857334977749,1.0,55.04330325096836
FB000208,Tops,A,1944.29,97.2145,434.7564607973066,1.0,60.17576616712907
FB000209,Tops,A,502.51,25.1255,112.36465193734195,1.0,62.60796303816432
FB000210,Tops,B,283.34,14.166999999999998,63.35675007447903,1.0,65.16185711679047
FB000211,Tops,A,1716.73,85.8365,383.8724979013214,1.0,56.31510448196905
FB000212,Tops,A,1478.91,73.94550000000001,330.6943292604214,1.0,-1019.3033015878043
FB000213,Tops,B,242.92,12.145999999999999,54.31856330942489,1.0,62.935864506293825
FB000214,Accessories,B,360.27,18.0135,80.55882102538492,1.0,60.511876286233985
FB000215,Bottoms,B,370.19,18.5095,82.77700045906471,1.0,61.61616098469871
FB000216,Tops,B,348.35,17.4175,77.89342799620518,1.0,62.679566529350566
FB000217,Outerwear,B,269.96,13.498,60.364891120584325,1.0,60.61774987343071
FB000218,Tops,B,349.53,17.476499999999998,78.15728401755014,1.0,62.38010070973837
FB000219,Bottoms,B,360.5,18.025,80.61025058886742,1.0,61.4116613974858
FB000220,Dresses,C,86.99,4.3495,19.45155533627067,1.0,60.42461719877573
FB000221,Outerwear,A,1060.26,53.013,237.08134338239267,1.0,57.57354129042844
FB000222,Tops,A,727.01,36.3505,162.5643780322122,1.0,60.39654052490064
FB000223,Outerwear,A,494.16,24.708000000000002,110.49753517612963,1.0,53.79809164265125
FB000224,Outerwear,A,919.04,45.952,205.50359140414065,1.0,57.41942914826174
FB000225,Dresses,A,624.72,31.236,139.69163869036686,1.0,59.41033607613373
FB000226,Outerwear,A,661.37,33.0685,147.88682782790357,1.0,67.21522955217745
FB000227,Dresses,B,324.53,16.226499999999998,72.56711407380067,1.0,55.200743375596886
FB000228,Bottoms,A,832.16,41.608,186.0766328156225,1.0,55.91577412026638
FB000229,Outerwear,A,589.2,29.46,131.74912523428762,1.0,57.505092366113836
FB000230,Accessories,A,1076.04,53.802,240.60985865088736,1.0,-727.924605638566
FB000231,Shoes,A,458.81,22.9405,102.59303487566787,1.0,56.18021287723579
FB000232,Accessories,B,259.57,12.9785,58.041616491962046,1.0,53.495510949056786
FB000233,Dresses,C,75.79,3.7895000000000003,16.947159201470907,1.0,57.109332405563094
FB000234,Tops,B,218.77,10.938500000000001,48.91845914376291,1.0,60.16117585543275
FB000235,Tops,A,557.92,27.895999999999997,124.75470460066828,1.0,60.86884163178815
FB000236,Bottoms,A,466.82,23.341,104.38412532564517,1.0,58.75273259284416
FB000237,Accessories,A,746.72,37.336,166.97166801586425,1.0,53.24234013359123
FB000238,Accessories,B,233.5,11.675,52.212187274620085,1.0,62.51032219284151
FB000239,Shoes,A,8520.54,426.02700000000004,1905.250664500606,1.0,-6897.367616147125
FB000240,Shoes,C,160.71,8.0355,35.93584846639912,1.0,59.932865344554386
FB000241,Dresses,A,663.83,33.191500000000005,148.43690055036856,1.0,59.94150305542013
FB000242,Dresses,C,139.48,6.973999999999999,31.18867615016707,1.0,61.10472064584778
FB000243,Accessories,B,293.13,14.6565,65.54586062445134,1.0,64.67154057662297
FB000244,Shoes,B,388.42,19.421,86.85335238204685,1.0,59.80417420736438
FB000245,Bottoms,B,379.04,18.952,84.75592061915204,1.0,50.57803281772245
FB000246,Outerwear,A,628.14,31.407,140.45637393867176,1.0,53.364856339889464
FB000247,Dresses,C,132.06,6.603,29.529513710862222,1.0,52.949555886801555
FB000248,Bottoms,B,342.92,17.146,76.6792430844228,1.0,61.40916757100355
FB000249,Outerwear,C,70.65,3.5325,15.797820261036016,1.0,57.540719001745764
FB000250,Outerwear,B,352.07,17.6035,78.7252452838351,1.0,60.7275341370774
FB000251,Outerwear,A,1572.56,78.628,351.63510586970693,1.0,65.57324762761239
FB000252,Outerwear,A,792.24,39.612,177.15024944944332,1.0,58.9413165353592
FB000253,Tops,A,522.02,26.101,116.727220561444,1.0,62.38026193195324
FB000254,Shoes,C,186.44,9.322,41.68925137250608,1.0,59.75742113881148
FB000255,Bottoms,C,114.88,5.744,25.68794892551758,1.0,60.07094143201101
FB000256,Bottoms,A,531.03,26.551499999999997,118.74191780917133,1.0,58.95578635186081
FB000257,Accessories,A,729.3,36.464999999999996,163.07643759905963,1.0,59.81300398581055
FB000258,Outerwear,A,918.99,45.9495,205.4924110642532,1.0,54.111536026807855
FB000259,Shoes,B,310.47,15.523500000000002,69.42320249743598,1.0,61.15451229380041
FB000260,Accessories,B,220.64,11.032,49.33660385555535,1.0,49.91442619981716
FB000261,Outerwear,A,1222.42,61.121,273.3414217055293,1.0,62.078723524017676
FB000262,Dresses,B,281.82,14.091,63.01686774189908,1.0,62.3385176460836
FB000263,Outerwear,A,1060.96,53.048,237.2378681408177,1.0,5536.410652530947
FB000264,Dresses,A,805.8,40.29,180.18235762693303,1.0,60.79556759340396
FB000265,Bottoms,C,107.23,5.3615,23.977356922730248,1.0,58.64330386411504
FB000266,Accessories,C,70.54,3.527,15.773223513283519,1.0,59.110580744661455
FB000267,Dresses,A,726.93,36.3465,162.54648948839218,1.0,54.73820402903271
FB000268,Tops,C,66.82,3.3409999999999997,14.941406225653592,1.0,60.046690217756485
FB000269,Accessories,A,822.38,41.119,183.8897583336277,1.0,61.046597372124566
FB000270,Bottoms,B,355.96,17.798,79.59507572708252,1.0,60.832334525998505
FB000271,Dresses,C,134.19,6.7095,30.005796190069674,1.0,60.68342816768052
FB000272,Bottoms,A,447.26,22.363,100.01037636165559,1.0,61.923466949362506
FB000273,Dresses,C,103.46,5.173,23.13435929521282,1.0,60.84657032251518
FB000274,Tops,C,91.56,4.578,20.473438401988076,1.0,58.69969887069965
FB000275,Outerwear,A,451.54,22.577,100.96741345602553,1.0,52.82231685200086
FB000276,Bottoms,C,79.75,3.9875,17.832642120560823,1.0,49.14780617459447
FB000277,Shoes,C,121.83,6.0915,27.24201616987994,1.0,61.816644435634686
FB000278,Dresses,A,590.78,29.538999999999998,132.10242397473257,1.0,59.973087848235345
FB000279,Outerwear,B,320.41,16.020500000000002,71.64585406707076,1.0,61.897534189937716
FB000280,Accessories,B,235.31,11.7655,52.616915578547555,1.0,61.45310455897227
FB000281,Accessories,C,84.78,4.239,18.95738431324322,1.0,62.050862350462026
FB000282,Bottoms,A,734.44,36.722,164.22577653949455,1.0,55.33315189090114
FB000283,Shoes,B,264.51,13.2255,59.14623407284693,1.0,62.128963493516125
FB000284,Tops,B,325.52,16.276,72.78848480357316,1.0,54.2536652899814
FB000285,Shoes,A,436.47,21.823500000000003,97.59765901393332,1.0,58.92361694506524
FB000286,Accessories,C,67.93,3.3965000000000005,15.189609771156073,1.0,57.083319090517584
FB000287,Outerwear,A,569.26,28.463,127.29040568715301,1.0,57.506488967656566
FB000288,Dresses,A,958.82,47.941,214.3986698186349,1.0,51.895075901734536
FB000289,Shoes,B,321.5,16.075,71.88958547661825,1.0,57.2498890929553
FB000290,Accessories,C,141.62,7.081,31.66719469735202,1.0,56.8508029730788
FB000291,Tops,B,371.42,18.571,83.05203682029719,1.0,62.42278188230736
FB000292,Outerwear,B,350.5,17.525,78.37418261136763,1.0,56.08708078523503
FB000293,Bottoms,C,182.06,9.103,40.70985359836117,1.0,59.17620517750245
FB000294,Shoes,A,745.59,37.2795,166.71899233440683,1.0,58.82241561032106
FB000295,Shoes,B,367.15,18.357499999999998,82.09723579390477,1.0,57.84284998804722
FB000296,Shoes,A,505.91,25.2955,113.12491504969188,1.0,55.79612145822148
FB000297,Accessories,C,177.64,8.882,39.72151155230626,1.0,56.41276322861333
FB000298,Dresses,A,644.98,32.249,144.22191241278142,1.0,59.151301751579865
FB000299,Dresses,A,541.24,27.062,121.02494321419864,1.0,57.5320653304299
FB000300,Outerwear,A,809.99,40.4995,181.11927010950546,1.0,58.27275784305576
FB000301,Tops,A,472.64,23.631999999999998,105.68551688855004,1.0,59.65577583413906
FB000302,Shoes,B,381.47,19.073500000000003,85.29928513768448,1.0,62.12689660997157
FB000303,Bottoms,B,370.63,18.5315,82.8753874500747,1.0,62.17330384750744
FB000304,Bottoms,A,631.36,31.568,141.17638782742674,1.0,55.406233243197555
FB000305,Tops,A,1382.85,69.1425,309.21466026855836,1.0,50.02103698011385
FB000306,Shoes,B,267.41,13.370500000000002,59.79469378632188,1.0,60.338844875701305
FB000307,Accessories,C,148.86,7.4430000000000005,33.28610791306187,1.0,63.49000845415526
FB000308,Bottoms,A,545.42,27.270999999999997,121.95961962879352,1.0,61.44195369044597
FB000309,Tops,A,608.19,30.4095,135.99541832355973,1.0,62.819673579399335
FB000310,Outerwear,A,1886.05,94.3025,421.7336008963478,1.0,55.68902388766053
FB000311,Bottoms,C,95.65,4.782500000000001,21.387990204785492,1.0,57.608485990846816
FB000312,Dresses,B,256.45,12.8225,57.3439632829821,1.0,61.675497094035336
FB000313,Dresses,C,172.01,8.6005,38.46260528097388,1.0,58.37468730575761
FB000314,Tops,B,258.95,12.9475,57.90298027735705,1.0,48.567174761410364
FB000315,Outerwear,B,372.88,18.644,83.37850274501216,1.0,59.60114801177315
FB000316,Dresses,A,598.21,29.910500000000003,133.76382248201494,1.0,55.21438984136873
FB000317,Tops,A,535.08,26.754,119.64752534005876,1.0,57.32796466351306
FB000318,Dresses,B,365.45,18.2725,81.71710423772981,1.0,63.21052937321991
FB000319,Accessories,A,488.74,24.437,109.28558633232474,1.0,59.467589822761184
FB000320,Shoes,A,697.0,34.85,155.85393803173534,1.0,55.74757907221152
FB000321,Bottoms,A,541.58,27.079,121.1009695254336,1.0,55.00284582707872
FB000322,Dresses,A,840.98,42.049,188.0488447717773,1.0,57.09163011786202
FB000323,Bottoms,A,1732.15,86.6075,387.3205147226261,1.0,57.63833991664835
FB000324,Dresses,B,343.04,17.152,76.70607590015278,1.0,54.466302187782674
FB000325,Outerwear,C,109.72,5.486,24.534137849127696,1.0,62.06863262348625
FB000326,Dresses,C,195.32,9.766,43.6748797365259,1.0,58.48991614768653
FB000327,Bottoms,B,376.78,18.839,84.25056925623707,1.0,55.15787753965083
FB000328,Accessories,B,253.2,12.66,56.61724119029467,1.0,56.19422117610678
FB000329,Outerwear,A,562.41,28.1205,125.75869912256567,1.0,60.290502117591814
FB000330,Accessories,A,1094.96,54.748000000000005,244.84049926431697,1.0,5714.566225797428
FB000331,Outerwear,C,169.56,8.478,37.91476862648644,1.0,58.59871237122933
FB000332,Dresses,B,289.11,14.4555,64.64696129749642,1.0,52.12428066125698
FB000333,Bottoms,C,92.37,4.6185,20.654559908165556,1.0,61.630633155351575
FB000334,Accessories,A,1022.32,51.116,228.5977014757585,1.0,62.714390476240084
