date,product_id,product_code,category_code,abc_code,avg_original_price,avg_current_price,avg_markdown,avg_stock,avg_rating,month,day_of_week,day_of_year,week_of_year,quarter,is_weekend,month_sin,month_cos,dow_sin,dow_cos,global_trend,lag_1_month,lag_2_month,lag_3_month,rolling_mean_3m,rolling_std_3m,season,category,abc_category,predicted_demand
2025-09-01,FB002113,2112,0,0,169.98,160.12,5.8,12.0,2.1,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Outerwear,A,19.269018222465117
2025-09-01,FB002167,2166,3,0,116.15,96.99,16.5,11.0,3.0,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Shoes,A,19.022706418908054
2025-09-01,FB000199,198,1,0,77.46,32.92,57.5,23.0,4.0,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Tops,A,17.54299727437974
2025-09-01,FB001286,1285,4,0,64.68,36.93,42.9,36.0,3.0,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Bottoms,A,18.198521693314685
2025-09-01,FB001296,1295,0,1,80.54,80.54,0.0,3.0,1.8,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Outerwear,C,19.71509803615994
2025-09-01,FB001297,1296,4,1,47.32,35.16,25.7,2.0,3.2,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Bottoms,C,18.322687076852215
2025-09-01,FB001298,1297,3,0,104.57,75.92,27.4,7.0,1.0,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Shoes,A,19.030774146634638
2025-09-01,FB000190,189,4,2,66.51,66.51,0.0,32.0,2.1,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Bottoms,B,20.261639191715513
2025-09-01,FB001315,1314,4,1,65.34,32.8,49.8,9.0,3.0,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Bottoms,C,17.693107772391127
2025-09-01,FB001314,1313,5,0,148.0,146.37,1.1,43.0,2.0,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Dresses,A,19.6845922222148
2025-09-01,FB001313,1312,3,2,167.27,167.27,0.0,9.0,4.0,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Shoes,B,19.08534074341058
2025-09-01,FB001312,1311,4,0,119.84,119.84,0.0,47.0,1.4,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Bottoms,A,20.027832153329083
2025-09-01,FB000191,190,4,1,72.44,67.3,7.1,10.0,1.8,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Bottoms,C,19.476949942416066
2025-09-01,FB001311,1310,5,0,113.44,86.9,23.4,1.0,3.0,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Dresses,A,18.65779385152693
2025-09-01,FB001310,1309,2,2,40.04,33.71,15.8,31.0,1.8,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Accessories,B,19.746290108737835
2025-09-01,FB001309,1308,3,2,187.11,106.09,43.3,26.0,3.0,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Shoes,B,20.43756337162277
2025-09-01,FB001308,1307,2,0,29.91,24.41,18.4,10.0,4.9,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Accessories,A,18.275588811183763
2025-09-01,FB001307,1306,2,0,69.78,67.2,3.7,14.0,3.2,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Accessories,A,19.332033983418253
2025-09-01,FB000192,191,1,0,81.2,81.2,0.0,3.0,1.5,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Tops,A,19.484245045833145
2025-09-01,FB001306,1305,4,1,117.64,53.88,54.2,25.0,4.6,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Bottoms,C,18.64642536691981
2025-09-01,FB001305,1304,1,0,49.64,34.3,30.9,21.0,2.0,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Tops,A,18.504786043158457
2025-09-01,FB001304,1303,1,2,40.12,29.01,27.7,29.0,1.7,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Tops,B,19.147735666895652
2025-09-01,FB001303,1302,5,2,113.81,103.34,9.2,11.0,2.4,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Dresses,B,19.52098216993033
2025-09-01,FB000193,192,0,2,104.5,91.65,12.3,42.0,3.0,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Outerwear,B,19.92326091321628
2025-09-01,FB001302,1301,2,2,53.64,53.64,0.0,18.0,2.3,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Accessories,B,20.169985213540652
2025-09-01,FB001301,1300,2,0,64.89,62.16,4.2,40.0,1.4,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Accessories,A,20.08715760255137
2025-09-01,FB001300,1299,0,0,86.3,86.3,0.0,33.0,3.9,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Outerwear,A,19.610455810715475
2025-09-01,FB002112,2111,2,2,41.04,41.04,0.0,43.0,3.0,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Accessories,B,20.5745906899331
2025-09-01,FB001299,1298,2,0,38.37,29.43,23.3,22.0,1.4,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Accessories,A,18.885468172806252
2025-09-01,FB000194,193,5,2,57.53,50.05,13.0,12.0,4.1,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Dresses,B,19.047506427165043
2025-09-01,FB001279,1278,1,2,80.54,80.54,0.0,50.0,2.1,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Tops,B,20.61569385777352
2025-09-01,FB001278,1277,1,0,77.87,77.87,0.0,4.0,2.7,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Tops,A,19.36571475960231
2025-09-01,FB001277,1276,3,2,171.07,171.07,0.0,25.0,3.0,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Shoes,B,19.509558864361164
2025-09-01,FB001276,1275,3,2,140.28,140.28,0.0,10.0,1.9,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Shoes,B,19.62252121708647
2025-09-01,FB001255,1254,4,2,56.4,43.26,23.3,35.0,3.0,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Bottoms,B,19.271799829046156
2025-09-01,FB001254,1253,1,0,40.62,32.46,20.1,7.0,3.0,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Tops,A,18.54257852484734
2025-09-01,FB001253,1252,4,0,38.18,38.18,0.0,38.0,3.0,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Bottoms,A,20.02247066835214
2025-09-01,FB001252,1251,3,0,137.33,137.33,0.0,35.0,4.6,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Shoes,A,19.17630595597532
2025-09-01,FB000206,205,2,0,54.45,54.45,0.0,12.0,2.7,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Accessories,A,19.539596974634147
2025-09-01,FB001251,1250,3,0,169.87,154.92,8.8,36.0,2.1,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Shoes,A,19.59576445434372
2025-09-01,FB001250,1249,0,0,160.27,160.27,0.0,11.0,2.0,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Outerwear,A,19.1884927441325
2025-09-01,FB001249,1248,3,2,146.43,146.43,0.0,7.0,2.5,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Shoes,B,19.430002516929672
2025-09-01,FB001248,1247,0,0,135.3,135.3,0.0,19.0,4.6,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Outerwear,A,18.986376939885613
2025-09-01,FB001247,1246,5,1,179.9,163.17,9.3,34.0,2.1,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Dresses,C,19.713727622893824
2025-09-01,FB000207,206,1,0,66.95,42.58,36.4,44.0,1.9,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Tops,A,18.812337783867942
2025-09-01,FB001246,1245,5,0,150.58,150.58,0.0,38.0,2.1,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Dresses,A,19.561793841535344
2025-09-01,FB001245,1244,5,2,88.71,88.71,0.0,3.0,3.5,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Dresses,B,19.447428834406093
2025-09-01,FB001243,1242,4,2,116.58,116.58,0.0,47.0,1.2,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Bottoms,B,20.467456316146137
2025-09-01,FB000208,207,1,0,116.96,106.67,8.8,33.0,1.6,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Tops,A,19.667748269894727
2025-09-01,FB001242,1241,2,2,30.58,27.58,9.8,34.0,3.4,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Accessories,B,19.81302405994867
2025-09-01,FB001241,1240,4,0,55.49,55.49,0.0,25.0,4.6,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Bottoms,A,19.42447702988599
2025-09-01,FB001240,1239,4,2,95.7,81.34,15.0,9.0,4.9,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Bottoms,B,18.935868975995046
2025-09-01,FB002115,2114,5,0,139.87,119.59,14.5,13.0,1.3,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Dresses,A,19.386895186836792
2025-09-01,FB001239,1238,3,2,102.46,102.46,0.0,20.0,3.7,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Shoes,B,19.664503637681815
2025-09-01,FB000209,208,1,0,111.14,111.14,0.0,49.0,1.6,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Tops,A,20.073114415067277
2025-09-01,FB001238,1237,1,0,114.32,114.32,0.0,27.0,5.0,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Tops,A,19.137038060111845
2025-09-01,FB001237,1236,4,0,96.76,96.76,0.0,6.0,3.0,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Bottoms,A,19.17578260577039
2025-09-01,FB000205,204,2,0,42.04,20.64,50.9,43.0,2.3,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Accessories,A,17.65655896886025
2025-09-01,FB001316,1315,3,2,84.57,80.0,5.4,33.0,3.0,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,368.88,0.0,122.96,173.89169962939576,Fall,Shoes,B,-25.052531203632153
2025-09-01,FB001256,1255,2,2,19.56,19.56,0.0,13.0,3.1,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Accessories,B,20.121954238244395
2025-09-01,FB001258,1257,1,1,106.2,106.2,0.0,10.0,1.1,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Tops,C,19.79654519883921
2025-09-01,FB000200,199,1,1,103.42,45.4,56.1,4.0,4.7,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Tops,C,17.93309667369733
2025-09-01,FB001275,1274,4,0,37.53,37.53,0.0,8.0,3.0,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Bottoms,A,19.527749150002688
2025-09-01,FB001274,1273,3,2,154.82,154.82,0.0,31.0,3.0,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Shoes,B,19.69609953509602
2025-09-01,FB001273,1272,0,2,209.66,209.66,0.0,30.0,2.1,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Outerwear,B,19.614448307506006
2025-09-01,FB001272,1271,2,1,68.3,62.84,8.0,18.0,3.1,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Accessories,C,19.457075544886788
2025-09-01,FB000201,200,4,0,42.91,28.62,33.3,18.0,3.0,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Bottoms,A,17.957335452422566
2025-09-01,FB001271,1270,5,1,66.17,66.17,0.0,1.0,3.0,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Dresses,C,19.431096811080106
2025-09-01,FB001270,1269,1,0,119.38,119.38,0.0,18.0,4.4,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Tops,A,19.070164936520268
2025-09-01,FB001269,1268,4,0,79.27,79.27,0.0,13.0,3.5,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Bottoms,A,19.29752201047661
2025-09-01,FB001268,1267,4,2,32.74,32.74,0.0,23.0,4.0,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Bottoms,B,20.012622401641874
2025-09-01,FB000202,201,3,0,144.92,120.28,17.0,32.0,2.0,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Shoes,A,19.523970094916617
2025-09-01,FB001267,1266,0,0,129.86,129.86,0.0,41.0,1.7,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Outerwear,A,19.905503994938694
2025-09-01,FB001266,1265,4,2,64.75,47.66,26.4,7.0,2.9,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Bottoms,B,18.75801297516554
2025-09-01,FB001265,1264,1,1,80.39,80.39,0.0,24.0,3.0,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Tops,C,19.825499482571242
2025-09-01,FB001264,1263,2,0,47.51,47.51,0.0,39.0,4.4,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Accessories,A,19.781485965300373
2025-09-01,FB001263,1262,0,2,112.28,112.28,0.0,41.0,4.1,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Outerwear,B,19.95682360403097
2025-09-01,FB000203,202,3,0,93.07,70.83,23.9,10.0,3.5,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Shoes,A,18.55428749946314
2025-09-01,FB001262,1261,5,0,101.78,78.47,22.9,5.0,1.2,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Dresses,A,18.981558147962854
2025-09-01,FB001261,1260,2,2,53.46,22.45,58.0,6.0,4.2,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Accessories,B,17.067492027913712
2025-09-01,FB001260,1259,5,0,102.3,59.13,42.2,43.0,1.3,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Dresses,A,19.22087596563753
2025-09-01,FB002114,2113,2,0,66.12,32.4,51.0,17.0,2.2,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Accessories,A,17.83579331101293
2025-09-01,FB001259,1258,0,2,158.31,158.31,0.0,7.0,5.0,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Outerwear,B,18.982380038435505
2025-09-01,FB000204,203,0,2,119.96,119.96,0.0,20.0,1.1,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Outerwear,B,20.045119155826665
2025-09-01,FB001257,1256,3,1,155.66,155.66,0.0,3.0,4.0,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Shoes,C,18.849119308397885
2025-09-01,FB001317,1316,4,0,52.6,52.6,0.0,35.0,1.2,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Bottoms,A,20.223627842362585
2025-09-01,FB001318,1317,3,0,106.37,106.37,0.0,30.0,1.1,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Shoes,A,19.893130469171023
2025-09-01,FB000189,188,5,2,173.42,173.42,0.0,47.0,4.2,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Dresses,B,19.539687459563336
2025-09-01,FB001377,1376,4,0,79.61,79.61,0.0,29.0,3.7,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Bottoms,A,19.532342480206676
2025-09-01,FB001376,1375,3,0,122.77,49.35,59.8,33.0,4.0,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Shoes,A,18.778908699360368
2025-09-01,FB000175,174,5,1,45.97,45.97,0.0,37.0,3.2,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Dresses,C,20.03845687257188
2025-09-01,FB001375,1374,2,1,79.48,79.48,0.0,2.0,3.3,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Accessories,C,19.394472608847774
2025-09-01,FB001374,1373,2,0,72.9,40.82,44.0,25.0,3.0,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Accessories,A,18.159831159333617
2025-09-01,FB001373,1372,3,2,151.35,151.35,0.0,18.0,3.0,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Shoes,B,19.50397012416529
2025-09-01,FB001372,1371,2,0,64.87,41.97,35.3,12.0,4.2,9,0,244,36,3,0,-1.0,-1.8369701987210297e-16,0.0,1.0,609,0.0,0.0,0.0,0.0,0.0,Fall,Accessories,A,17.926358800680287
