product_id,total_revenue,mean_daily_revenue,std_daily_revenue,num_transactions,avg_price,original_price,avg_markdown,avg_unit_cost,avg_profit_margin,avg_stock_quantity,category,brand,units_sold,mean_daily_demand,std_daily_demand,unit_cost,underage_cost,overage_cost,critical_ratio,optimal_quantity,expected_profit,achieved_service_level
FB000020,709.9,709.9,,1,141.98,142.59,0.0,102.95,27.49,1.0,Outerwear,Banana Republic,5.0,5.0,1.5,102.95,39.02999999999999,90.44701583180148,0.3014434627586902,4.219619802692472,127.47626638969683,0.3014434627586902
FB000021,721.0,721.0,,1,25.75,33.33,21.8,18.25,29.13,42.0,Bottoms,Mango,28.0,28.0,8.4,18.25,7.5,16.033589499080882,0.3186934148015506,24.040613107937922,139.4279713578993,0.3186934148015506
FB000022,187.5,187.5,,1,62.5,62.3,0.0,45.82,26.69,10.0,Accessories,Zara,3.0,3.0,0.8999999999999999,45.82,16.68,40.25529155330882,0.29296416238393064,2.5097287334824254,32.416340012461426,0.29296416238393064
FB000023,763.2,763.2,,1,38.16,38.48,0.0,27.67,27.49,46.0,Accessories,Zara,20.000000000000004,20.000000000000004,6.000000000000001,27.67,10.489999999999995,24.309557339154413,0.30144061597580346,16.878430191106734,137.0455903286953,0.30144061597580346
FB000024,469.9,469.9,,1,93.98,91.36,0.0,67.78,27.88,37.0,Dresses,Banana Republic,4.999999999999999,4.999999999999999,1.4999999999999998,67.78,26.200000000000003,59.548312123161764,0.3055453728624826,4.237224340823531,85.91055636114044,0.3055453728624826
FB000025,583.6,583.6,,1,58.36,80.47,29.1,41.82,28.34,38.0,Tops,Forever21,10.0,10.0,3.0,41.82,16.54,36.74108015625,0.3104291420424557,8.51609709280034,108.97436885835387,0.3104291420424557
FB000026,2734.07,2734.07,,1,27.07,40.89,34.0,18.95,30.0,16.0,Bottoms,Uniqlo,101.0,101.0,30.299999999999997,18.95,8.120000000000001,16.648576493566175,0.3278347466641546,87.4892304643341,549.0515006628186,0.3278347466641546
FB000027,578.36,578.36,,1,30.44,47.04,36.0,22.22,27.0,25.0,Bottoms,Banana Republic,19.0,19.0,5.7,22.22,8.220000000000002,19.521444310661764,0.2963075717308936,15.950213848491927,101.5099645238857,0.2963075717308936
FB000028,526.9,526.9,,1,52.69,53.37,0.0,37.6,28.64,28.0,Bottoms,Gap,10.0,10.0,3.0,37.6,15.089999999999996,33.03358713235294,0.31356764736798187,8.542711356953179,99.71413595440383,0.31356764736798187
FB000029,785.26,785.26,,1,112.18,114.35,0.0,79.6,29.04,6.0,Dresses,Ann Taylor,6.999999999999999,6.999999999999999,2.0999999999999996,79.6,32.58000000000001,69.93280680147059,0.31781394946189917,6.004976903645903,151.2961671244182,0.31781394946189917
FB000030,296.48,296.48,,1,74.12,77.63,0.0,54.72,26.17,1.0,Shoes,Gap,4.0,4.0,1.2,54.72,19.400000000000006,48.074411911764706,0.2875163999260801,3.3272140883097174,49.99589499977145,0.2875163999260801
FB000031,314.6,314.6,,1,78.65,71.29,0.0,55.75,29.12,37.0,Shoes,Uniqlo,4.0,4.0,1.2,55.75,22.900000000000006,48.979321346507355,0.3185895410671225,3.434024119302374,60.81134118791529,0.3185895410671225
FB000032,817.51,817.51,,1,28.19,37.43,24.4,20.62,26.85,5.0,Tops,Gap,29.0,29.0,8.7,20.62,7.57,18.115759751838237,0.29471582982700145,24.304959632882348,142.4607106416291,0.29471582982700145
FB000033,300.24,300.24,,1,150.12,143.78,0.0,110.67,26.28,43.0,Shoes,Zara,2.0,2.0,0.6,110.67,39.45,97.229443828125,0.2886315520101805,1.6655678513133472,50.89076954660784,0.2886315520101805
FB000034,216.92,216.92,,1,108.46,88.23,0.0,75.06,30.79,44.0,Tops,Banana Republic,2.0,2.0,0.6,75.06,33.39999999999999,65.94417686580883,0.33620490957528115,1.7462942055480577,45.054037664098956,0.33620490957528115
FB000035,522.27,522.27,,1,58.03,58.57,0.0,40.12,30.86,38.0,Accessories,Forever21,9.0,9.0,2.6999999999999997,40.12,17.910000000000004,35.2475403125,0.33692303847603844,7.863636447779401,108.78483494447201,0.33692303847603844
FB000036,595.0,595.0,,1,119.0,119.7,5.7,83.17,30.11,37.0,Tops,Uniqlo,5.0,5.0,1.5,83.17,35.83,73.06924047334559,0.32901974195834566,4.336067652569244,120.0640770666032,0.32901974195834566
FB000037,684.18,684.18,,1,48.87,97.06,47.8,35.4,27.56,31.0,Bottoms,Banana Republic,14.0,14.0,4.2,35.4,13.469999999999999,31.100770863970588,0.3022159980384962,11.824241841280273,123.27668716603768,0.3022159980384962
FB000038,354.51,354.51,,1,118.17,110.09,0.0,86.9,26.46,32.0,Dresses,Banana Republic,3.0,3.0,0.8999999999999999,86.9,31.269999999999996,76.34624260110294,0.2905695204013703,2.5034504707558303,60.62579119547818,0.2905695204013703
FB000039,278.36,278.36,,1,139.18,198.42,14.2,98.12,29.5,10.0,Shoes,Zara,2.0,2.0,0.6,98.12,41.06,86.20360556985294,0.32263740930601587,1.7237981941214477,54.7200376764625,0.32263740930601587
FB000040,189.52,189.52,,1,94.76,101.72,0.0,67.98,28.26,40.0,Bottoms,Banana Republic,2.0,2.0,0.6,67.98,26.78,59.72402269301471,0.3095809786215007,1.7017769470170827,35.25996148088003,0.3095809786215007
FB000041,433.12,433.12,,1,108.28,117.86,0.0,79.49,26.59,6.0,Tops,Uniqlo,4.0,4.0,1.2,79.49,28.790000000000006,69.83616598805146,0.2919103638631548,3.342625127647503,74.52334808810505,0.2919103638631548
FB000042,270.69,270.69,,1,90.23,78.86,0.0,64.47,28.55,22.0,Tops,Ann Taylor,3.0,3.0,0.8999999999999999,64.47,25.760000000000005,56.64030219209559,0.3126202127262475,2.56040680924198,51.02110567100423,0.3126202127262475
FB000043,685.44,685.44,,1,97.92,216.16,51.4,72.35,26.11,36.0,Outerwear,Zara,7.0,7.0,2.1,72.35,25.570000000000007,63.56329864430147,0.2868737092524822,5.818663718380117,115.24405581732273,0.2868737092524822
FB000044,1054.88,1054.88,,1,131.86,129.85,0.0,91.51,30.6,36.0,Shoes,Zara,8.0,8.0,2.4,91.51,40.35000000000001,80.39637123621324,0.33417153316404236,6.971784417149618,217.3276068310391,0.33417153316404236
FB000045,102.9,102.9,,1,102.9,111.3,0.0,74.79,27.32,11.0,Tops,Banana Republic,1.0,1.0,0.3,74.79,28.11,65.70696759650735,0.29962597086805104,0.8423570310966606,18.329686055398685,0.29962597086805104
FB000046,954.85,954.85,,1,73.45,73.65,0.0,51.86,29.39,33.0,Dresses,Uniqlo,13.0,13.0,3.9,51.86,21.590000000000003,45.561750762867646,0.3215106047828979,11.192432692338125,186.83042105213391,0.3215106047828979
FB000047,1210.08,1210.08,,1,100.84,147.13,30.3,73.01,27.6,13.0,Shoes,Mango,11.999999999999998,11.999999999999998,3.599999999999999,73.01,27.83,64.14314352481618,0.3025883310435172,10.138905736078407,218.39159416869,0.3025883310435172
FB000048,438.06,438.06,,1,20.86,44.6,53.9,14.88,28.67,42.0,Accessories,Ann Taylor,21.0,21.0,6.3,14.88,5.979999999999999,13.072866397058824,0.31386353503865055,17.944950494751414,83.0056978273344,0.31386353503865055
FB000049,83.19,83.19,,1,83.19,101.8,0.0,59.22,28.81,7.0,Bottoms,Forever21,1.0,1.0,0.3,59.22,23.97,52.02789973345588,0.3154034530436885,0.8558225703877321,15.86638462238707,0.3154034530436885
FB000050,645.25,645.25,,1,7.25,16.52,55.9,5.3,26.9,43.0,Accessories,Banana Republic,89.0,89.0,26.7,5.3,1.9500000000000002,4.656330101102941,0.2951714446837047,74.62634321469753,112.67340527616028,0.2951714446837047
FB000051,363.86,363.86,,1,51.98,50.91,0.0,35.92,30.9,3.0,Bottoms,H&M,7.000000000000001,7.000000000000001,2.1,35.92,16.059999999999995,31.55761834558824,0.33727012307594656,6.1181575062999,75.89367856000668,0.33727012307594656
FB000052,1390.98,1390.98,,1,231.83,222.26,0.0,162.4,29.95,50.0,Outerwear,Forever21,6.0,6.0,1.7999999999999998,162.4,69.43,142.67698272058823,0.3273348152401998,5.194887834091076,278.76569180969784,0.3273348152401998
FB000053,498.41,498.41,,1,45.31,104.14,57.1,31.38,30.74,14.0,Shoes,Gap,11.0,11.0,3.3,31.38,13.930000000000003,27.56898840992647,0.3356708328019865,9.599785681596938,103.29937136505329,0.3356708328019865
FB000054,955.56,955.56,,1,159.26,166.76,0.0,110.64,30.53,21.0,Outerwear,Zara,6.0,6.0,1.7999999999999998,110.64,48.61999999999999,97.20308724264706,0.3334177112784423,5.225108553255325,196.27222797537183,0.3334177112784423
FB000055,915.18,915.18,,1,21.79,44.13,50.9,15.46,29.05,21.0,Accessories,Banana Republic,42.0,42.0,12.6,15.46,6.329999999999998,13.582427049632354,0.31789193673991994,36.03261699904305,176.38556447468525,0.31789193673991994
FB000056,268.86,268.86,,1,89.62,121.29,15.2,62.14,30.66,42.0,Outerwear,Gap,3.0,3.0,0.8999999999999999,62.14,27.480000000000004,54.593274053308825,0.3348227582848832,2.6160288900352655,55.53519598215834,0.3348227582848832
FB000057,1616.56,1616.56,,1,73.48,73.71,0.0,54.08,26.4,35.0,Tops,H&M,21.999999999999996,21.999999999999996,6.599999999999999,54.08,19.400000000000006,47.5121380882353,0.2899324480472844,18.34635830362878,275.64815224348814,0.2899324480472844
FB000058,157.62,157.62,,1,52.54,84.07,26.3,38.36,26.99,19.0,Bottoms,Zara,3.0,3.0,0.8999999999999999,38.36,14.18,33.70128729779412,0.2961490970743652,2.5180422362818176,27.64477081229876,0.2961490970743652
FB000059,224.72,224.72,,1,28.09,28.59,0.0,20.74,26.17,39.0,Tops,Mango,8.0,8.0,2.4,20.74,7.350000000000001,18.22118609375,0.28743289314203757,6.653840268428933,37.88028457157467,0.28743289314203757
FB000060,140.73,140.73,,1,140.73,166.49,2.6,101.79,27.67,27.0,Shoes,Mango,1.0,1.0,0.3,101.79,38.93999999999998,89.42789452665441,0.303346877687664,0.8455604163958838,25.48325894239057,0.303346877687664
FB000061,496.48,496.48,,1,124.12,145.95,6.6,89.37,28.0,15.0,Shoes,Ann Taylor,4.0,4.0,1.2,89.37,34.75,78.51626813878677,0.3067991960097099,3.3940675811861856,91.26617030270788,0.3067991960097099
FB000062,473.34,473.34,,1,236.67,218.42,0.0,171.86,27.38,33.0,Outerwear,Gap,2.0,2.0,0.6,171.86,64.80999999999997,150.98809267463236,0.3003270288292894,1.685923894615251,84.57897326330519,0.3003270288292894
FB000063,370.16,370.16,,1,46.27,46.17,1.1,32.29,30.21,30.0,Accessories,Forever21,8.0,8.0,2.4,32.29,13.980000000000004,28.36847150275735,0.3301181720121764,6.944991485318511,75.02725121533967,0.3301181720121764
FB000064,307.96,307.96,,1,76.99,106.18,18.0,55.56,27.83,11.0,Shoes,H&M,4.0,4.0,1.2,55.56,21.429999999999993,48.81239630514706,0.30508640261792574,3.3882078348196925,56.19098311588343,0.30508640261792574
FB000065,107.16,107.16,,1,107.16,93.33,2.4,77.76,27.44,20.0,Tops,Zara,1.0,1.0,0.3,77.76,29.39999999999999,68.31626955882354,0.3008710845464858,0.8434309525157638,19.19407345490774,0.3008710845464858
FB000066,1482.58,1482.58,,1,67.39,86.54,21.7,47.99,28.79,21.0,Bottoms,Mango,22.0,22.0,6.6,47.99,19.4,42.161751236213235,0.31513073638145783,18.82303154489272,282.4387703760561,0.31513073638145783
FB000067,247.16,247.16,,1,61.79,55.57,0.0,45.3,26.69,44.0,Accessories,Ann Taylor,4.0,4.0,1.2,45.3,16.490000000000002,39.79844407169117,0.2929553351838557,3.3462741790765924,42.729077018818735,0.2929553351838557
FB000068,2077.38,2077.38,,1,76.94,76.5,0.0,53.8,30.08,17.0,Tops,Forever21,27.000000000000004,27.000000000000004,8.100000000000001,53.8,23.14,47.26614329044117,0.3286645016833587,23.406808609233188,418.58674680319376,0.3286645016833587
FB000069,338.64,338.64,,1,112.88,137.19,9.5,83.16,26.33,17.0,Dresses,Forever21,3.0,3.0,0.8999999999999999,83.16,29.72,73.06045494485294,0.28916003549455316,2.4997437799470945,57.53914186580753,0.28916003549455316
FB000070,539.14,539.14,,1,38.51,48.92,19.8,26.58,30.98,17.0,Tops,Zara,14.0,14.0,4.2,26.58,11.93,23.35193473345588,0.3381333844112423,12.24623606171739,112.83859884646873,0.3381333844112423
FB000071,443.1,443.1,,1,73.85,69.82,0.0,51.74,29.94,46.0,Shoes,Ann Taylor,6.000000000000001,6.000000000000001,1.8000000000000003,51.74,22.109999999999992,45.45632442095589,0.32723402063798684,5.194385179017598,88.76496751831684,0.32723402063798684
FB000072,351.12,351.12,,1,175.56,199.39,7.4,128.16,27.0,49.0,Outerwear,Mango,2.0,2.0,0.6,128.16,47.400000000000006,112.5953331617647,0.2962586411947142,1.6788849603034626,61.61276232447389,0.2962586411947142
FB000073,137.37,137.37,,1,137.37,222.09,55.2,101.71,25.96,21.0,Outerwear,Banana Republic,1.0,1.0,0.3,101.71,35.66000000000001,89.35761029871323,0.2852398147332612,0.8297964205556464,22.921830640342847,0.2852398147332612
FB000074,325.86,325.86,,1,108.62,112.86,0.0,75.88,30.14,8.0,Tops,Mango,3.0,3.0,0.8999999999999999,75.88,32.74000000000001,66.66459020220587,0.32936104794960946,2.6024896310444365,65.84587696039941,0.32936104794960946
FB000075,2014.6,2014.6,,1,100.73,100.96,0.0,70.9,29.61,32.0,Dresses,Mango,20.0,20.0,6.0,70.9,29.83,62.28939701286765,0.3238188803584245,17.257722148631338,397.96662254728466,0.3238188803584245
FB000076,552.92,552.92,,1,138.23,243.56,48.0,97.15,29.72,22.0,Outerwear,Gap,4.0,4.0,1.2,97.15,41.079999999999984,85.35140930606619,0.32491926037582314,3.455216162125688,109.72015301039063,0.32491926037582314
FB000077,558.24,558.24,,1,139.56,153.32,0.0,97.79,29.93,43.0,Dresses,Mango,4.0,4.0,1.2,97.79,41.769999999999996,85.9136831295956,0.3271365532086394,3.4625993710333587,111.78616488945369,0.3271365532086394
FB000078,84.78,84.78,,1,28.26,42.95,22.5,20.82,26.33,7.0,Accessories,Uniqlo,3.0,3.0,0.8999999999999999,20.82,7.440000000000001,18.291470321691175,0.28914010381008864,2.4996913024704357,14.40385678397549,0.28914010381008864
FB000079,285.12,285.12,,1,31.68,30.79,0.0,22.86,27.84,36.0,Tops,H&M,9.0,9.0,2.6999999999999997,22.86,8.82,20.083718134191177,0.30515105216053595,7.623965870386197,52.03822205715348,0.30515105216053595
FB000080,424.41,424.41,,1,60.63,59.85,0.0,44.53,26.55,38.0,Accessories,Uniqlo,7.0,7.0,2.1,44.53,16.1,39.12195837775735,0.29155068876522966,5.847393531705806,72.90522150018307,0.29155068876522966
FB000081,467.46,467.46,,1,66.78,78.16,19.1,46.49,30.38,23.0,Tops,Banana Republic,7.0,7.0,2.1,46.49,20.29,40.84392196231618,0.3318942961406442,6.087154281427536,95.43055214619672,0.3318942961406442
FB000082,163.86,163.86,,1,81.93,113.17,19.1,58.01,29.2,15.0,Tops,Ann Taylor,2.0,2.0,0.6,58.01,23.92000000000001,50.964850785845584,0.3194237519202116,1.7184135260172861,31.784344660680386,0.3194237519202116
FB000083,418.14,418.14,,1,209.07,174.13,0.0,151.16,27.7,34.0,Dresses,Ann Taylor,2.0,2.0,0.6,151.16,57.91,132.80204869485294,0.3036515018128632,1.691643777705259,75.81757667960557,0.3036515018128632
FB000084,483.66,483.66,,1,161.22,191.96,0.0,118.86,26.27,50.0,Shoes,Zara,3.0,3.0,0.8999999999999999,118.86,42.36,104.42479166360295,0.2885857555125969,2.498231094474462,81.96324763893526,0.2885857555125969
FB000085,1422.32,1422.32,,1,177.79,222.55,22.6,128.73,27.59,50.0,Outerwear,Ann Taylor,8.0,8.0,2.4,128.73,49.06,113.09610828584557,0.3025479614589542,6.758992901295121,256.65047720922166,0.3025479614589542
FB000086,432.25,432.25,,1,33.25,37.85,11.9,24.05,27.67,45.0,Bottoms,Forever21,13.0,13.0,3.9,24.05,9.2,21.129196024816178,0.30333807702889015,10.99218718852086,78.26841150181303,0.30333807702889015
FB000087,559.8974930619797,559.8974930619797,,1,85.50331174838114,241.09,0.0,61.106276595744674,28.53474560592044,26.0,Outerwear,Uniqlo,6.54825505133233,6.54825505133233,1.9644765153996988,61.106276595744674,24.397035152636462,53.6850934111487,0.3124535101871175,5.58780729073268,105.45752744334037,0.3124535101871175
FB000088,113.84,113.84,,1,113.84,136.97,0.0,80.52,29.27,17.0,Dresses,Banana Republic,1.0,1.0,0.3,80.52,33.32000000000001,70.74107542279411,0.3201965755650975,0.8598552464170073,22.153117532972168,0.3201965755650975
FB000089,149.85,149.85,,1,49.95,113.79,55.3,34.72,30.49,47.0,Shoes,H&M,2.9999999999999996,2.9999999999999996,0.8999999999999998,34.72,15.230000000000004,30.50335492647059,0.33301733547618734,2.6115631107022903,30.729834105897773,0.33301733547618734
FB000090,174.33,174.33,,1,58.11,93.23,40.0,41.59,28.43,46.0,Bottoms,H&M,3.0000000000000004,3.0000000000000004,0.9000000000000001,41.59,16.519999999999996,36.53901300091912,0.31135143806225396,2.5571790350444594,32.68113517851148,0.31135143806225396
FB000091,594.42,594.42,,1,99.07,106.24,6.4,72.74,26.58,50.0,Shoes,Uniqlo,6.0,6.0,1.7999999999999998,72.74,26.33,63.9059342555147,0.2917906288357718,5.013309935727337,102.22118345179805,0.2917906288357718
FB000092,856.24,856.24,,1,30.58,30.95,0.0,21.52,29.63,27.0,Accessories,Zara,28.000000000000004,28.000000000000004,8.4,21.52,9.059999999999999,18.90645731617647,0.32395951684446916,24.164097923874742,169.24076923849802,0.32395951684446916
FB000093,209.3,209.3,,1,41.86,76.92,49.5,29.35,29.89,7.0,Shoes,Zara,5.0,5.0,1.5,29.35,12.509999999999998,25.78552612591912,0.32667001254574746,4.326309460193419,41.83201611208825,0.32667001254574746
FB000094,269.34,269.34,,1,89.78,80.64,0.0,63.85,28.88,26.0,Bottoms,H&M,2.9999999999999996,2.9999999999999996,0.8999999999999998,63.85,25.93,56.09559942555147,0.31612082303079947,2.569283308296909,51.52556474682863,0.31612082303079947
FB000095,507.21,507.21,,1,15.37,32.46,52.4,10.77,29.93,14.0,Bottoms,Zara,33.0,33.0,9.9,10.77,4.6,9.462014186580882,0.3271224121214224,28.56605687354474,101.56167281068788,0.3271224121214224
FB000096,869.76,869.76,,1,54.36,54.79,0.0,38.85,28.53,12.0,Accessories,Gap,16.0,16.0,4.8,38.85,15.509999999999998,34.131778193933826,0.3124384452830762,13.653038608240609,163.81007050083173,0.3124384452830762
FB000097,600.78,600.78,,1,31.62,71.14,56.4,22.55,28.68,12.0,Bottoms,H&M,19.0,19.0,5.7,22.55,9.07,19.81136675091912,0.314043309592035,16.23879629460062,113.92554993426842,0.314043309592035
FB000098,180.96,180.96,,1,60.32,57.85,0.0,43.31,28.2,36.0,Bottoms,Ann Taylor,3.0,3.0,0.8999999999999999,43.31,17.009999999999998,38.050123901654416,0.30893501130477646,2.551015790087745,33.573878454218196,0.30893501130477646
FB000099,535.5,535.5,,1,31.5,33.37,3.0,23.29,26.06,40.0,Bottoms,Zara,17.0,17.0,5.1,23.29,8.21,20.461495859375,0.28634711074258434,14.123151028628936,89.81515701457977,0.28634711074258434
FB000100,312.54,312.54,,1,104.18,91.83,0.0,76.56,26.51,39.0,Tops,Gap,3.0,3.0,0.8999999999999999,76.56,27.620000000000005,67.26200613970589,0.2910983981444474,2.504839150082251,53.57759812470339,0.2910983981444474
FB000101,408.96,408.96,,1,51.12,60.12,19.5,37.78,26.1,42.0,Bottoms,Zara,8.0,8.0,2.4,37.78,13.339999999999996,33.19172664522059,0.2866861163719612,6.64857917881173,68.69939413627273,0.2866861163719612
FB000102,172.01,172.01,,1,172.01,163.5,0.0,121.68,29.26,34.0,Dresses,Banana Republic,1.0,1.0,0.3,121.68,50.329999999999984,106.90231069852942,0.3200996015157508,0.859773910585223,33.45940454484275,0.3200996015157508
FB000103,533.84,533.84,,1,133.46,126.37,0.0,96.61,27.61,25.0,Dresses,Uniqlo,4.0,4.0,1.2,96.61,36.85000000000001,84.87699076746324,0.30272661607477896,3.3801106203902807,96.4044088010675,0.30272661607477896
FB000104,181.08,181.08,,1,20.12,50.01,58.2,14.36,28.63,32.0,Bottoms,Uniqlo,9.0,9.0,2.6999999999999997,14.36,5.760000000000002,12.616018915441176,0.3134520064713219,7.687559499272945,34.25197205034053,0.3134520064713219
FB000105,405.8,405.8,,1,81.16,84.31,0.0,56.33,30.59,10.0,Shoes,H&M,5.0,5.0,1.5,56.33,24.83,49.48888199908088,0.33410082783951295,4.357073848347459,83.57974455192226,0.33410082783951295
FB000106,2625.22,2625.22,,1,100.97,100.98,0.0,73.44,27.27,21.0,Bottoms,Banana Republic,26.0,26.0,7.8,73.44,27.53,64.52092125,0.2990735956376971,21.888878850830558,466.48737604712096,0.2990735956376971
FB000107,577.35,577.35,,1,38.49,38.02,0.0,27.67,28.11,44.0,Bottoms,Banana Republic,15.0,15.0,4.5,27.67,10.82,24.309557339154413,0.30800274240689995,12.743161784026377,106.6867894559507,0.30800274240689995
FB000108,781.44,781.44,,1,65.12,63.85,0.0,45.68,29.85,41.0,Bottoms,H&M,12.0,12.0,3.5999999999999996,45.68,19.440000000000005,40.13229415441177,0.326326193676735,10.379710152903225,155.96409579504316,0.326326193676735
FB000109,415.84,415.84,,1,207.92,183.15,0.0,151.45,27.16,23.0,Shoes,H&M,2.0,2.0,0.6,151.45,56.47,133.0568290211397,0.2979525394460189,1.6818209799381227,73.52453481877058,0.2979525394460189
FB000110,746.2,746.2,,1,37.31,91.0,59.5,27.48,26.35,5.0,Dresses,Zara,20.0,20.0,6.0,27.48,9.830000000000002,24.14263229779412,0.28935055470041615,16.668302039446232,126.89956193904875,0.28935055470041615
FB000111,1611.43,1611.43,,1,94.79,92.83,0.0,68.74,27.48,9.0,Outerwear,Uniqlo,17.0,17.0,5.1,68.74,26.05000000000001,60.39172285845588,0.30135910227813967,14.345472518464561,289.2557104785303,0.30135910227813967
FB000112,612.54,612.54,,1,34.03,34.45,0.0,24.91,26.8,4.0,Accessories,Banana Republic,18.0,18.0,5.3999999999999995,24.91,9.120000000000001,21.884751475183823,0.2941484632540803,15.07694948781117,106.46935763850041,0.2941484632540803
FB000113,537.92,537.92,,1,67.24,128.15,50.0,46.6,30.7,28.0,Dresses,H&M,8.0,8.0,2.4,46.6,20.639999999999993,40.940562775735295,0.3351706946097091,6.978369158420299,111.26609270670099,0.3351706946097091
FB000114,751.3,751.3,,1,68.3,99.62,33.8,47.74,30.1,27.0,Tops,Mango,11.0,11.0,3.3,47.74,20.559999999999995,41.94211302389706,0.3289488787705319,9.53870231032272,151.55999018617,0.3289488787705319
FB000115,359.76,359.76,,1,59.96,87.39,25.5,42.42,29.25,8.0,Bottoms,Forever21,6.0,6.0,1.7999999999999998,42.42,17.54,37.26821186580882,0.3200250364479056,5.158268178061024,69.95881484553254,0.3200250364479056
