product_id,total_revenue,mean_daily_revenue,std_daily_revenue,num_transactions,avg_price,original_price,avg_markdown,avg_unit_cost,avg_profit_margin,avg_stock_quantity,category,brand,units_sold,mean_daily_demand,std_daily_demand,annual_demand,holding_cost,eoq,safety_stock,reorder_point,annual_ordering_cost,annual_holding_cost,total_inventory_cost
FB000011,1021.77,1021.77,,1,113.53,116.84,0.0,83.97,26.04,3.0,Tops,Mango,9.0,9.0,2.6999999999999997,5.644329896907216,1478.1606,0.21602464105479147,11.75005882804375,74.75005882804375,159.6595565181676,17528.133563814612,17687.79312033278
FB000012,676.6,676.6,,1,135.32,146.98,0.0,93.52,30.89,2.0,Shoes,Uniqlo,5.0,5.0,1.5,3.1357388316151202,2090.0173999999997,0.13541067400849174,6.527810460024307,41.527810460024305,141.50533241173775,13784.742777764543,13926.24811017628
FB000013,1060.36,1060.36,,1,37.87,37.51,0.0,26.42,30.24,43.0,Bottoms,Ann Taylor,28.0,28.0,8.4,17.560137457044675,572.5944,0.6122070352524851,36.55573857613612,232.55573857613612,175.27316001308776,21106.884356572602,21282.15751658569
FB000014,233.3,233.3,,1,46.66,48.15,0.0,34.03,27.07,39.0,Dresses,Uniqlo,5.000000000000001,5.000000000000001,1.5000000000000002,3.1357388316151207,631.5431,0.24633513121666764,6.527810460024308,41.52781046002431,77.78562620374053,4200.379280339918,4278.164906543659
FB000015,811.4,811.4,,1,81.14,79.66,0.0,59.3,26.92,7.0,Tops,Mango,10.0,10.0,3.0,6.2714776632302405,1092.1444000000001,0.2649127230993971,13.055620920048614,83.05562092004861,144.66147351087864,14403.284749864823,14547.9462233757
FB000016,234.09,234.09,,1,78.03,67.57,0.0,57.03,26.91,17.0,Accessories,Mango,3.0,3.0,0.8999999999999999,1.8814432989690721,1049.89365,0.14798947222596154,3.9166862760145835,24.916686276014584,77.68660357844418,4189.7906538083025,4267.477257386747
FB000017,450.64,450.64,,1,112.66,123.53,0.0,81.61,27.56,14.0,Shoes,Gap,4.0,4.0,1.2,2.508591065292096,1552.4548,0.14052816066638524,5.222248368019446,33.22224836801944,109.08180878085045,8216.386354504804,8325.468163285655
FB000018,295.83,295.83,,1,98.61,102.35,0.0,70.31,28.7,14.0,Tops,Ann Taylor,3.0,3.0,0.8999999999999999,1.8814432989690721,1415.0535,0.12747265926986587,3.9166862760145835,24.916686276014584,90.19031632706557,5632.510939603469,5722.701255930534
FB000019,579.6,579.6,,1,57.96,137.95,58.5,41.6,28.23,16.0,Outerwear,Mango,10.0,10.0,3.0,6.2714776632302405,818.1054,0.30608230193577635,13.055620920048614,83.05562092004861,125.20379202904456,10806.077767073784,10931.281559102828
FB000020,709.9,709.9,,1,141.98,142.59,0.0,102.95,27.49,1.0,Outerwear,Banana Republic,5.0,5.0,1.5,3.1357388316151202,1951.5150999999998,0.14013347531838843,6.527810460024307,41.527810460024305,136.73629654965615,12875.856979225036,13012.593275774692
FB000021,721.0,721.0,,1,25.75,33.33,21.8,18.25,29.13,42.0,Bottoms,Mango,28.0,28.0,8.4,17.560137457044675,375.04875,0.7564461259129212,36.55573857613612,232.55573857613612,141.8520869829918,13852.036145289623,13993.888232272615
FB000022,187.5,187.5,,1,62.5,62.3,0.0,45.82,26.69,10.0,Accessories,Zara,3.0,3.0,0.8999999999999999,1.8814432989690721,834.0625,0.16603673249697637,3.9166862760145835,24.916686276014584,69.24250609912968,3336.003653187543,3405.2461592866725
FB000023,763.2,763.2,,1,38.16,38.48,0.0,27.67,27.49,46.0,Accessories,Zara,20.000000000000004,20.000000000000004,6.000000000000001,12.542955326460483,524.5092,0.5406065349643946,26.111241840097232,166.11124184009725,141.77655058447334,13837.3631191404,13979.139669724873
FB000024,469.9,469.9,,1,93.98,91.36,0.0,67.78,27.88,37.0,Dresses,Banana Republic,4.999999999999999,4.999999999999999,1.4999999999999998,3.13573883161512,1310.0812,0.1710325392067261,6.527810460024305,41.5278104600243,112.0332571014974,8663.995017942692,8776.02827504419
FB000025,583.6,583.6,,1,58.36,80.47,29.1,41.82,28.34,38.0,Tops,Forever21,10.0,10.0,3.0,6.2714776632302405,826.9612,0.30443899652619005,13.055620920048614,83.05562092004861,125.87961894704699,10922.371561735554,11048.2511806826
FB000026,2734.07,2734.07,,1,27.07,40.89,34.0,18.95,30.0,16.0,Bottoms,Uniqlo,101.0,101.0,30.299999999999997,63.34192439862543,406.05,1.3807459498802281,131.861771292491,838.861771292491,280.32594647443335,53822.79817979041,54103.12412626484
FB000027,578.36,578.36,,1,30.44,47.04,36.0,22.22,27.0,25.0,Bottoms,Banana Republic,19.0,19.0,5.7,11.915807560137457,410.94,0.5952925407295502,24.805679748092366,157.80567974809236,122.31475834370066,10315.960794024779,10438.27555236848
FB000028,526.9,526.9,,1,52.69,53.37,0.0,37.6,28.64,28.0,Bottoms,Gap,10.0,10.0,3.0,6.2714776632302405,754.5208,0.3187184760979189,13.055620920048614,83.05562092004861,120.23985978009134,9970.977400871909,10091.217260652
FB000029,785.26,785.26,,1,112.18,114.35,0.0,79.6,29.04,6.0,Dresses,Ann Taylor,6.999999999999999,6.999999999999999,2.0999999999999996,4.390034364261168,1628.8536000000001,0.1814892234905751,9.138934644034029,58.13893464403402,147.80968752191393,15033.796282621463,15181.605970143377
FB000030,296.48,296.48,,1,74.12,77.63,0.0,54.72,26.17,1.0,Shoes,Gap,4.0,4.0,1.2,2.508591065292096,969.8602000000001,0.17779448085821917,5.222248368019446,33.22224836801944,86.21789538202432,5151.068742039038,5237.286637421062
FB000031,314.6,314.6,,1,78.65,71.29,0.0,55.75,29.12,37.0,Shoes,Uniqlo,4.0,4.0,1.2,2.508591065292096,1145.1440000000002,0.16362241305010136,5.222248368019446,33.22224836801944,93.68561228492266,6073.911997432184,6167.597609717107
FB000032,817.51,817.51,,1,28.19,37.43,24.4,20.62,26.85,5.0,Tops,Gap,29.0,29.0,8.7,18.1872852233677,378.45075,0.7663676471233383,37.86130066814098,240.86130066814098,145.01620541478135,14473.653839248234,14618.670044663017
FB000033,300.24,300.24,,1,150.12,143.78,0.0,110.67,26.28,43.0,Shoes,Zara,2.0,2.0,0.6,1.254295532646048,1972.5768,0.08815376912950335,2.611124184009723,16.61112418400972,86.94503990870724,5237.588027205217,5324.5330671139245
FB000034,216.92,216.92,,1,108.46,88.23,0.0,75.06,30.79,44.0,Tops,Banana Republic,2.0,2.0,0.6,1.254295532646048,1669.7416999999998,0.0958149328730091,2.611124184009723,16.61112418400972,79.99309445038205,4439.896028369889,4519.889122820271
FB000035,522.27,522.27,,1,58.03,58.57,0.0,40.12,30.86,38.0,Accessories,Forever21,9.0,9.0,2.6999999999999997,5.644329896907216,895.4029,0.2775587065160464,11.75005882804375,74.75005882804375,124.26343536735844,10645.300185168335,10769.563620535693
FB000036,595.0,595.0,,1,119.0,119.7,5.7,83.17,30.11,37.0,Tops,Uniqlo,5.0,5.0,1.5,3.1357388316151202,1791.545,0.14625610051129978,6.527810460024307,41.527810460024305,131.0121927952583,11825.878383399506,11956.890576194764
FB000037,684.18,684.18,,1,48.87,97.06,47.8,35.4,27.56,31.0,Bottoms,Banana Republic,14.0,14.0,4.2,8.780068728522338,673.4286,0.3991729357091172,18.27786928806806,116.27786928806806,134.4072356262404,12443.247161272911,12577.654396899152
FB000038,354.51,354.51,,1,118.17,110.09,0.0,86.9,26.46,32.0,Dresses,Banana Republic,3.0,3.0,0.8999999999999999,1.8814432989690721,1563.3891,0.12127462377633381,3.9166862760145835,24.916686276014584,94.79971245926056,6218.104344500052,6312.904056959313
FB000039,278.36,278.36,,1,139.18,198.42,14.2,98.12,29.5,10.0,Shoes,Zara,2.0,2.0,0.6,1.254295532646048,2052.905,0.08641187328288522,2.611124184009723,16.61112418400972,88.69768336090075,5449.0875763353815,5537.785259696282
FB000040,189.52,189.52,,1,94.76,101.72,0.0,67.98,28.26,40.0,Bottoms,Banana Republic,2.0,2.0,0.6,1.254295532646048,1338.9588,0.10699765001368572,2.611124184009723,16.61112418400972,71.63272253257233,3567.82042660521,3639.453149137782
FB000041,433.12,433.12,,1,108.28,117.86,0.0,79.49,26.59,6.0,Tops,Uniqlo,4.0,4.0,1.2,2.508591065292096,1439.5826,0.14593334922023476,5.222248368019446,33.22224836801944,105.04155514858678,7622.899438627776,7727.940993776363
FB000042,270.69,270.69,,1,90.23,78.86,0.0,64.47,28.55,22.0,Tops,Ann Taylor,3.0,3.0,0.8999999999999999,1.8814432989690721,1288.0332500000002,0.13361029987520268,3.9166862760145835,24.916686276014584,86.04725439086594,5130.869407716328,5216.9166621071945
FB000043,685.44,685.44,,1,97.92,216.16,51.4,72.35,26.11,36.0,Outerwear,Zara,7.0,7.0,2.1,4.390034364261169,1278.3456,0.20486498113047308,9.13893464403403,58.13893464403403,130.94412361111162,11813.661014499581,11944.605138110694
FB000044,1054.88,1054.88,,1,131.86,129.85,0.0,91.51,30.6,36.0,Shoes,Zara,8.0,8.0,2.4,5.017182130584192,2017.4580000000003,0.174335403352894,10.444496736038891,66.44449673603889,175.85717708876143,21247.190673184316,21423.047850273077
FB000045,102.9,102.9,,1,102.9,111.3,0.0,74.79,27.32,11.0,Tops,Banana Republic,1.0,1.0,0.3,0.627147766323024,1405.614,0.07384308146357146,1.3055620920048614,8.30556209200486,51.89743455416827,1887.0137889454895,1938.9112234996578
FB000046,954.85,954.85,,1,73.45,73.65,0.0,51.86,29.39,33.0,Dresses,Uniqlo,13.0,13.0,3.9,8.152920962199312,1079.3477500000001,0.3038322217550775,16.9723071960632,107.9723071960632,163.97031246442197,18482.991896844047,18646.96220930847
FB000047,1210.08,1210.08,,1,100.84,147.13,30.3,73.01,27.6,13.0,Shoes,Mango,11.999999999999998,11.999999999999998,3.599999999999999,7.525773195876288,1391.592,0.25708545699091334,15.666745104058334,99.66674510405832,178.87903263244954,21980.596185479197,22159.475218111646
FB000048,438.06,438.06,,1,20.86,44.6,53.9,14.88,28.67,42.0,Accessories,Ann Taylor,21.0,21.0,6.3,13.170103092783505,299.0281,0.7336627936466871,27.416803932102088,174.41680393210208,109.69289561243043,8308.087683501446,8417.780579113876
FB000049,83.19,83.19,,1,83.19,101.8,0.0,59.22,28.81,7.0,Bottoms,Forever21,1.0,1.0,0.3,0.627147766323024,1198.35195,0.07997433822509785,1.3055620920048614,8.30556209200486,47.91870208100278,1612.4415808811077,1660.3602829621104
FB000050,645.25,645.25,,1,7.25,16.52,55.9,5.3,26.9,43.0,Accessories,Banana Republic,89.0,89.0,26.7,55.81615120274914,97.51249999999999,2.6448905589401748,116.19502618843266,739.1950261884326,128.95494531432686,11459.422436513865,11588.377381828192
FB000051,363.86,363.86,,1,51.98,50.91,0.0,35.92,30.9,3.0,Bottoms,H&M,7.000000000000001,7.000000000000001,2.1,4.390034364261169,803.0909999999999,0.258469610909734,9.13893464403403,58.13893464403404,103.78730914755461,7443.183471359487,7546.970780507042
FB000052,1390.98,1390.98,,1,231.83,222.26,0.0,162.4,29.95,50.0,Outerwear,Forever21,6.0,6.0,1.7999999999999998,3.7628865979381443,3471.65425,0.11509335248872771,7.833372552029167,49.83337255202917,199.78216315711978,27394.543275242526,27594.325438399646
FB000053,498.41,498.41,,1,45.31,104.14,57.1,31.38,30.74,14.0,Shoes,Gap,11.0,11.0,3.3,6.898625429553265,696.4147,0.34794069470234323,14.361183012053473,91.36118301205347,121.15550725946196,10122.49446624378,10243.649973503241
FB000054,955.56,955.56,,1,159.26,166.76,0.0,110.64,30.53,21.0,Outerwear,Zara,6.0,6.0,1.7999999999999998,3.7628865979381443,2431.1039,0.13753610267496152,7.833372552029167,49.83337255202917,167.18227780194974,19210.92483919301,19378.107116994957
FB000055,915.18,915.18,,1,21.79,44.13,50.9,15.46,29.05,21.0,Accessories,Banana Republic,42.0,42.0,12.6,26.34020618556701,316.49975,1.0085113914202841,54.833607864204176,348.83360786420417,159.5968016283361,17514.419982246993,17674.01678387533
FB000056,268.86,268.86,,1,89.62,121.29,15.2,62.14,30.66,42.0,Outerwear,Gap,3.0,3.0,0.8999999999999999,1.8814432989690721,1373.8746,0.12936891287336363,3.9166862760145835,24.916686276014584,88.86833171316367,5469.90412249819,5558.772454211354
FB000057,1616.56,1616.56,,1,73.48,73.71,0.0,54.08,26.4,35.0,Tops,H&M,21.999999999999996,21.999999999999996,6.599999999999999,13.797250859106526,969.936,0.4169487243942462,28.722366024106947,182.72236602410692,202.20678897202885,28061.063600930225,28263.270389902253
FB000058,157.62,157.62,,1,52.54,84.07,26.3,38.36,26.99,19.0,Bottoms,Zara,3.0,3.0,0.8999999999999999,1.8814432989690721,709.0273,0.18008270154751327,3.9166862760145835,24.916686276014584,63.84177582746956,2840.8792710571443,2904.7210468846138
FB000059,224.72,224.72,,1,28.09,28.59,0.0,20.74,26.17,39.0,Tops,Mango,8.0,8.0,2.4,5.017182130584192,367.55765,0.4084370294466128,10.444496736038891,66.44449673603889,75.0620773581889,3914.0167530893145,3989.0788304475036
FB000060,140.73,140.73,,1,140.73,166.49,2.6,101.79,27.67,27.0,Shoes,Mango,1.0,1.0,0.3,0.627147766323024,1946.99955,0.06274222602702892,1.3055620920048614,8.30556209200486,61.079542920311795,2603.0083485508353,2664.087891471147
FB000061,496.48,496.48,,1,124.12,145.95,6.6,89.37,28.0,15.0,Shoes,Ann Taylor,4.0,4.0,1.2,2.508591065292096,1737.68,0.13282748293030464,5.222248368019446,33.22224836801944,115.40583026916589,9190.002374409196,9305.408204678362
FB000062,473.34,473.34,,1,236.67,218.42,0.0,171.86,27.38,33.0,Outerwear,Gap,2.0,2.0,0.6,1.254295532646048,3240.0123,0.06878353897222196,2.611124184009723,16.61112418400972,111.42975615376425,8571.50422917273,8682.933985326494
FB000063,370.16,370.16,,1,46.27,46.17,1.1,32.29,30.21,30.0,Accessories,Forever21,8.0,8.0,2.4,5.017182130584192,698.90835,0.29619500302161234,10.444496736038891,66.44449673603889,103.50658042004008,7403.252560785368,7506.759141205408
FB000064,307.96,307.96,,1,76.99,106.18,18.0,55.56,27.83,11.0,Shoes,H&M,4.0,4.0,1.2,2.508591065292096,1071.31585,0.16916638900071226,5.222248368019446,33.22224836801944,90.61531691186435,5685.29276620773,5775.908083119594
FB000065,107.16,107.16,,1,107.16,93.33,2.4,77.76,27.44,20.0,Tops,Zara,1.0,1.0,0.3,0.627147766323024,1470.2352,0.07220203535098355,1.3055620920048614,8.30556209200486,53.07698694233019,1972.5603303935159,2025.637317335846
FB000066,1482.58,1482.58,,1,67.39,86.54,21.7,47.99,28.79,21.0,Bottoms,Mango,22.0,22.0,6.6,13.79725085910653,970.0790499999999,0.416917981170787,28.722366024106947,182.72236602410695,202.22169955103743,28065.187245968977,28267.408945520016
FB000067,247.16,247.16,,1,61.79,55.57,0.0,45.3,26.69,44.0,Accessories,Ann Taylor,4.0,4.0,1.2,2.508591065292096,824.5875500000001,0.19282105623313145,5.222248368019446,33.22224836801944,79.49892117384506,4385.699908450499,4465.1988296243435
FB000068,2077.38,2077.38,,1,76.94,76.5,0.0,53.8,30.08,17.0,Tops,Forever21,27.000000000000004,27.000000000000004,8.100000000000001,16.93298969072165,1157.1776,0.42288737664291975,35.250176484131266,224.2501764841313,244.67789978697496,41035.39252327043,41280.070423057405
FB000069,338.64,338.64,,1,112.88,137.19,9.5,83.16,26.33,17.0,Dresses,Forever21,3.0,3.0,0.8999999999999999,1.8814432989690721,1486.0651999999998,0.12438973533706085,3.9166862760145835,24.916686276014584,92.42562846080818,5912.876802563675,6005.302431024483
FB000070,539.14,539.14,,1,38.51,48.92,19.8,26.58,30.98,17.0,Tops,Zara,14.0,14.0,4.2,8.780068728522338,596.5199,0.4241255132003756,18.27786928806806,116.27786928806806,126.49965436086839,11029.612414292298,11156.112068653167
FB000071,443.1,443.1,,1,73.85,69.82,0.0,51.74,29.94,46.0,Shoes,Ann Taylor,6.000000000000001,6.000000000000001,1.8000000000000003,3.7628865979381447,1105.5345,0.2039540453050229,7.83337255202917,49.833372552029175,112.73911674963293,8772.802724370926,8885.54184112056
FB000072,351.12,351.12,,1,175.56,199.39,7.4,128.16,27.0,49.0,Outerwear,Mango,2.0,2.0,0.6,1.254295532646048,2370.06,0.08042261233525887,2.611124184009723,16.61112418400972,95.30320829565181,6283.824191849735,6379.127400145387
FB000073,137.37,137.37,,1,137.37,222.09,55.2,101.71,25.96,21.0,Outerwear,Banana Republic,1.0,1.0,0.3,0.627147766323024,1783.0626000000002,0.0655631110441871,1.3055620920048614,8.30556209200486,58.45156562126851,2386.350503852896,2444.8020694741645
FB000074,325.86,325.86,,1,108.62,112.86,0.0,75.88,30.14,8.0,Tops,Mango,3.0,3.0,0.8999999999999999,1.8814432989690721,1636.9034000000001,0.11852008396569977,3.9166862760145835,24.916686276014584,97.00296420586973,6508.24004614748,6605.24301035335
FB000075,2014.6,2014.6,,1,100.73,100.96,0.0,70.9,29.61,32.0,Dresses,Mango,20.0,20.0,6.0,12.542955326460481,1491.30765,0.3206079029812822,26.11124184009723,166.11124184009722,239.062509183222,39178.95721632029,39418.01972550351
FB000076,552.92,552.92,,1,138.23,243.56,48.0,97.15,29.72,22.0,Outerwear,Gap,4.0,4.0,1.2,2.508591065292096,2054.0977999999996,0.12216935625209498,5.222248368019446,33.22224836801944,125.47390295242224,10852.482786754754,10977.956689707176
FB000077,558.24,558.24,,1,139.56,153.32,0.0,97.79,29.93,43.0,Dresses,Mango,4.0,4.0,1.2,2.508591065292096,2088.5154,0.12115853215968811,5.222248368019446,33.22224836801944,126.52073012845194,11033.266869361933,11159.787599490384
FB000078,84.78,84.78,,1,28.26,42.95,22.5,20.82,26.33,7.0,Accessories,Uniqlo,3.0,3.0,0.8999999999999999,1.8814432989690721,372.0429,0.24860334359316022,3.9166862760145835,24.916686276014584,46.24555445004786,1503.4208749687136,1549.6664294187615
FB000079,285.12,285.12,,1,31.68,30.79,0.0,22.86,27.84,36.0,Tops,H&M,9.0,9.0,2.6999999999999997,5.644329896907216,440.9856,0.3955049279525926,11.75005882804375,74.75005882804375,87.2059889780654,5268.812731298235,5356.018720276301
FB000080,424.41,424.41,,1,60.63,59.85,0.0,44.53,26.55,38.0,Accessories,Uniqlo,7.0,7.0,2.1,4.390034364261169,804.8632500000001,0.25818488850091564,9.13893464403403,58.13893464403403,103.9017642298673,7459.494403364692,7563.396167594559
FB000081,467.46,467.46,,1,66.78,78.16,19.1,46.49,30.38,23.0,Tops,Banana Republic,7.0,7.0,2.1,4.390034364261169,1014.3882,0.22997984356556198,9.13893464403403,58.13893464403403,116.64441977537601,9387.071883254697,9503.716303030073
FB000082,163.86,163.86,,1,81.93,113.17,19.1,58.01,29.2,15.0,Tops,Ann Taylor,2.0,2.0,0.6,1.254295532646048,1196.178,0.11320352255832274,2.611124184009723,16.61112418400972,67.70578160338471,3191.075085783767,3258.780867387152
FB000083,418.14,418.14,,1,209.07,174.13,0.0,151.16,27.7,34.0,Dresses,Ann Taylor,2.0,2.0,0.6,1.254295532646048,2895.6195,0.07275906341744037,2.611124184009723,16.61112418400972,105.3412814166385,7666.16338555678,7771.504666973418
FB000084,483.66,483.66,,1,161.22,191.96,0.0,118.86,26.27,50.0,Shoes,Zara,3.0,3.0,0.8999999999999999,1.8814432989690721,2117.6247,0.10420270162463525,3.9166862760145835,24.916686276014584,110.33110738352885,8404.402707623029,8514.733815006557
FB000085,1422.32,1422.32,,1,177.79,222.55,22.6,128.73,27.59,50.0,Outerwear,Ann Taylor,8.0,8.0,2.4,5.017182130584192,2452.61305,0.15811509183497965,10.444496736038891,66.44449673603889,193.8975688182098,25810.2065643096,26004.10413312781
FB000086,432.25,432.25,,1,33.25,37.85,11.9,24.05,27.67,45.0,Bottoms,Forever21,13.0,13.0,3.9,8.152920962199312,460.01375,0.46540293535107136,16.9723071960632,107.9723071960632,107.04587477592696,7914.540554188945,8021.586428964872
FB000087,559.8974930619797,559.8974930619797,,1,85.50331174838114,241.09,0.0,61.106276595744674,28.53474560592044,26.0,Outerwear,Uniqlo,6.54825505133233,6.54825505133233,1.9644765153996988,4.10672352875653,1219.907624601882,0.20283466025600538,8.549153563798837,54.38693892312514,123.71977428991667,10552.89739066047,10676.617164950387
FB000088,113.84,113.84,,1,113.84,136.97,0.0,80.52,29.27,17.0,Dresses,Banana Republic,1.0,1.0,0.3,0.627147766323024,1666.0484000000001,0.06782644292016786,1.3055620920048614,8.30556209200486,56.50106835241851,2231.630702837771,2288.1317711901893
FB000089,149.85,149.85,,1,49.95,113.79,55.3,34.72,30.49,47.0,Shoes,H&M,2.9999999999999996,2.9999999999999996,0.8999999999999998,1.881443298969072,761.48775,0.17376888531730683,3.9166862760145835,24.91668627601458,66.16143875014201,3048.6700585283666,3114.831497278509
FB000090,174.33,174.33,,1,58.11,93.23,40.0,41.59,28.43,46.0,Bottoms,H&M,3.0000000000000004,3.0000000000000004,0.9000000000000001,1.8814432989690724,826.03365,0.1668416999173398,3.916686276014585,24.916686276014588,68.90842917746244,3304.2230896586975,3373.13151883616
FB000091,594.42,594.42,,1,99.07,106.24,6.4,72.74,26.58,50.0,Shoes,Uniqlo,6.0,6.0,1.7999999999999998,3.7628865979381443,1316.6402999999998,0.18688949983109565,7.833372552029167,49.83337255202917,123.03312356223184,10436.767110477678,10559.80023403991
FB000092,856.24,856.24,,1,30.58,30.95,0.0,21.52,29.63,27.0,Accessories,Zara,28.000000000000004,28.000000000000004,8.4,17.560137457044675,453.04269999999997,0.6882596285107293,36.55573857613612,232.55573857613615,155.9055002007489,16717.216005227612,16873.12150542836
FB000093,209.3,209.3,,1,41.86,76.92,49.5,29.35,29.89,7.0,Shoes,Zara,5.0,5.0,1.5,3.1357388316151202,625.5977,0.247502892617905,6.527810460024307,41.527810460024305,77.41862018255419,4161.201830009703,4238.6204501922575
FB000094,269.34,269.34,,1,89.78,80.64,0.0,63.85,28.88,26.0,Bottoms,H&M,2.9999999999999996,2.9999999999999996,0.8999999999999998,1.881443298969072,1296.4232,0.13317726100669242,3.9166862760145835,24.91668627601458,86.32704544076567,5164.010000787675,5250.337046228441
FB000095,507.21,507.21,,1,15.37,32.46,52.4,10.77,29.93,14.0,Bottoms,Zara,33.0,33.0,9.9,20.695876288659793,230.01205,1.0486354229486428,43.083549036160434,274.08354903616043,120.59939166751721,10030.334826750302,10150.93421841782
FB000096,869.76,869.76,,1,54.36,54.79,0.0,38.85,28.53,12.0,Accessories,Gap,16.0,16.0,4.8,10.034364261168385,775.4454000000001,0.39767402760890735,20.888993472077782,132.88899347207777,154.18724770440016,16352.461146257147,16506.648393961546
FB000097,600.78,600.78,,1,31.62,71.14,56.4,22.55,28.68,12.0,Bottoms,H&M,19.0,19.0,5.7,11.915807560137457,453.43080000000003,0.5667142596982185,24.805679748092366,157.80567974809236,128.48285007318546,11376.142062794506,11504.624912867692
FB000098,180.96,180.96,,1,60.32,57.85,0.0,43.31,28.2,36.0,Bottoms,Ann Taylor,3.0,3.0,0.8999999999999999,1.8814432989690721,850.512,0.1644232594143965,3.9166862760145835,24.916686276014584,69.92197760552858,3401.110655591244,3471.0326331967726
FB000099,535.5,535.5,,1,31.5,33.37,3.0,23.29,26.06,40.0,Bottoms,Zara,17.0,17.0,5.1,10.661512027491408,410.445,0.5634298145348355,22.19455556408264,141.19455556408263,115.62847511337526,9225.272833613275,9340.90130872665
FB000100,312.54,312.54,,1,104.18,91.83,0.0,76.56,26.51,39.0,Tops,Gap,3.0,3.0,0.8999999999999999,1.8814432989690721,1380.9059000000002,0.12903913207128878,3.9166862760145835,24.916686276014584,89.09544940406096,5497.670636401628,5586.766085805689
FB000101,408.96,408.96,,1,51.12,60.12,19.5,37.78,26.1,42.0,Bottoms,Zara,8.0,8.0,2.4,5.017182130584192,667.116,0.30317065608618504,10.444496736038891,66.44449673603889,101.12499770279571,7068.815882262116,7169.940879964912
FB000102,172.01,172.01,,1,172.01,163.5,0.0,121.68,29.26,34.0,Dresses,Banana Republic,1.0,1.0,0.3,0.627147766323024,2516.5063,0.055187896039945374,1.3055620920048614,8.30556209200486,69.44034403413379,3354.8955736055473,3424.335917639681
FB000103,533.84,533.84,,1,133.46,126.37,0.0,96.61,27.61,25.0,Dresses,Uniqlo,4.0,4.0,1.2,2.508591065292096,1842.4153000000001,0.12899684201736825,5.222248368019446,33.22224836801944,118.83287769224108,9740.3831713313,9859.21604902354
FB000104,181.08,181.08,,1,20.12,50.01,58.2,14.36,28.63,32.0,Bottoms,Uniqlo,9.0,9.0,2.6999999999999997,5.644329896907216,288.0178,0.4893892652335019,11.75005882804375,74.75005882804375,70.47640975808484,3454.702503281824,3525.178913039909
FB000105,405.8,405.8,,1,81.16,84.31,0.0,56.33,30.59,10.0,Shoes,H&M,5.0,5.0,1.5,3.1357388316151202,1241.3422,0.17570417893172177,6.527810460024307,41.527810460024305,109.05450601214858,8212.301103641736,8321.355609653885
