product_id,total_revenue,mean_daily_revenue,std_daily_revenue,num_transactions,avg_price,original_price,avg_markdown,avg_unit_cost,avg_profit_margin,avg_stock_quantity,category,brand,units_sold,mean_daily_demand,std_daily_demand,space_required,inventory_cost,contribution_margin,efficiency_score,selected
FB000016,234.09,234.09,,1,78.03,67.57,0.0,57.03,26.91,17.0,Accessories,Mango,3.0,3.0,0.8999999999999999,1.7000000000000002,969.51,6299.3619,2359.7446347831624,1
FB000017,450.64,450.64,,1,112.66,123.53,0.0,81.61,27.56,14.0,Shoes,Gap,4.0,4.0,1.2,1.4000000000000001,1142.54,12419.6384,4884.736680642192,1
FB000018,295.83,295.83,,1,98.61,102.35,0.0,70.31,28.7,14.0,Tops,Ann Taylor,3.0,3.0,0.8999999999999999,1.4000000000000001,984.34,8490.321,3560.868416417122,1
FB000019,579.6,579.6,,1,57.96,137.95,58.5,41.6,28.23,16.0,Outerwear,Mango,10.0,10.0,3.0,1.6,665.6,16362.108,7221.97563559322,1
FB000020,709.9,709.9,,1,141.98,142.59,0.0,102.95,27.49,1.0,Outerwear,Banana Republic,5.0,5.0,1.5,0.1,102.95,19515.150999999998,96157.43286523773,1
FB000021,721.0,721.0,,1,25.75,33.33,21.8,18.25,29.13,42.0,Bottoms,Mango,28.0,28.0,8.4,4.2,766.5,21002.73,4228.879492600423,1
FB000022,187.5,187.5,,1,62.5,62.3,0.0,45.82,26.69,10.0,Accessories,Zara,3.0,3.0,0.8999999999999999,1.0,458.2,5004.375,3431.885200932657,1
FB000023,763.2,763.2,,1,38.16,38.48,0.0,27.67,27.49,46.0,Accessories,Zara,20.000000000000004,20.000000000000004,6.000000000000001,4.6000000000000005,1272.8200000000002,20980.368,3572.452075834096,1
FB000024,469.9,469.9,,1,93.98,91.36,0.0,67.78,27.88,37.0,Dresses,Banana Republic,4.999999999999999,4.999999999999999,1.4999999999999998,3.7,2507.86,13100.811999999998,2110.3588031946592,1
FB000025,583.6,583.6,,1,58.36,80.47,29.1,41.82,28.34,38.0,Tops,Forever21,10.0,10.0,3.0,3.8000000000000003,1589.16,16539.224000000002,3068.979952348789,1
FB000026,2734.07,2734.07,,1,27.07,40.89,34.0,18.95,30.0,16.0,Bottoms,Uniqlo,101.0,101.0,30.299999999999997,1.6,303.2,82022.1,43096.9419924338,1
FB000027,578.36,578.36,,1,30.44,47.04,36.0,22.22,27.0,25.0,Bottoms,Banana Republic,19.0,19.0,5.7,2.5,555.5,15615.720000000001,5110.692194403535,1
FB000028,526.9,526.9,,1,52.69,53.37,0.0,37.6,28.64,28.0,Bottoms,Gap,10.0,10.0,3.0,2.8000000000000003,1052.8,15090.416,3916.740033222591,1
FB000029,785.26,785.26,,1,112.18,114.35,0.0,79.6,29.04,6.0,Dresses,Ann Taylor,6.999999999999999,6.999999999999999,2.0999999999999996,0.6000000000000001,477.59999999999997,22803.950399999998,21161.795100222713,1
FB000030,296.48,296.48,,1,74.12,77.63,0.0,54.72,26.17,1.0,Shoes,Gap,4.0,4.0,1.2,0.1,54.72,7758.881600000001,50147.89038262668,1
FB000031,314.6,314.6,,1,78.65,71.29,0.0,55.75,29.12,37.0,Shoes,Uniqlo,4.0,4.0,1.2,3.7,2062.75,9161.152000000002,1589.7187974491346,0
FB000032,817.51,817.51,,1,28.19,37.43,24.4,20.62,26.85,5.0,Tops,Gap,29.0,29.0,8.7,0.5,103.10000000000001,21950.143500000002,36395.52893384182,1
FB000033,300.24,300.24,,1,150.12,143.78,0.0,110.67,26.28,43.0,Shoes,Zara,2.0,2.0,0.6,4.3,4758.81,7890.3072,871.0092385202912,0
FB000034,216.92,216.92,,1,108.46,88.23,0.0,75.06,30.79,44.0,Tops,Banana Republic,2.0,2.0,0.6,4.4,3302.6400000000003,6678.966799999999,867.100993944933,0
FB000035,522.27,522.27,,1,58.03,58.57,0.0,40.12,30.86,38.0,Accessories,Forever21,9.0,9.0,2.6999999999999997,3.8000000000000003,1524.56,16117.252199999999,3026.964143516084,1
FB000036,595.0,595.0,,1,119.0,119.7,5.7,83.17,30.11,37.0,Tops,Uniqlo,5.0,5.0,1.5,3.7,3077.29,17915.45,2643.4533567251806,1
FB000037,684.18,684.18,,1,48.87,97.06,47.8,35.4,27.56,31.0,Bottoms,Banana Republic,14.0,14.0,4.2,3.1,1097.3999999999999,18856.000799999998,4492.304950683756,1
FB000038,354.51,354.51,,1,118.17,110.09,0.0,86.9,26.46,32.0,Dresses,Banana Republic,3.0,3.0,0.8999999999999999,3.2,2780.8,9380.3346,1568.4080056179776,0
FB000039,278.36,278.36,,1,139.18,198.42,14.2,98.12,29.5,10.0,Shoes,Zara,2.0,2.0,0.6,1.0,981.2,8211.62,4144.770845951949,1
FB000040,189.52,189.52,,1,94.76,101.72,0.0,67.98,28.26,40.0,Bottoms,Banana Republic,2.0,2.0,0.6,4.0,2719.2000000000003,5355.8352,797.0941778783189,0
FB000041,433.12,433.12,,1,108.28,117.86,0.0,79.49,26.59,6.0,Tops,Uniqlo,4.0,4.0,1.2,0.6000000000000001,476.93999999999994,11516.6608,10693.874124835182,1
FB000042,270.69,270.69,,1,90.23,78.86,0.0,64.47,28.55,22.0,Tops,Ann Taylor,3.0,3.0,0.8999999999999999,2.2,1418.34,7728.1995,2135.8411592056027,1
FB000043,685.44,685.44,,1,97.92,216.16,51.4,72.35,26.11,36.0,Outerwear,Zara,7.0,7.0,2.1,3.6,2604.6,17896.8384,2884.446765303162,1
FB000044,1054.88,1054.88,,1,131.86,129.85,0.0,91.51,30.6,36.0,Shoes,Zara,8.0,8.0,2.4,3.6,3294.36,32279.328000000005,4681.990496579813,1
FB000045,102.9,102.9,,1,102.9,111.3,0.0,74.79,27.32,11.0,Tops,Banana Republic,1.0,1.0,0.3,1.1,822.69,2811.228,1462.1327411075106,0
FB000046,954.85,954.85,,1,73.45,73.65,0.0,51.86,29.39,33.0,Dresses,Uniqlo,13.0,13.0,3.9,3.3000000000000003,1711.3799999999999,28063.041500000003,5599.863011785177,1
FB000047,1210.08,1210.08,,1,100.84,147.13,30.3,73.01,27.6,13.0,Shoes,Mango,11.999999999999998,11.999999999999998,3.599999999999999,1.3,949.1300000000001,33398.208,14849.389764042095,1
FB000048,438.06,438.06,,1,20.86,44.6,53.9,14.88,28.67,42.0,Accessories,Ann Taylor,21.0,21.0,6.3,4.2,624.96,12559.1802,2602.960480501393,1
FB000049,83.19,83.19,,1,83.19,101.8,0.0,59.22,28.81,7.0,Bottoms,Forever21,1.0,1.0,0.3,0.7000000000000001,414.53999999999996,2396.7039,2150.397383673982,1
FB000050,645.25,645.25,,1,7.25,16.52,55.9,5.3,26.9,43.0,Accessories,Banana Republic,89.0,89.0,26.7,4.3,227.9,17357.225,3833.3940678901918,1
FB000051,363.86,363.86,,1,51.98,50.91,0.0,35.92,30.9,3.0,Bottoms,H&M,7.000000000000001,7.000000000000001,2.1,0.30000000000000004,107.76,11243.274,27573.2636845203,1
FB000052,1390.98,1390.98,,1,231.83,222.26,0.0,162.4,29.95,50.0,Outerwear,Forever21,6.0,6.0,1.7999999999999998,5.0,8120.0,41659.851,3175.293521341464,1
FB000053,498.41,498.41,,1,45.31,104.14,57.1,31.38,30.74,14.0,Shoes,Gap,11.0,11.0,3.3,1.4000000000000001,439.32,15321.1234,8329.77589543962,1
FB000054,955.56,955.56,,1,159.26,166.76,0.0,110.64,30.53,21.0,Outerwear,Zara,6.0,6.0,1.7999999999999998,2.1,2323.44,29173.2468,6595.149205143508,1
FB000055,915.18,915.18,,1,21.79,44.13,50.9,15.46,29.05,21.0,Accessories,Banana Republic,42.0,42.0,12.6,2.1,324.66,26585.979,10964.827645937985,1
FB000056,268.86,268.86,,1,89.62,121.29,15.2,62.14,30.66,42.0,Outerwear,Gap,3.0,3.0,0.8999999999999999,4.2,2609.88,8243.2476,1210.483532749476,0
FB000057,1616.56,1616.56,,1,73.48,73.71,0.0,54.08,26.4,35.0,Tops,H&M,21.999999999999996,21.999999999999996,6.599999999999999,3.5,1892.8,42677.183999999994,7913.733867378725,1
FB000058,157.62,157.62,,1,52.54,84.07,26.3,38.36,26.99,19.0,Bottoms,Zara,3.0,3.0,0.8999999999999999,1.9000000000000001,728.84,4254.1638,1618.2665358104714,0
FB000059,224.72,224.72,,1,28.09,28.59,0.0,20.74,26.17,39.0,Tops,Mango,8.0,8.0,2.4,3.9000000000000004,808.8599999999999,5880.9224,1248.905764877274,0
FB000060,140.73,140.73,,1,140.73,166.49,2.6,101.79,27.67,27.0,Shoes,Mango,1.0,1.0,0.3,2.7,2748.3300000000004,3893.9991,714.7142518900287,0
FB000061,496.48,496.48,,1,124.12,145.95,6.6,89.37,28.0,15.0,Shoes,Ann Taylor,4.0,4.0,1.2,1.5,1340.5500000000002,13901.44,4893.925472179683,1
FB000062,473.34,473.34,,1,236.67,218.42,0.0,171.86,27.38,33.0,Outerwear,Gap,2.0,2.0,0.6,3.3000000000000003,5671.38,12960.0492,1444.5992924165512,0
FB000063,370.16,370.16,,1,46.27,46.17,1.1,32.29,30.21,30.0,Accessories,Forever21,8.0,8.0,2.4,3.0,968.6999999999999,11182.5336,2817.681759770202,1
FB000064,307.96,307.96,,1,76.99,106.18,18.0,55.56,27.83,11.0,Shoes,H&M,4.0,4.0,1.2,1.1,611.1600000000001,8570.5268,5008.606325533556,1
FB000065,107.16,107.16,,1,107.16,93.33,2.4,77.76,27.44,20.0,Tops,Zara,1.0,1.0,0.3,2.0,1555.2,2940.4704,827.0900090009001,0
FB000066,1482.58,1482.58,,1,67.39,86.54,21.7,47.99,28.79,21.0,Bottoms,Mango,22.0,22.0,6.6,2.1,1007.7900000000001,42683.4782,13734.350840951283,1
FB000067,247.16,247.16,,1,61.79,55.57,0.0,45.3,26.69,44.0,Accessories,Ann Taylor,4.0,4.0,1.2,4.4,1993.1999999999998,6596.700400000001,1031.830757680035,0
FB000068,2077.38,2077.38,,1,76.94,76.5,0.0,53.8,30.08,17.0,Tops,Forever21,27.000000000000004,27.000000000000004,8.100000000000001,1.7000000000000002,914.5999999999999,62487.5904,23899.483821617072,1
FB000069,338.64,338.64,,1,112.88,137.19,9.5,83.16,26.33,17.0,Dresses,Forever21,3.0,3.0,0.8999999999999999,1.7000000000000002,1413.72,8916.391199999998,2863.581568027953,1
FB000070,539.14,539.14,,1,38.51,48.92,19.8,26.58,30.98,17.0,Tops,Zara,14.0,14.0,4.2,1.7000000000000002,451.85999999999996,16702.5572,7761.916295669792,1
FB000071,443.1,443.1,,1,73.85,69.82,0.0,51.74,29.94,46.0,Shoes,Ann Taylor,6.000000000000001,6.000000000000001,1.8000000000000003,4.6000000000000005,2380.04,13266.414,1900.62148640982,0
FB000072,351.12,351.12,,1,175.56,199.39,7.4,128.16,27.0,49.0,Outerwear,Mango,2.0,2.0,0.6,4.9,6279.84,9480.24,847.9763574433981,0
FB000073,137.37,137.37,,1,137.37,222.09,55.2,101.71,25.96,21.0,Outerwear,Banana Republic,1.0,1.0,0.3,2.1,2135.91,3566.1252000000004,841.8793600430604,0
FB000074,325.86,325.86,,1,108.62,112.86,0.0,75.88,30.14,8.0,Tops,Mango,3.0,3.0,0.8999999999999999,0.8,607.04,9821.4204,6980.199852171937,1
FB000075,2014.6,2014.6,,1,100.73,100.96,0.0,70.9,29.61,32.0,Dresses,Mango,20.0,20.0,6.0,3.2,2268.8,59652.306,10907.750511995318,1
FB000076,552.92,552.92,,1,138.23,243.56,48.0,97.15,29.72,22.0,Outerwear,Gap,4.0,4.0,1.2,2.2,2137.3,16432.782399999996,3788.7124247803918,1
FB000077,558.24,558.24,,1,139.56,153.32,0.0,97.79,29.93,43.0,Dresses,Mango,4.0,4.0,1.2,4.3,4204.97,16708.1232,1964.5128906980274,0
FB000078,84.78,84.78,,1,28.26,42.95,22.5,20.82,26.33,7.0,Accessories,Uniqlo,3.0,3.0,0.8999999999999999,0.7000000000000001,145.74,2232.2574,2639.4132948660344,1
FB000079,285.12,285.12,,1,31.68,30.79,0.0,22.86,27.84,36.0,Tops,H&M,9.0,9.0,2.6999999999999997,3.6,822.96,7937.7408000000005,1794.6671007650987,0
FB000080,424.41,424.41,,1,60.63,59.85,0.0,44.53,26.55,38.0,Accessories,Uniqlo,7.0,7.0,2.1,3.8000000000000003,1692.14,11268.085500000001,2051.674848055585,0
FB000081,467.46,467.46,,1,66.78,78.16,19.1,46.49,30.38,23.0,Tops,Banana Republic,7.0,7.0,2.1,2.3000000000000003,1069.27,14201.434799999999,4214.988647392462,1
FB000082,163.86,163.86,,1,81.93,113.17,19.1,58.01,29.2,15.0,Tops,Ann Taylor,2.0,2.0,0.6,1.5,870.15,4784.712,2018.7380545535098,0
FB000083,418.14,418.14,,1,209.07,174.13,0.0,151.16,27.7,34.0,Dresses,Ann Taylor,2.0,2.0,0.6,3.4000000000000004,5139.44,11582.478,1356.3510019392372,0
FB000084,483.66,483.66,,1,161.22,191.96,0.0,118.86,26.27,50.0,Shoes,Zara,3.0,3.0,0.8999999999999999,5.0,5943.0,12705.7482,1161.0845471991229,0
FB000085,1422.32,1422.32,,1,177.79,222.55,22.6,128.73,27.59,50.0,Outerwear,Ann Taylor,8.0,8.0,2.4,5.0,6436.499999999999,39241.8088,3431.2778210116735,1
FB000086,432.25,432.25,,1,33.25,37.85,11.9,24.05,27.67,45.0,Bottoms,Forever21,13.0,13.0,3.9,4.5,1082.25,11960.3575,2142.5693044919162,1
FB000087,559.8974930619797,559.8974930619797,,1,85.50331174838114,241.09,0.0,61.106276595744674,28.53474560592044,26.0,Outerwear,Uniqlo,6.54825505133233,6.54825505133233,1.9644765153996988,2.6,1588.7631914893616,15976.532529916196,3814.140785608737,1
FB000088,113.84,113.84,,1,113.84,136.97,0.0,80.52,29.27,17.0,Dresses,Banana Republic,1.0,1.0,0.3,1.7000000000000002,1368.84,3332.0968000000003,1085.7838140795873,0
FB000089,149.85,149.85,,1,49.95,113.79,55.3,34.72,30.49,47.0,Shoes,H&M,2.9999999999999996,2.9999999999999996,0.8999999999999998,4.7,1631.84,4568.9265,721.5795882397533,0
FB000090,174.33,174.33,,1,58.11,93.23,40.0,41.59,28.43,46.0,Bottoms,H&M,3.0000000000000004,3.0000000000000004,0.9000000000000001,4.6000000000000005,1913.14,4956.2019,760.9543016118184,0
FB000091,594.42,594.42,,1,99.07,106.24,6.4,72.74,26.58,50.0,Shoes,Uniqlo,6.0,6.0,1.7999999999999998,5.0,3636.9999999999995,15799.683599999998,1829.3022577283775,0
FB000092,856.24,856.24,,1,30.58,30.95,0.0,21.52,29.63,27.0,Accessories,Zara,28.000000000000004,28.000000000000004,8.4,2.7,581.04,25370.3912,7732.42362177846,1
FB000093,209.3,209.3,,1,41.86,76.92,49.5,29.35,29.89,7.0,Shoes,Zara,5.0,5.0,1.5,0.7000000000000001,205.45000000000002,6255.977000000001,6909.246231155779,1
FB000094,269.34,269.34,,1,89.78,80.64,0.0,63.85,28.88,26.0,Bottoms,H&M,2.9999999999999996,2.9999999999999996,0.8999999999999998,2.6,1660.1000000000001,7778.539199999999,1825.90530738715,0
FB000095,507.21,507.21,,1,15.37,32.46,52.4,10.77,29.93,14.0,Bottoms,Zara,33.0,33.0,9.9,1.4000000000000001,150.78,15180.7953,9789.135338345865,1
FB000096,869.76,869.76,,1,54.36,54.79,0.0,38.85,28.53,12.0,Accessories,Gap,16.0,16.0,4.8,1.2000000000000002,466.20000000000005,24814.252800000002,14892.721642059774,1
FB000097,600.78,600.78,,1,31.62,71.14,56.4,22.55,28.68,12.0,Bottoms,H&M,19.0,19.0,5.7,1.2000000000000002,270.6,17230.3704,11716.558139534882,1
FB000098,180.96,180.96,,1,60.32,57.85,0.0,43.31,28.2,36.0,Bottoms,Ann Taylor,3.0,3.0,0.8999999999999999,3.6,1559.16,5103.072,989.1284627730096,0
FB000099,535.5,535.5,,1,31.5,33.37,3.0,23.29,26.06,40.0,Bottoms,Zara,17.0,17.0,5.1,4.0,931.5999999999999,13955.13,2829.7367994160113,1
FB000100,312.54,312.54,,1,104.18,91.83,0.0,76.56,26.51,39.0,Tops,Gap,3.0,3.0,0.8999999999999999,3.9000000000000004,2985.84,8285.4354,1203.2570318218256,0
FB000101,408.96,408.96,,1,51.12,60.12,19.5,37.78,26.1,42.0,Bottoms,Zara,8.0,8.0,2.4,4.2,1586.76,10673.856,1844.5306181697529,0
FB000102,172.01,172.01,,1,172.01,163.5,0.0,121.68,29.26,34.0,Dresses,Banana Republic,1.0,1.0,0.3,3.4000000000000004,4137.12,5033.0126,667.7633631944298,0
FB000103,533.84,533.84,,1,133.46,126.37,0.0,96.61,27.61,25.0,Dresses,Uniqlo,4.0,4.0,1.2,2.5,2415.25,14739.322400000001,2998.692314734754,1
FB000104,181.08,181.08,,1,20.12,50.01,58.2,14.36,28.63,32.0,Bottoms,Uniqlo,9.0,9.0,2.6999999999999997,3.2,459.52,5184.3204000000005,1416.6667759706193,0
FB000105,405.8,405.8,,1,81.16,84.31,0.0,56.33,30.59,10.0,Shoes,H&M,5.0,5.0,1.5,1.0,563.3,12413.422,7940.5245314399035,1
FB000106,2625.22,2625.22,,1,100.97,100.98,0.0,73.44,27.27,21.0,Bottoms,Banana Republic,26.0,26.0,7.8,2.1,1542.24,71589.7494,19655.417929625724,1
FB000107,577.35,577.35,,1,38.49,38.02,0.0,27.67,28.11,44.0,Bottoms,Banana Republic,15.0,15.0,4.5,4.4,1217.48,16229.308500000001,2889.072769284448,1
FB000108,781.44,781.44,,1,65.12,63.85,0.0,45.68,29.85,41.0,Bottoms,H&M,12.0,12.0,3.5999999999999996,4.1000000000000005,1872.8799999999999,23325.984000000004,3905.3160284485884,1
FB000109,415.84,415.84,,1,207.92,183.15,0.0,151.45,27.16,23.0,Shoes,H&M,2.0,2.0,0.6,2.3000000000000003,3483.35,11294.214399999999,1952.8844700735729,0
FB000110,746.2,746.2,,1,37.31,91.0,59.5,27.48,26.35,5.0,Dresses,Zara,20.0,20.0,6.0,0.5,137.4,19662.370000000003,30847.77219956072,1
FB000111,1611.43,1611.43,,1,94.79,92.83,0.0,68.74,27.48,9.0,Outerwear,Uniqlo,17.0,17.0,5.1,0.9,618.66,44282.0964,29158.66382205365,1
FB000112,612.54,612.54,,1,34.03,34.45,0.0,24.91,26.8,4.0,Accessories,Banana Republic,18.0,18.0,5.3999999999999995,0.4,99.64,16416.072,32855.80017612681,1
FB000113,537.92,537.92,,1,67.24,128.15,50.0,46.6,30.7,28.0,Dresses,H&M,8.0,8.0,2.4,2.8000000000000003,1304.8,16514.143999999997,4023.1299941531856,1
FB000114,751.3,751.3,,1,68.3,99.62,33.8,47.74,30.1,27.0,Tops,Mango,11.0,11.0,3.3,2.7,1288.98,22614.13,5669.151011035403,1
FB000115,359.76,359.76,,1,59.96,87.39,25.5,42.42,29.25,8.0,Bottoms,Forever21,6.0,6.0,1.7999999999999998,0.8,339.36,10522.98,9235.869259935402,1
FB000116,101.88,101.88,,1,50.94,49.67,0.0,35.45,30.41,37.0,Tops,Zara,2.0,2.0,0.6,3.7,1311.65,3098.1708,618.1937685193499,0
FB000117,334.75,334.75,,1,66.95,72.04,0.0,46.81,30.08,48.0,Accessories,Uniqlo,5.0,5.0,1.5,4.800000000000001,2246.88,10069.279999999999,1428.899030492927,0
FB000118,381.33,381.33,,1,127.11,133.82,0.0,92.87,26.94,12.0,Dresses,Zara,3.0,3.0,0.8999999999999999,1.2000000000000002,1114.44,10273.0302,4438.667755482967,1
FB000119,289.4,289.4,,1,57.88,62.93,0.0,40.22,30.51,49.0,Bottoms,Uniqlo,4.999999999999999,4.999999999999999,1.4999999999999998,4.9,1970.78,8829.594,1285.09339550968,0
FB000120,1278.35,1278.35,,1,255.67,248.58,0.0,182.11,28.77,27.0,Outerwear,Zara,5.0,5.0,1.5,2.7,4916.97,36778.129499999995,4828.4461537855595,1
FB000121,123.92,123.92,,1,61.96,61.08,0.0,43.31,30.1,27.0,Shoes,Uniqlo,2.0,2.0,0.6,2.7,1169.3700000000001,3729.992,963.9791490604414,0
FB000122,463.04,463.04,,1,115.76,109.12,0.0,80.41,30.54,34.0,Bottoms,Gap,4.0,4.0,1.2,3.4000000000000004,2733.94,14141.2416,2305.4091823526146,1
FB000123,259.92,259.92,,1,43.32,82.91,45.9,31.35,27.63,24.0,Outerwear,Zara,6.0,6.0,1.7999999999999998,2.4000000000000004,752.4000000000001,7181.5896,2278.1339931480775,1
FB000124,1054.0,1054.0,,1,105.4,113.53,10.9,77.44,26.53,40.0,Shoes,H&M,10.0,10.0,3.0,4.0,3097.6,27962.620000000003,3939.7289224526603,1
FB000125,372.8,372.8,,1,18.64,38.89,51.5,13.58,27.15,28.0,Accessories,Uniqlo,20.0,20.0,6.0,2.8000000000000003,380.24,10121.52,3182.6277262093427,1
FB000126,404.32,404.32,,1,28.88,53.01,45.9,20.74,28.19,37.0,Dresses,Gap,14.0,14.0,4.2,3.7,767.38,11397.7808,2551.3345182187322,1
FB000127,371.55,371.55,,1,74.31,81.64,0.0,51.9,30.16,50.0,Shoes,Ann Taylor,5.0,5.0,1.5,5.0,2595.0,11205.948,1475.4375246872942,0
FB000128,177.24,177.24,,1,88.62,125.24,21.5,61.71,30.37,7.0,Shoes,Ann Taylor,2.0,2.0,0.6,0.7000000000000001,431.97,5382.7788,4755.230969018613,1
FB000129,2206.38,2206.38,,1,100.29,98.61,0.0,74.25,25.96,1.0,Outerwear,Ann Taylor,22.0,22.0,6.6,0.1,74.25,57277.624800000005,328709.46800573886,1
FB000130,534.03,534.03,,1,76.29,77.54,0.0,54.45,28.63,36.0,Shoes,Gap,6.999999999999999,6.999999999999999,2.0999999999999996,3.6,1960.2,15289.2789,2749.7713931153553,1
FB000131,412.2,412.2,,1,82.44,79.13,0.0,59.24,28.14,11.0,Dresses,Banana Republic,5.0,5.0,1.5,1.1,651.64,11599.307999999999,6621.970267863258,1
FB000132,1054.9,1054.9,,1,95.9,96.11,0.0,69.89,27.12,13.0,Bottoms,Mango,11.0,11.0,3.3,1.3,908.57,28608.888000000003,12953.579918227633,1
FB000133,291.54,291.54,,1,97.18,116.61,0.0,71.35,26.58,31.0,Tops,Mango,3.0,3.0,0.8999999999999999,3.1,2211.85,7749.1332,1458.8388602840819,0
FB000134,189.28,189.28,,1,47.32,57.8,27.0,34.2,27.73,9.0,Accessories,Ann Taylor,4.0,4.0,1.2,0.9,307.8,5248.7344,4345.698294419606,1
FB000135,746.27,746.27,,1,106.61,110.78,0.0,73.81,30.77,9.0,Tops,H&M,7.0,7.0,2.1,0.9,664.29,22962.727899999998,14679.329216449634,1
FB000136,503.52,503.52,,1,125.88,112.63,0.0,91.06,27.66,50.0,Tops,Gap,4.0,4.0,1.2,5.0,4553.0,13927.3632,1457.9046582225478,0
FB000137,399.4,399.4,,1,99.85,89.36,0.0,71.23,28.66,24.0,Tops,H&M,4.0,4.0,1.2,2.4000000000000004,1709.52,11446.804,2785.4357686542467,1
FB000138,209.52,209.52,,1,104.76,127.99,0.0,73.76,29.59,16.0,Outerwear,Forever21,2.0,2.0,0.6,1.6,1180.16,6199.696800000001,2229.978418508287,1
FB000139,510.37,510.37,,1,22.19,54.88,58.8,16.01,27.85,50.0,Bottoms,Zara,23.0,23.0,6.8999999999999995,5.0,800.5000000000001,14213.8045,2450.444703042841,1
FB000140,344.0,344.0,,1,172.0,154.13,0.0,118.85,30.9,31.0,Shoes,Uniqlo,2.0,2.0,0.6,3.1,3684.35,10629.6,1566.7823741404852,0
FB000141,226.86,226.86,,1,113.43,131.5,0.0,78.43,30.86,5.0,Dresses,Ann Taylor,2.0,2.0,0.6,0.5,392.15000000000003,7000.899600000001,7847.222552261392,1
FB000142,308.96,308.96,,1,154.48,133.26,0.0,112.33,27.29,29.0,Outerwear,Gap,2.0,2.0,0.6,2.9000000000000004,3257.57,8431.518399999999,1369.2931464847331,0
FB000143,251.44,251.44,,1,251.44,173.91,0.0,179.64,28.56,21.0,Shoes,Forever21,1.0,1.0,0.3,2.1,3772.4399999999996,7181.126399999999,1222.8522385924762,0
FB000144,554.15,554.15,,1,110.83,102.99,0.0,80.31,27.54,41.0,Tops,H&M,5.0,5.0,1.5,4.1000000000000005,3292.71,15261.291,2064.370305341343,0
FB000145,1346.8,1346.8,,1,48.1,87.78,45.3,34.89,27.46,34.0,Outerwear,Zara,28.0,28.0,8.4,3.4000000000000004,1186.26,36983.128,8063.89694435117,1
FB000146,759.4,759.4,,1,75.94,91.8,15.8,56.1,26.13,30.0,Tops,Uniqlo,10.0,10.0,3.0,3.0,1683.0,19843.122,4237.267136450993,1
