product_id,category,brand,season,size,color,original_price,markdown_percentage,current_price,purchase_date,stock_quantity,customer_rating,is_returned,return_reason,total_sales,country,countryCode,longitude,latitude,quantity_sold,price_per_unit
FB000062,Outerwear,Gap,Fall,M,Purple,218.42,0.0,236.67,2024-08-31,33,4.4,True,Changed Mind,473.34,Mainland China,CN,16.376132,48.1793733,2,236.67
FB000063,Accessories,Forever21,Winter,,White,46.17,1.1,46.27,2024-07-02,30,1.9,False,,370.16,Mainland China,CN,13.00536633,47.81574824,8,46.27
FB000064,Shoes,H&M,Summer,,Green,106.18,18.0,76.99,2024-04-06,11,4.5,False,,307.96,Mainland China,CN,16.43468857,48.24205284,4,76.99
FB000065,Tops,Zara,Winter,XS,Gray,93.33,2.4,107.16,2024-11-17,20,4.2,False,,107.16,Mainland China,CN,16.3299526,48.1775916,1,107.16
FB000066,Bottoms,Mango,Spring,XS,White,86.54,21.7,67.39,2025-06-01,21,3.6,True,Changed Mind,1482.58,Mainland China,CN,15.6226532,48.2067485,22,67.39
FB000067,Accessories,Ann Taylor,Summer,,Green,55.57,0.0,61.79,2024-09-07,44,3.8,False,,247.16,Mainland China,CN,9.7107662,47.411961,4,61.79
FB000068,Tops,Forever21,Spring,XL,Black,76.5,0.0,76.94,2025-01-26,17,4.6,False,,2077.38,Mainland China,CN,15.6207407,48.4163398,27,76.94
FB000069,Dresses,Forever21,Spring,XS,Green,137.19,9.5,112.88,2025-04-01,17,,False,,338.64,Mainland China,CN,15.43830156,47.07092564,3,112.88
FB000070,Tops,Zara,Summer,XL,Purple,48.92,19.8,38.51,2024-08-15,17,2.6,False,,539.14,Mainland China,CN,16.334021,48.204065,14,38.51
FB000071,Shoes,Ann Taylor,Winter,XL,White,69.82,0.0,73.85,2024-03-27,46,,True,Wrong Item,443.1,Mainland China,CN,16.39881134,48.26642661,6,73.85
FB000072,Outerwear,Mango,Summer,XXL,Red,199.39,7.4,175.56,2024-06-30,49,,False,,351.12,Mainland China,CN,15.427395,47.059464,2,175.56
FB000073,Outerwear,Banana Republic,Summer,M,White,222.09,55.2,137.37,2024-06-15,21,4.5,False,,137.37,Mainland China,CN,16.38486385,48.24102391,1,137.37
FB000074,Tops,Mango,Fall,XS,Red,112.86,0.0,108.62,2024-10-09,8,2.9,False,,325.86,Mainland China,CN,14.2906873,48.3005325,3,108.62
FB000075,Dresses,Mango,Spring,XS,Green,100.96,0.0,100.73,2025-05-10,32,3.3,False,,2014.6,Mainland China,CN,15.2912917,47.4445773,20,100.73
FB000076,Outerwear,Gap,Spring,XL,Green,243.56,48.0,138.23,2024-10-14,22,4.4,True,Changed Mind,552.92,Mainland China,CN,14.415586,48.037362,4,138.23
FB000077,Dresses,Mango,Spring,XXL,Red,153.32,0.0,139.56,2024-09-13,43,2.9,False,,558.24,Mainland China,CN,15.63706398,48.22278563,4,139.56
FB000078,Accessories,Uniqlo,Fall,,Purple,42.95,22.5,28.26,2024-08-24,7,1.9,True,Size Issue,84.78,Mainland China,CN,12.7660834,46.8293647,3,28.26
FB000079,Tops,H&M,Summer,S,Green,30.79,0.0,31.68,2024-04-14,36,3.4,False,,285.12,Mainland China,CN,12.0689106,47.48815101,9,31.68
FB000080,Accessories,Uniqlo,Fall,,Brown,59.85,0.0,60.63,2024-08-03,38,4.0,False,,424.41,Mainland China,CN,14.02469158,48.15861417,7,60.63
FB000081,Tops,Banana Republic,Spring,S,Navy,78.16,19.1,66.78,2025-07-25,23,,False,,467.46,Mainland China,CN,14.86896515,48.12127023,7,66.78
FB000082,Tops,Ann Taylor,Fall,M,White,113.17,19.1,81.93,2024-03-28,15,4.9,False,,163.86,Mainland China,CN,9.812164307,47.15064735,2,81.93
FB000083,Dresses,Ann Taylor,Winter,S,Blue,174.13,0.0,209.07,2024-01-27,34,3.7,False,,418.14,Mainland China,CN,16.41664267,48.1739491,2,209.07
FB000084,Shoes,Zara,Summer,XS,Purple,191.96,0.0,161.22,2024-08-03,50,,False,,483.66,Mainland China,CN,15.4130484,47.0137661,3,161.22
FB000085,Outerwear,Ann Taylor,Spring,XL,Beige,222.55,22.6,177.79,2025-02-10,50,,False,,1422.32,Mainland China,CN,16.52564764,47.84697796,8,177.79
FB000086,Bottoms,Forever21,Winter,XS,Black,37.85,11.9,33.25,2024-06-29,45,3.4,True,Changed Mind,432.25,Mainland China,CN,15.44207811,47.06848493,13,33.25
FB000087,Outerwear,Uniqlo,Summer,M,Gray,241.09,0.0,,2024-10-14,26,,False,,,Mainland China,CN,9.59625721,47.23705385,1,
FB000088,Dresses,Banana Republic,Spring,S,Navy,136.97,0.0,113.84,2024-10-25,17,4.4,True,Quality Issue,113.84,Mainland China,CN,16.370744,48.2050746,1,113.84
FB000089,Shoes,H&M,Spring,M,Blue,113.79,55.3,49.95,2024-12-29,47,4.1,False,,149.85,Mainland China,CN,16.21706486,48.20785856,3,49.95
FB000090,Bottoms,H&M,Summer,XXL,White,93.23,40.0,58.11,2024-05-05,46,1.9,False,,174.33,Mainland China,CN,13.97284985,48.14564424,3,58.11
FB000091,Shoes,Uniqlo,Spring,S,Navy,106.24,6.4,99.07,2024-09-09,50,1.5,False,,594.42,Mainland China,CN,13.49121094,46.79765043,6,99.07
FB000092,Accessories,Zara,Winter,,Brown,30.95,0.0,30.58,2024-05-19,27,3.1,True,Changed Mind,856.24,Mainland China,CN,14.3207913,46.6137386,28,30.58
FB000093,Shoes,Zara,Summer,S,Black,76.92,49.5,41.86,2024-12-30,7,1.1,False,,209.3,Mainland China,CN,16.3706297,48.2079584,5,41.86
FB000094,Bottoms,H&M,Fall,XS,Beige,80.64,0.0,89.78,2024-11-29,26,,False,,269.34,Mainland China,CN,16.36659265,48.2536554,3,89.78
FB000095,Bottoms,Zara,Fall,XS,Beige,32.46,52.4,15.37,2024-06-19,14,3.9,False,,507.21,Mainland China,CN,13.8359808,46.5962443,33,15.37
FB000096,Accessories,Gap,Summer,,Black,54.79,0.0,54.36,2024-05-14,12,4.5,False,,869.76,Mainland China,CN,14.30853367,46.62657062,16,54.36
FB000097,Bottoms,H&M,Winter,M,Pink,71.14,56.4,31.62,2024-01-28,12,3.4,False,,600.78,Mainland China,CN,15.095388,47.3820104,19,31.62
FB000098,Bottoms,Ann Taylor,Summer,XXL,Navy,57.85,0.0,60.32,2024-08-06,36,3.5,False,,180.96,Mainland China,CN,11.4042132,47.2659082,3,60.32
FB000099,Bottoms,Zara,Summer,XS,Green,33.37,3.0,31.5,2024-05-10,40,1.3,False,,535.5,Mainland China,CN,14.2881778,48.3039772,17,31.5
FB000100,Tops,Gap,Summer,L,Black,91.83,0.0,104.18,2024-07-16,39,4.9,False,,312.54,Mainland China,CN,12.7950165,47.2985103,3,104.18
FB000101,Bottoms,Zara,Fall,L,White,60.12,19.5,51.12,2024-03-13,42,1.0,False,,408.96,Mainland China,CN,15.413697,47.0134109,8,51.12
FB000102,Dresses,Banana Republic,Winter,S,White,163.5,0.0,172.01,2024-10-06,34,4.9,False,,172.01,Mainland China,CN,16.18620872,47.28660183,1,172.01
FB000103,Dresses,Uniqlo,Spring,S,Beige,126.37,0.0,133.46,2024-11-08,25,1.8,False,,533.84,Mainland China,CN,16.27946377,48.13705308,4,133.46
FB000104,Bottoms,Uniqlo,Winter,L,Navy,50.01,58.2,20.12,2024-04-26,32,4.8,False,,181.08,Mainland China,CN,14.24455225,47.56457487,9,20.12
FB000105,Shoes,H&M,Winter,S,Red,84.31,0.0,81.16,2024-05-17,10,3.9,False,,405.8,Mainland China,CN,13.668585,48.0029587,5,81.16
FB000106,Bottoms,Banana Republic,Spring,XL,Beige,100.98,0.0,100.97,2025-06-17,21,2.8,False,,2625.22,Mainland China,CN,11.06968045,47.30545501,26,100.97
FB000107,Bottoms,Banana Republic,Summer,M,Beige,38.02,0.0,38.49,2024-11-20,44,4.7,False,,577.35,Mainland China,CN,13.04377556,47.80003984,15,38.49
FB000108,Bottoms,H&M,Fall,XL,Blue,63.85,0.0,65.12,2024-02-10,41,,False,,781.44,Mainland China,CN,11.3943044,47.2656143,12,65.12
FB000109,Shoes,H&M,Fall,XS,Navy,183.15,0.0,207.92,2024-06-26,23,4.1,False,,415.84,Mainland China,CN,12.17027664,47.58451555,2,207.92
FB000110,Dresses,Zara,Winter,S,Gray,91.0,59.5,37.31,2024-04-27,5,3.9,False,,746.2,Mainland China,CN,15.55634022,46.79574077,20,37.31
FB000111,Outerwear,Uniqlo,Spring,L,Black,92.83,0.0,94.79,2025-07-20,9,1.2,False,,1611.43,Mainland China,CN,144.9634988,-37.81400551,17,94.79
FB000112,Accessories,Banana Republic,Winter,,Brown,34.45,0.0,34.03,2024-04-12,4,4.5,False,,612.54,Mainland China,CN,151.2083892,-33.86941339,18,34.03
FB000113,Dresses,H&M,Fall,S,Purple,128.15,50.0,67.24,2024-10-12,28,3.2,False,,537.92,Mainland China,CN,151.119429,-33.77582,8,67.24
FB000114,Tops,Mango,Summer,XXL,Red,99.62,33.8,68.3,2024-04-07,27,2.1,False,,751.3,Mainland China,CN,153.0820713,-27.56304094,11,68.3
FB000115,Bottoms,Forever21,Winter,S,Pink,87.39,25.5,59.96,2024-01-02,8,2.3,False,,359.76,Mainland China,CN,152.971777,-27.501124,6,59.96
FB000116,Tops,Zara,Spring,XXL,Brown,49.67,0.0,50.94,2024-09-06,37,2.3,False,,101.88,Mainland China,CN,115.7677097,-31.743974,2,50.94
FB000117,Accessories,Uniqlo,Fall,,Brown,72.04,0.0,66.95,2024-08-19,48,,True,Wrong Item,334.75,Mainland China,CN,145.2297736,-37.81402648,5,66.95
FB000118,Dresses,Zara,Spring,M,Navy,133.82,0.0,127.11,2024-11-25,12,1.7,False,,381.33,Mainland China,CN,153.0257905,-27.46892012,3,127.11
FB000119,Bottoms,Uniqlo,Winter,S,Black,62.93,0.0,57.88,2024-02-06,49,,False,,289.4,Mainland China,CN,115.8570471,-31.9535132,5,57.88
FB000120,Outerwear,Zara,Spring,L,Red,248.58,0.0,255.67,2025-07-04,27,1.5,False,,1278.35,Mainland China,CN,151.1931803,-33.88372889,5,255.67
FB000121,Shoes,Uniqlo,Fall,XXL,Navy,61.08,0.0,61.96,2024-08-09,27,,True,Changed Mind,123.92,Mainland China,CN,145.082724,-37.885837,2,61.96
FB000122,Bottoms,Gap,Winter,S,Red,109.12,0.0,115.76,2024-08-27,34,,False,,463.04,Mainland China,CN,153.427799,-28.036715,4,115.76
FB000123,Outerwear,Zara,Winter,XXL,Purple,82.91,45.9,43.32,2024-06-20,24,,True,Quality Issue,259.92,Mainland China,CN,151.6941819,-32.96331998,6,43.32
FB000124,Shoes,H&M,Summer,XS,Purple,113.53,10.9,105.4,2024-12-29,40,2.8,False,,1054.0,Mainland China,CN,153.032313,-27.384483,10,105.4
FB000125,Accessories,Uniqlo,Winter,,Brown,38.89,51.5,18.64,2024-05-02,28,4.3,False,,372.8,Mainland China,CN,151.266161,-33.767004,20,18.64
FB000126,Dresses,Gap,Spring,XXL,Black,53.01,45.9,28.88,2025-01-14,37,3.7,False,,404.32,Mainland China,CN,144.6804517,-37.8761715,14,28.88
FB000127,Shoes,Ann Taylor,Spring,XXL,Blue,81.64,0.0,74.31,2024-12-06,50,1.1,False,,371.55,Mainland China,CN,151.001693,-33.817172,5,74.31
FB000128,Shoes,Ann Taylor,Spring,XXL,White,125.24,21.5,88.62,2024-09-06,7,2.9,False,,177.24,Mainland China,CN,150.7978241,-34.07457115,2,88.62
FB000129,Outerwear,Ann Taylor,Spring,XS,Pink,98.61,0.0,100.29,2025-03-05,1,2.6,False,,2206.38,Mainland China,CN,150.8945069,-34.42499613,22,100.29
FB000130,Shoes,Gap,Fall,XS,Blue,77.54,0.0,76.29,2024-01-01,36,3.4,False,,534.03,Mainland China,CN,138.6016683,-34.92271078,7,76.29
FB000131,Dresses,Banana Republic,Spring,XL,Purple,79.13,0.0,82.44,2024-11-16,11,3.6,False,,412.2,Mainland China,CN,151.711078,-32.941769,5,82.44
FB000132,Bottoms,Mango,Spring,S,Green,96.11,0.0,95.9,2025-04-12,13,4.2,False,,1054.9,Mainland China,CN,151.9507805,-27.56179153,11,95.9
FB000133,Tops,Mango,Spring,XL,White,116.61,0.0,97.18,2024-11-04,31,,False,,291.54,Mainland China,CN,153.3858036,-28.07843141,3,97.18
FB000134,Accessories,Ann Taylor,Winter,,Blue,57.8,27.0,47.32,2024-09-22,9,1.8,False,,189.28,Mainland China,CN,149.1340918,-35.27944511,4,47.32
FB000135,Tops,H&M,Spring,S,White,110.78,0.0,106.61,2025-01-13,9,1.4,False,,746.27,Mainland China,CN,115.9377567,-32.01885803,7,106.61
FB000136,Tops,Gap,Spring,L,Black,112.63,0.0,125.88,2024-10-14,50,3.6,True,Quality Issue,503.52,Mainland China,CN,153.0853514,-26.65526483,4,125.88
FB000137,Tops,H&M,Summer,XS,Purple,89.36,0.0,99.85,2024-06-22,24,4.3,True,Damaged,399.4,Mainland China,CN,144.9393,-37.8156,4,99.85
FB000138,Outerwear,Forever21,Fall,M,Pink,127.99,0.0,104.76,2024-06-28,16,,False,,209.52,Mainland China,CN,150.7370121,-34.0406837,2,104.76
FB000139,Bottoms,Zara,Winter,XXL,Beige,54.88,58.8,22.19,2024-10-08,50,3.5,False,,510.37,Mainland China,CN,147.3238148,-42.8819032,23,22.19
FB000140,Shoes,Uniqlo,Spring,L,White,154.13,0.0,172.0,2024-10-01,31,4.1,True,Size Issue,344.0,Mainland China,CN,115.741849,-32.536703,2,172.0
FB000141,Dresses,Ann Taylor,Spring,XS,Gray,131.5,0.0,113.43,2024-11-03,5,,False,,226.86,Mainland China,CN,145.166,-37.877,2,113.43
FB000142,Outerwear,Gap,Summer,M,Blue,133.26,0.0,154.48,2024-05-09,29,1.3,False,,308.96,Mainland China,CN,115.7792113,-31.8769197,2,154.48
FB000143,Shoes,Forever21,Winter,XL,Red,173.91,0.0,251.44,2024-10-20,21,,False,,251.44,Mainland China,CN,145.030038,-37.738477,1,251.44
FB000144,Tops,H&M,Spring,L,Beige,102.99,0.0,110.83,2025-07-16,41,3.9,False,,554.15,Mainland China,CN,151.591413,-32.762523,5,110.83
FB000145,Outerwear,Zara,Spring,L,Beige,87.78,45.3,48.1,2025-02-17,34,1.8,False,,1346.8,Mainland China,CN,151.4147489,-33.3081324,28,48.1
FB000146,Tops,Uniqlo,Winter,,Beige,91.8,15.8,75.94,2024-02-13,30,4.2,False,,759.4,Mainland China,CN,153.3160569,-27.8537728,10,75.94
FB000147,Tops,Zara,Winter,L,White,107.32,25.4,84.96,2024-10-27,50,4.4,False,,509.76,Mainland China,CN,17.2073942,44.7797834,6,84.96
FB000148,Bottoms,Banana Republic,Spring,XXL,Brown,67.69,57.3,29.06,2025-07-24,50,4.6,False,,610.26,Mainland China,CN,18.65186082,44.5323218,21,29.06
FB000149,Tops,Ann Taylor,Summer,M,Beige,68.11,46.0,36.68,2024-08-05,3,2.5,False,,293.44,Mainland China,CN,4.356465,50.834894,8,36.68
FB000150,Shoes,Banana Republic,Spring,L,Blue,94.29,0.0,101.28,2024-09-15,18,1.7,False,,202.56,Mainland China,CN,5.699448,50.987288,2,101.28
FB000151,Tops,Ann Taylor,Winter,XL,Gray,94.97,0.0,107.55,2024-01-08,46,4.3,False,,322.65,Mainland China,CN,3.722414,51.052997,3,107.55
FB000152,Shoes,Banana Republic,Winter,M,Navy,65.87,11.4,55.98,2024-08-29,15,3.9,False,,447.84,Mainland China,CN,4.036582,50.93855,8,55.98
FB000153,Dresses,Zara,Winter,XXL,Blue,155.06,29.4,103.78,2024-03-08,5,3.6,False,,311.34,Mainland China,CN,4.203336,50.486444,3,103.78
FB000154,Outerwear,Zara,Winter,L,Brown,172.59,0.0,241.83,2024-08-13,1,2.1,False,,241.83,Mainland China,CN,3.221606,51.206416,1,241.83
FB000155,Dresses,H&M,Summer,M,Blue,68.72,0.0,62.85,2024-09-14,28,1.7,True,Quality Issue,251.4,Mainland China,CN,5.597412,50.615339,4,62.85
FB000156,Tops,Banana Republic,Spring,XL,Blue,28.78,0.0,28.32,2024-10-03,21,,False,,396.48,Mainland China,CN,5.811147,49.607334,14,28.32
FB000157,Outerwear,H&M,Winter,XXL,Black,110.32,28.3,87.37,2024-11-23,49,3.3,False,,349.48,Mainland China,CN,3.838353,50.438471,4,87.37
FB000158,Shoes,Mango,Summer,XXL,Black,194.24,0.0,220.46,2024-12-05,17,1.2,True,Changed Mind,220.46,Mainland China,CN,4.707572,50.88008,1,220.46
FB000159,Shoes,Gap,Fall,XS,Beige,175.91,0.0,140.82,2024-06-30,4,2.8,False,,281.64,Mainland China,CN,3.127186,50.946643,2,140.82
FB000160,Bottoms,Mango,Winter,XXL,Gray,79.34,0.0,79.46,2024-09-29,30,4.4,False,,397.3,Mainland China,CN,4.2879,50.839188,5,79.46
FB000161,Bottoms,H&M,Summer,M,Green,111.88,0.0,121.32,2024-08-18,41,4.5,False,,485.28,Mainland China,CN,4.354663,50.851312,4,121.32
FB000162,Accessories,Gap,Spring,,Navy,42.84,40.6,26.22,2024-09-12,18,2.6,False,,209.76,Mainland China,CN,4.153208,51.151025,8,26.22
FB000163,Bottoms,Gap,Spring,XXL,Navy,26.28,1.1,25.73,2025-06-20,35,5.0,False,,1183.58,Mainland China,CN,2.918629,51.231494,46,25.73
FB000164,Accessories,H&M,Spring,,Green,23.11,0.0,23.0,2024-09-17,2,1.4,False,,460.0,Mainland China,CN,4.410904,51.218175,20,23.0
