product_id,total_revenue,mean_daily_revenue,std_daily_revenue,num_transactions,avg_price,original_price,avg_markdown,category,brand,units_sold,mean_daily_demand,std_daily_demand,annual_demand,holding_cost,eoq,safety_stock,reorder_point,annual_ordering_cost,annual_holding_cost,total_inventory_cost
FB000017,450.64,450.64,,1,112.66,123.53,0.0,Shoes,Gap,4.0,4.0,1.2,2.508591065292096,28.165,2.9844207974337573,5.222248368019446,33.22224836801944,42.02810587986088,189.11273116512857,231.14083704498944
FB000018,295.83,295.83,,1,98.61,102.35,0.0,Tops,Ann Taylor,3.0,3.0,0.8999999999999999,1.8814432989690721,24.6525,2.762581400465081,3.9166862760145835,24.916686276014584,34.052268987482705,130.60837740693222,164.66064639441493
FB000019,579.6,579.6,,1,57.96,137.95,58.5,Outerwear,Mango,10.0,10.0,3.0,6.2714776632302405,14.49,6.578861553944146,13.055620920048614,83.05562092004861,47.663851958325345,236.83979908982974,284.50365104815506
FB000020,709.9,709.9,,1,141.98,142.59,0.0,Outerwear,Banana Republic,5.0,5.0,1.5,3.1357388316151202,35.495,2.9722569539865726,6.527810460024307,41.527810460024305,52.7501302908767,284.4547625694395,337.2048928603162
FB000021,721.0,721.0,,1,25.75,33.33,21.8,Bottoms,Mango,28.0,28.0,8.4,17.560137457044675,6.4375,16.51601750677775,36.55573857613612,232.55573857613612,53.16093134994089,288.4884984338172,341.6494297837581
FB000022,187.5,187.5,,1,62.5,62.3,0.0,Accessories,Zara,3.0,3.0,0.8999999999999999,1.8814432989690721,15.625,3.4700485750781733,3.9166862760145835,24.916686276014584,27.10975449279823,88.3079775555261,115.41773204832432
FB000023,763.2,763.2,,1,38.16,38.48,0.0,Accessories,Zara,20.000000000000004,20.000000000000004,6.000000000000001,12.542955326460483,9.54,11.466364687436384,26.111241840097232,166.11124184009725,54.69455955907156,303.7958067135991,358.49036627267066
FB000024,469.9,469.9,,1,93.98,91.36,0.0,Dresses,Banana Republic,4.999999999999999,4.999999999999999,1.4999999999999998,3.13573883161512,23.495,3.6532737589397097,6.527810460024305,41.5278104600243,42.91683348314425,196.28774024141532,239.20457372455957
FB000025,583.6,583.6,,1,58.36,80.47,29.1,Tops,Forever21,10.0,10.0,3.0,6.2714776632302405,14.59,6.5562769986064025,13.055620920048614,83.05562092004861,47.82804070483371,238.30954992834296,286.13759063317667
FB000026,2734.07,2734.07,,1,27.07,40.89,34.0,Bottoms,Uniqlo,101.0,101.0,30.299999999999997,63.34192439862543,6.7675,30.59366413436354,131.861771292491,838.861771292491,103.52131101465262,995.8958482365856,1099.4171592512382
FB000027,578.36,578.36,,1,30.44,47.04,36.0,Bottoms,Banana Republic,19.0,19.0,5.7,11.915807560137457,7.61,12.513229561638076,24.805679748092366,157.80567974809236,47.612838482032885,236.3840613650158,283.99689984704867
FB000028,526.9,526.9,,1,52.69,53.37,0.0,Bottoms,Gap,10.0,10.0,3.0,6.2714776632302405,13.1725,6.900027732968568,13.055620920048614,83.05562092004861,45.445307656264234,217.42047422560458,262.8657818818688
FB000029,785.26,785.26,,1,112.18,114.35,0.0,Dresses,Ann Taylor,6.999999999999999,6.999999999999999,2.0999999999999996,4.390034364261168,28.045,3.956455065888884,9.138934644034029,58.13893464403402,55.47939116142688,311.78081325336126,367.2602044147881
FB000030,296.48,296.48,,1,74.12,77.63,0.0,Shoes,Gap,4.0,4.0,1.2,2.508591065292096,18.53,3.67940187988445,5.222248368019446,33.22224836801944,34.089658417129435,130.85792067652977,164.94757909365921
FB000031,314.6,314.6,,1,78.65,71.29,0.0,Shoes,Uniqlo,4.0,4.0,1.2,2.508591065292096,19.6625,3.5718693717519954,5.222248368019446,33.22224836801944,35.1159407610368,137.79839929721916,172.91434005825596
FB000032,817.51,817.51,,1,28.19,37.43,24.4,Tops,Gap,29.0,29.0,8.7,18.1872852233677,7.0475,16.06446980498222,37.86130066814098,240.86130066814098,56.60717547530611,323.4346919340297,380.0418674093358
FB000033,300.24,300.24,,1,150.12,143.78,0.0,Shoes,Zara,2.0,2.0,0.6,1.254295532646048,37.53,1.8281450696100943,2.611124184009723,16.61112418400972,34.30514223123342,132.3006328571183,166.60577508835172
FB000034,216.92,216.92,,1,108.46,88.23,0.0,Tops,Banana Republic,2.0,2.0,0.6,1.254295532646048,27.115,2.150775760834908,2.611124184009723,16.61112418400972,29.159142377519267,99.9597746269429,129.11891700446216
FB000035,522.27,522.27,,1,58.03,58.57,0.0,Accessories,Forever21,9.0,9.0,2.6999999999999997,5.644329896907216,14.5075,6.23749061237453,11.75005882804375,74.75005882804375,45.24519752951175,215.70917597735644,260.9543735068682
FB000036,595.0,595.0,,1,119.0,119.7,5.7,Tops,Uniqlo,5.0,5.0,1.5,3.1357388316151202,29.75,3.246582602316514,6.527810460024307,41.527810460024305,48.292916209458156,242.4952773951813,290.78819360463945
FB000037,684.18,684.18,,1,48.87,97.06,47.8,Bottoms,Banana Republic,14.0,14.0,4.2,8.780068728522338,12.2175,8.477304516431634,18.27786928806806,116.27786928806806,51.78573396475172,275.09560199172324,326.88133595647497
FB000038,354.51,354.51,,1,118.17,110.09,0.0,Dresses,Banana Republic,3.0,3.0,0.8999999999999999,1.8814432989690721,29.5425,2.5236082887111717,3.9166862760145835,24.916686276014584,37.2768489346249,152.98555324378572,190.2624021784106
FB000039,278.36,278.36,,1,139.18,198.42,14.2,Shoes,Zara,2.0,2.0,0.6,1.254295532646048,34.795,1.8986351521175897,2.611124184009723,16.61112418400972,33.03150505896576,123.88557104158407,156.91707610054982
FB000040,189.52,189.52,,1,94.76,101.72,0.0,Bottoms,Banana Republic,2.0,2.0,0.6,1.254295532646048,23.69,2.301004178760085,2.611124184009723,16.61112418400972,27.255394497413203,89.11292641660354,116.36832091401675
FB000041,433.12,433.12,,1,108.28,117.86,0.0,Tops,Uniqlo,4.0,4.0,1.2,2.508591065292096,27.07,3.0441833598485215,5.222248368019446,33.22224836801944,41.20302177554974,182.56928509783612,223.77230687338584
FB000042,270.69,270.69,,1,90.23,78.86,0.0,Tops,Ann Taylor,3.0,3.0,0.8999999999999999,1.8814432989690721,22.5575,2.888019253724208,3.9166862760145835,24.916686276014584,32.57324715794192,120.9238978291409,153.49714498708283
FB000043,685.44,685.44,,1,97.92,216.16,51.4,Outerwear,Zara,7.0,7.0,2.1,4.390034364261169,24.48,4.234754646119604,9.13893464403403,58.13893464403403,51.833396868503954,275.55451695445703,327.38791382296097
FB000044,1054.88,1054.88,,1,131.86,129.85,0.0,Shoes,Zara,8.0,8.0,2.4,5.017182130584192,32.965,3.9012465117925283,10.444496736038891,66.44449673603889,64.30229563062036,408.60513053414246,472.9074261647628
FB000045,102.9,102.9,,1,102.9,111.3,0.0,Tops,Banana Republic,1.0,1.0,0.3,0.627147766323024,25.725,1.561375096423621,1.3055620920048614,8.30556209200486,20.083187177748826,53.668771994573895,73.75195917232273
FB000046,954.85,954.85,,1,73.45,73.65,0.0,Dresses,Uniqlo,13.0,13.0,3.9,8.152920962199312,18.3625,6.663320633406209,16.9723071960632,107.9723071960632,61.17761256546076,372.8316034531712,434.009216018632
FB000047,1210.08,1210.08,,1,100.84,147.13,30.3,Shoes,Mango,11.999999999999998,11.999999999999998,3.599999999999999,7.525773195876288,25.21,5.46372887181943,15.666745104058334,99.66674510405832,68.87030242928392,463.82894650259453,532.6992489318784
FB000048,438.06,438.06,,1,20.86,44.6,53.9,Accessories,Ann Taylor,21.0,21.0,6.3,13.170103092783505,5.215,15.891592893534467,27.416803932102088,174.41680393210208,41.43732846989112,184.41596097580353,225.85328944569466
FB000049,83.19,83.19,,1,83.19,101.8,0.0,Bottoms,Forever21,1.0,1.0,0.3,0.627147766323024,20.7975,1.736518336025405,1.3055620920048614,8.30556209200486,18.05762004674418,45.21004765521529,63.26766770195947
FB000050,645.25,645.25,,1,7.25,16.52,55.9,Accessories,Banana Republic,89.0,89.0,26.7,55.81615120274914,1.8125,55.49334906541959,116.19502618843266,739.1950261884326,50.290847590536494,260.8943325570707,311.1851801476072
FB000051,363.86,363.86,,1,51.98,50.91,0.0,Bottoms,H&M,7.000000000000001,7.000000000000001,2.1,4.390034364261169,12.995,5.812270500799211,9.13893464403403,58.13893464403404,37.76522757894287,156.5256832781651,194.29091085710797
FB000052,1390.98,1390.98,,1,231.83,222.26,0.0,Outerwear,Forever21,6.0,6.0,1.7999999999999998,3.7628865979381443,57.9575,2.5480370766260125,7.833372552029167,49.83337255202917,73.83892943427607,527.8416191185065,601.6805485527826
FB000053,498.41,498.41,,1,45.31,104.14,57.1,Shoes,Gap,11.0,11.0,3.3,6.898625429553265,11.3275,7.803945846501861,14.361183012053473,91.36118301205347,44.19959828812492,206.87589885716065,251.07549714528557
FB000054,955.56,955.56,,1,159.26,166.76,0.0,Outerwear,Zara,6.0,6.0,1.7999999999999998,3.7628865979381443,39.815,3.07423600791645,7.833372552029167,49.83337255202917,61.20035332759674,373.08608148663797,434.2864348142347
FB000055,915.18,915.18,,1,21.79,44.13,50.9,Accessories,Banana Republic,42.0,42.0,12.6,26.34020618556701,5.4475,21.989277784972202,54.833607864204176,348.83360786420417,59.893295366818045,358.59937420707024,418.4926695738883
FB000056,268.86,268.86,,1,89.62,121.29,15.2,Outerwear,Gap,3.0,3.0,0.8999999999999999,1.8814432989690721,22.405,2.897831260852869,3.9166862760145835,24.916686276014584,32.46295469970427,120.21631071381101,152.67926541351528
FB000057,1616.56,1616.56,,1,73.48,73.71,0.0,Tops,H&M,21.999999999999996,21.999999999999996,6.599999999999999,13.797250859106526,18.37,8.666459307289974,28.722366024106947,182.72236602410692,79.60142873745843,607.231292600303,686.8327213377615
FB000058,157.62,157.62,,1,52.54,84.07,26.3,Bottoms,Zara,3.0,3.0,0.8999999999999999,1.8814432989690721,13.135,3.784691882487647,3.9166862760145835,24.916686276014584,24.855963938237622,76.30163817368917,101.15760211192679
FB000059,224.72,224.72,,1,28.09,28.59,0.0,Tops,Mango,8.0,8.0,2.4,5.017182130584192,7.0225,8.45247820239531,10.444496736038891,66.44449673603889,29.67876408816053,103.02524241699363,132.70400650515415
FB000060,140.73,140.73,,1,140.73,166.49,2.6,Shoes,Mango,1.0,1.0,0.3,0.627147766323024,35.1825,1.3351239660095826,1.3055620920048614,8.30556209200486,23.48649946706607,69.4194377690271,92.90593723609317
FB000061,496.48,496.48,,1,124.12,145.95,6.6,Shoes,Ann Taylor,4.0,4.0,1.2,2.508591065292096,31.03,2.8433089217549696,5.222248368019446,33.22224836801944,44.11393792102836,206.16030478067177,250.27424270170013
FB000062,473.34,473.34,,1,236.67,218.42,0.0,Outerwear,Gap,2.0,2.0,0.6,1.254295532646048,59.1675,1.45598978488171,2.611124184009723,16.61112418400972,43.073637798494296,197.56732795588954,240.64096575438384
FB000063,370.16,370.16,,1,46.27,46.17,1.1,Accessories,Forever21,8.0,8.0,2.4,5.017182130584192,11.5675,6.585824893139548,10.444496736038891,66.44449673603889,38.09076472569586,158.90748071982574,196.9982454455216
FB000064,307.96,307.96,,1,76.99,106.18,18.0,Shoes,H&M,4.0,4.0,1.2,2.508591065292096,19.2475,3.6101709846585424,5.222248368019446,33.22224836801944,34.743383013607655,135.25860847706193,170.00199149066958
FB000065,107.16,107.16,,1,107.16,93.33,2.4,Tops,Zara,1.0,1.0,0.3,0.627147766323024,26.79,1.5300251973750476,1.3055620920048614,8.30556209200486,20.49468751883876,55.470695963649,75.96538348248777
FB000066,1482.58,1482.58,,1,67.39,86.54,21.7,Bottoms,Mango,22.0,22.0,6.6,13.79725085910653,16.8475,9.049582587134848,28.722366024106947,182.72236602410695,76.23142131837719,560.131482909519,636.3629042278963
FB000067,247.16,247.16,,1,61.79,55.57,0.0,Accessories,Ann Taylor,4.0,4.0,1.2,2.508591065292096,15.4475,4.029821722967422,5.222248368019446,33.22224836801944,31.125335532769626,111.79601719775,142.92135273051963
FB000068,2077.38,2077.38,,1,76.94,76.5,0.0,Tops,Forever21,27.000000000000004,27.000000000000004,8.100000000000001,16.93298969072165,19.235,9.382546525986635,35.250176484131266,224.2501764841313,90.23664121367648,768.2737858859414,858.5104270996178
FB000069,338.64,338.64,,1,112.88,137.19,9.5,Dresses,Forever21,3.0,3.0,0.8999999999999999,1.8814432989690721,28.22,2.582064356162711,3.9166862760145835,24.916686276014584,36.43292806545585,146.9618147745874,183.39474284004325
FB000070,539.14,539.14,,1,38.51,48.92,19.8,Tops,Zara,14.0,14.0,4.2,8.780068728522338,9.6275,9.549754213677431,18.27786928806806,116.27786928806806,45.97012934608972,221.94031591696498,267.9104452630547
FB000071,443.1,443.1,,1,73.85,69.82,0.0,Shoes,Ann Taylor,6.000000000000001,6.000000000000001,1.8000000000000003,3.7628865979381447,18.4625,4.51455876941874,7.83337255202917,49.833372552029175,41.67502064019675,186.29866138203528,227.97368202223203
FB000072,351.12,351.12,,1,175.56,199.39,7.4,Outerwear,Mango,2.0,2.0,0.6,1.254295532646048,43.89,1.6905076768884255,2.611124184009723,16.61112418400972,37.098190969316505,151.70043140550322,188.79862237481973
FB000073,137.37,137.37,,1,137.37,222.09,55.2,Outerwear,Banana Republic,1.0,1.0,0.3,0.627147766323024,34.3425,1.3513535486869748,1.3055620920048614,8.30556209200486,23.204429622891215,68.04069576756818,91.24512539045939
FB000074,325.86,325.86,,1,108.62,112.86,0.0,Tops,Mango,3.0,3.0,0.8999999999999999,1.8814432989690721,27.155,2.632210781755804,3.9166862760145835,24.916686276014584,35.73884188928943,142.09645771446543,177.83529960375486
FB000075,2014.6,2014.6,,1,100.73,100.96,0.0,Dresses,Mango,20.0,20.0,6.0,12.542955326460481,25.1825,7.057493980898733,26.11124184009723,166.11124184009722,88.86267108699117,746.4090187252397,835.2716898122309
FB000076,552.92,552.92,,1,138.23,243.56,48.0,Outerwear,Gap,4.0,4.0,1.2,2.508591065292096,34.5575,2.694286513549279,5.222248368019446,33.22224836801944,46.553903095989604,227.02175107382158,273.5756541698112
FB000077,558.24,558.24,,1,139.56,153.32,0.0,Dresses,Mango,4.0,4.0,1.2,2.508591065292096,34.89,2.6814175704535446,5.222248368019446,33.22224836801944,46.77732951656209,228.98157507676055,275.75890459332265
FB000078,84.78,84.78,,1,28.26,42.95,22.5,Accessories,Uniqlo,3.0,3.0,0.8999999999999999,1.8814432989690721,7.065,5.1604726915398365,3.9166862760145835,24.916686276014584,18.229369782864477,45.90075832290751,64.13012810577199
FB000079,285.12,285.12,,1,31.68,30.79,0.0,Tops,H&M,9.0,9.0,2.6999999999999997,5.644329896907216,7.92,8.44196609964861,11.75005882804375,74.75005882804375,33.430185754608495,126.49065167271499,159.92083742732348
FB000080,424.41,424.41,,1,60.63,59.85,0.0,Accessories,Uniqlo,7.0,7.0,2.1,4.390034364261169,15.1575,5.381708511565342,9.13893464403403,58.13893464403403,40.78662338202584,179.31002524897167,220.0966486309975
FB000081,467.46,467.46,,1,66.78,78.16,19.1,Tops,Banana Republic,7.0,7.0,2.1,4.390034364261169,16.695,5.127914179182176,9.13893464403403,58.13893464403403,42.80526361072322,195.37977749287137,238.18504110359459
FB000082,163.86,163.86,,1,81.93,113.17,19.1,Tops,Ann Taylor,2.0,2.0,0.6,1.254295532646048,20.4825,2.4746196431679124,2.611124184009723,16.61112418400972,25.34319842059339,78.82554951957253,104.16874794016593
FB000083,418.14,418.14,,1,209.07,174.13,0.0,Dresses,Ann Taylor,2.0,2.0,0.6,1.254295532646048,52.2675,1.5491164787473983,2.611124184009723,16.61112418400972,40.484222776464826,176.96115606419298,217.4453788406578
FB000084,483.66,483.66,,1,161.22,191.96,0.0,Shoes,Zara,3.0,3.0,0.8999999999999999,1.8814432989690721,40.305,2.1605588711776678,3.9166862760145835,24.916686276014584,43.54066265140795,201.40270300617573,244.94336565758368
FB000085,1422.32,1422.32,,1,177.79,222.55,22.6,Outerwear,Ann Taylor,8.0,8.0,2.4,5.017182130584192,44.4475,3.359744596216578,10.444496736038891,66.44449673603889,74.66612397016817,538.8978926452568,613.564016615425
FB000086,432.25,432.25,,1,33.25,37.85,11.9,Bottoms,Forever21,13.0,13.0,3.9,8.152920962199312,8.3125,9.903547454161757,16.9723071960632,107.9723071960632,41.16161910635981,182.24392267363513,223.40554177999493
FB000087,559.8974930619797,559.8974930619797,,1,85.50331174838114,241.09,0.0,Outerwear,Uniqlo,6.54825505133233,6.54825505133233,1.9644765153996988,4.10672352875653,21.375827937095284,4.383149267299351,8.549153563798837,54.38693892312514,46.8467222801981,229.591957867767,276.4386801479651
FB000088,113.84,113.84,,1,113.84,136.97,0.0,Dresses,Banana Republic,1.0,1.0,0.3,0.627147766323024,28.46,1.4844565558035876,1.3055620920048614,8.30556209200486,21.123816789085055,58.280113927543404,79.40393071662845
FB000089,149.85,149.85,,1,49.95,113.79,55.3,Shoes,H&M,2.9999999999999996,2.9999999999999996,0.8999999999999998,1.881443298969072,12.4875,3.8815735217508545,3.9166862760145835,24.91668627601458,24.235574676431902,73.14519454816401,97.38076922459592
FB000090,174.33,174.33,,1,58.11,93.23,40.0,Bottoms,H&M,3.0000000000000004,3.0000000000000004,0.9000000000000001,1.8814432989690724,14.5275,3.5987371338649083,3.916686276014585,24.916686276014588,26.14032685611123,83.03998673091311,109.18031358702434
FB000091,594.42,594.42,,1,99.07,106.24,6.4,Shoes,Uniqlo,6.0,6.0,1.7999999999999998,3.7628865979381443,24.7675,3.8977993537264517,7.833372552029167,49.83337255202917,48.26937274670994,242.2824274290923,290.55180017580227
FB000092,856.24,856.24,,1,30.58,30.95,0.0,Accessories,Zara,28.000000000000004,28.000000000000004,8.4,17.560137457044675,7.645,15.155672454497061,36.55573857613612,232.55573857613615,57.932557957315026,337.4011793718757,395.33373732919074
FB000093,209.3,209.3,,1,41.86,76.92,49.5,Shoes,Zara,5.0,5.0,1.5,3.1357388316151202,10.465,5.4739436923671505,6.527810460024307,41.527810460024305,28.642410370311122,96.9559468344655,125.59835720477662
FB000094,269.34,269.34,,1,89.78,80.64,0.0,Bottoms,H&M,2.9999999999999996,2.9999999999999996,0.8999999999999998,1.881443298969072,22.445,2.895247947425775,3.9166862760145835,24.91668627601458,32.49192008998577,120.4019435551331,152.89386364511887
FB000095,507.21,507.21,,1,15.37,32.46,52.4,Bottoms,Zara,33.0,33.0,9.9,20.695876288659793,3.8425,23.207853363463148,43.083549036160434,274.08354903616043,44.58808827455356,210.136625446,254.72471372055358
FB000096,869.76,869.76,,1,54.36,54.79,0.0,Accessories,Gap,16.0,16.0,4.8,10.034364261168385,13.59,8.59280987877179,20.888993472077782,132.88899347207777,58.38814312625431,342.26956441179135,400.65770753804566
FB000097,600.78,600.78,,1,31.62,71.14,56.4,Bottoms,H&M,19.0,19.0,5.7,11.915807560137457,7.905,12.277524324708171,24.805679748092366,157.80567974809236,48.52691489340905,244.6158133020792,293.14272819548825
FB000098,180.96,180.96,,1,60.32,57.85,0.0,Bottoms,Ann Taylor,3.0,3.0,0.8999999999999999,1.8814432989690721,15.08,3.532196830500394,3.9166862760145835,24.916686276014584,26.632764101972974,85.69639314427289,112.32915724624587
FB000099,535.5,535.5,,1,31.5,33.37,3.0,Bottoms,Zara,17.0,17.0,5.1,10.661512027491408,7.875,11.635475053223079,22.19455556408264,141.19455556408263,45.81468302206587,220.59680808921667,266.41149111128254
FB000100,312.54,312.54,,1,104.18,91.83,0.0,Tops,Gap,3.0,3.0,0.8999999999999999,1.8814432989690721,26.045,2.6877160600379564,3.9166862760145835,24.916686276014584,35.00078239184429,137.0108764506441,172.0116588424884
FB000101,408.96,408.96,,1,51.12,60.12,19.5,Bottoms,Zara,8.0,8.0,2.4,5.017182130584192,12.78,6.26562655599234,10.444496736038891,66.44449673603889,40.03735369279106,173.5180219793681,213.55537567215913
FB000102,172.01,172.01,,1,172.01,163.5,0.0,Dresses,Banana Republic,1.0,1.0,0.3,0.627147766323024,43.0025,1.207641663280758,1.3055620920048614,8.30556209200486,25.965805312615398,82.10823917405445,108.07404448666985
FB000103,533.84,533.84,,1,133.46,126.37,0.0,Dresses,Uniqlo,4.0,4.0,1.2,2.508591065292096,33.365,2.742012125593946,5.222248368019446,33.22224836801944,45.743617285221006,219.98393408418983,265.72755136941083
FB000104,181.08,181.08,,1,20.12,50.01,58.2,Bottoms,Uniqlo,9.0,9.0,2.6999999999999997,5.644329896907216,5.03,10.593078779560006,11.75005882804375,74.75005882804375,26.64159313059342,85.74438903565348,112.3859821662469
FB000105,405.8,405.8,,1,81.16,84.31,0.0,Shoes,H&M,5.0,5.0,1.5,3.1357388316151202,20.29,3.931234211153404,6.527810460024307,41.527810460024305,39.88237107215129,172.3316453060445,212.21401637819577
FB000106,2625.22,2625.22,,1,100.97,100.98,0.0,Bottoms,Banana Republic,26.0,26.0,7.8,16.305841924398624,25.2425,8.037212137417955,33.9446143921264,215.9446143921264,101.43966368938632,958.2865924826369,1059.7262561720233
FB000107,577.35,577.35,,1,38.49,38.02,0.0,Bottoms,Banana Republic,15.0,15.0,4.5,9.407216494845361,9.6225,9.887502573608053,19.58343138007292,124.58343138007292,47.57124675727174,236.01281521202344,283.5840619692952
FB000108,781.44,781.44,,1,65.12,63.85,0.0,Bottoms,H&M,12.0,12.0,3.5999999999999996,7.525773195876289,16.28,6.799051998828821,15.666745104058334,99.66674510405834,55.3442832704666,310.3988935645363,365.7431768350029
FB000109,415.84,415.84,,1,207.92,183.15,0.0,Shoes,H&M,2.0,2.0,0.6,1.254295532646048,51.98,1.5533946323745458,2.611124184009723,16.61112418400972,40.37272649541445,176.09896158023983,216.47168807565427
FB000110,746.2,746.2,,1,37.31,91.0,59.5,Dresses,Zara,20.0,20.0,6.0,12.542955326460481,9.3275,11.596243038247161,26.11124184009723,166.11124184009722,54.08197846962519,297.6345867331321,351.7165652027573
FB000111,1611.43,1611.43,,1,94.79,92.83,0.0,Outerwear,Uniqlo,17.0,17.0,5.1,10.661512027491408,23.6975,6.707460667050314,22.19455556408264,141.19455556408263,79.47502457871241,605.4305050585608,684.9055296372733
FB000112,612.54,612.54,,1,34.03,34.45,0.0,Accessories,Banana Republic,18.0,18.0,5.3999999999999995,11.288659793814432,8.5075,11.5191441637999,23.5001176560875,149.5001176560875,48.99955948676383,248.92681044592825,297.92636993269207
FB000113,537.92,537.92,,1,67.24,128.15,50.0,Dresses,H&M,8.0,8.0,2.4,5.017182130584192,16.81,5.463187130816481,10.444496736038891,66.44449673603889,45.91808783451252,221.49007796732627,267.4081658018388
FB000114,751.3,751.3,,1,68.3,99.62,33.8,Tops,Mango,11.0,11.0,3.3,6.898625429553265,17.075,6.356249356592427,14.361183012053473,91.36118301205347,54.266478881907844,299.4836788127209,353.75015769462874
FB000115,359.76,359.76,,1,59.96,87.39,25.5,Bottoms,Forever21,6.0,6.0,1.7999999999999998,3.7628865979381443,14.99,5.0102540604332315,7.833372552029167,49.83337255202917,37.551854182947075,154.9741087378643,192.52596292081137
FB000116,101.88,101.88,,1,50.94,49.67,0.0,Tops,Zara,2.0,2.0,0.6,1.254295532646048,12.735,3.1383434028263992,2.611124184009723,16.61112418400972,19.983401617497094,53.23606810086092,73.21946971835801
FB000117,334.75,334.75,,1,66.95,72.04,0.0,Accessories,Uniqlo,5.0,5.0,1.5,3.1357388316151202,16.7375,4.328372678847214,6.527810460024307,41.527810460024305,36.22306885610263,145.48229643075948,181.7053652868621
FB000118,381.33,381.33,,1,127.11,133.82,0.0,Dresses,Zara,3.0,3.0,0.8999999999999999,1.8814432989690721,31.7775,2.4332442376713272,3.9166862760145835,24.916686276014584,38.661209381300296,163.12370751735372,201.78491689865402
FB000119,289.4,289.4,,1,57.88,62.93,0.0,Bottoms,Uniqlo,4.999999999999999,4.999999999999999,1.4999999999999998,3.13573883161512,14.47,4.655171405310491,6.527810460024305,41.5278104600243,33.68016511742141,128.1375824739731,161.81774759139452
