product_id,total_revenue,mean_daily_revenue,std_daily_revenue,num_transactions,avg_price,original_price,avg_markdown,category,brand,units_sold,mean_daily_demand,std_daily_demand,space_required,inventory_cost,contribution_margin,efficiency_score,selected
FB000013,1060.36,1060.36,,1,37.87,37.51,0.0,Bottoms,Ann Taylor,28.0,28.0,8.4,4.329770563201687,31810.799999999996,371.1259999999999,10.268957966531946,0
FB000014,233.3,233.3,,1,46.66,48.15,0.0,Dresses,Uniqlo,5.000000000000001,5.000000000000001,1.5000000000000002,1.8493564427131046,6999.0,81.655,9.228267478673446,0
FB000015,811.4,811.4,,1,81.14,79.66,0.0,Tops,Mango,10.0,10.0,3.0,1.7272998688284025,24342.0,283.98999999999995,10.89365657800318,1
FB000016,234.09,234.09,,1,78.03,67.57,0.0,Accessories,Mango,3.0,3.0,0.8999999999999999,1.7336180394137353,7022.7,81.9315,9.356843781965415,0
FB000017,450.64,450.64,,1,112.66,123.53,0.0,Shoes,Gap,4.0,4.0,1.2,2.216968971838151,13519.199999999999,157.724,10.023024046212702,0
FB000018,295.83,295.83,,1,98.61,102.35,0.0,Tops,Ann Taylor,3.0,3.0,0.8999999999999999,3.0990257265289514,8874.9,103.5405,8.647164043334577,0
FB000019,579.6,579.6,,1,57.96,137.95,58.5,Outerwear,Mango,10.0,10.0,3.0,2.727780074568463,17388.0,202.85999999999999,10.084620096660698,0
FB000020,709.9,709.9,,1,141.98,142.59,0.0,Outerwear,Banana Republic,5.0,5.0,1.5,2.1649165607921677,21297.0,248.46499999999997,10.590140807815182,1
FB000021,721.0,721.0,,1,25.75,33.33,21.8,Bottoms,Mango,28.0,28.0,8.4,3.447411578889518,21630.0,252.35,10.06284078427103,0
FB000022,187.5,187.5,,1,62.5,62.3,0.0,Accessories,Zara,3.0,3.0,0.8999999999999999,1.5579754426081673,5625.0,65.625,9.13618604495344,0
FB000023,763.2,763.2,,1,38.16,38.48,0.0,Accessories,Zara,20.000000000000004,20.000000000000004,6.000000000000001,2.1685785941408726,22896.0,267.12,10.657270737535653,1
FB000024,469.9,469.9,,1,93.98,91.36,0.0,Dresses,Banana Republic,4.999999999999999,4.999999999999999,1.4999999999999998,2.465447373174767,14096.999999999998,164.46499999999997,9.92999381639542,0
FB000025,583.6,583.6,,1,58.36,80.47,29.1,Tops,Forever21,10.0,10.0,3.0,2.8242799368681437,17508.0,204.26,10.046094222302102,0
FB000026,2734.07,2734.07,,1,27.07,40.89,34.0,Bottoms,Uniqlo,101.0,101.0,30.299999999999997,4.140703845572054,82022.1,956.9245,11.106004648073865,1
FB000027,578.36,578.36,,1,30.44,47.04,36.0,Bottoms,Banana Republic,19.0,19.0,5.7,1.798695128633439,17350.8,202.426,10.570826992578036,1
FB000028,526.9,526.9,,1,52.69,53.37,0.0,Bottoms,Gap,10.0,10.0,3.0,3.0569377536544464,15807.0,184.415,9.776060672394548,0
FB000029,785.26,785.26,,1,112.18,114.35,0.0,Dresses,Ann Taylor,6.999999999999999,6.999999999999999,2.0999999999999996,3.36965827544817,23557.8,274.84099999999995,10.20671899993597,0
FB000030,296.48,296.48,,1,74.12,77.63,0.0,Shoes,Gap,4.0,4.0,1.2,1.185801650879991,8894.400000000001,103.768,10.294238507712905,0
FB000031,314.6,314.6,,1,78.65,71.29,0.0,Shoes,Uniqlo,4.0,4.0,1.2,3.4301794076057535,9438.0,110.11,8.556765997132379,0
FB000032,817.51,817.51,,1,28.19,37.43,24.4,Tops,Gap,29.0,29.0,8.7,1.6820964947491661,24525.3,286.1285,10.917852906805443,1
FB000033,300.24,300.24,,1,150.12,143.78,0.0,Shoes,Zara,2.0,2.0,0.6,1.260206371941118,9007.2,105.084,10.234717142118258,0
FB000034,216.92,216.92,,1,108.46,88.23,0.0,Tops,Banana Republic,2.0,2.0,0.6,4.7955421490133325,6507.599999999999,75.922,6.716893320378824,0
FB000035,522.27,522.27,,1,58.03,58.57,0.0,Accessories,Forever21,9.0,9.0,2.6999999999999997,4.862528132298237,15668.099999999999,182.79449999999997,8.903502553457317,0
FB000036,595.0,595.0,,1,119.0,119.7,5.7,Tops,Uniqlo,5.0,5.0,1.5,4.233589392465845,17850.0,208.25,9.430079336244482,0
FB000037,684.18,684.18,,1,48.87,97.06,47.8,Bottoms,Banana Republic,14.0,14.0,4.2,2.2184550766934827,20525.399999999998,239.46299999999997,10.528690021657194,1
FB000038,354.51,354.51,,1,118.17,110.09,0.0,Dresses,Banana Republic,3.0,3.0,0.8999999999999999,1.3906884560255355,10635.3,124.07849999999999,10.317530276509734,0
FB000039,278.36,278.36,,1,139.18,198.42,14.2,Shoes,Zara,2.0,2.0,0.6,3.7369321060486276,8350.800000000001,97.426,8.059907279980884,0
FB000040,189.52,189.52,,1,94.76,101.72,0.0,Bottoms,Banana Republic,2.0,2.0,0.6,2.760609974958405,5685.6,66.332,7.853463292608548,0
FB000041,433.12,433.12,,1,108.28,117.86,0.0,Tops,Uniqlo,4.0,4.0,1.2,1.4881529393791153,12993.6,151.59199999999998,10.467793549204083,1
FB000042,270.69,270.69,,1,90.23,78.86,0.0,Tops,Ann Taylor,3.0,3.0,0.8999999999999999,2.9807076404450807,8120.7,94.74149999999999,8.534188011872843,0
FB000043,685.44,685.44,,1,97.92,216.16,51.4,Outerwear,Zara,7.0,7.0,2.1,1.1375540844608736,20563.2,239.904,11.055099701433258,1
FB000044,1054.88,1054.88,,1,131.86,129.85,0.0,Shoes,Zara,8.0,8.0,2.4,4.637281608315128,31646.4,369.208,10.175593645254253,0
FB000045,102.9,102.9,,1,102.9,111.3,0.0,Tops,Banana Republic,1.0,1.0,0.3,2.0351199264000677,3087.0,36.015,7.031268404000859,0
FB000046,954.85,954.85,,1,73.45,73.65,0.0,Dresses,Uniqlo,13.0,13.0,3.9,3.650089137415928,28645.5,334.1975,10.348084952963958,0
FB000047,1210.08,1210.08,,1,100.84,147.13,30.3,Shoes,Mango,11.999999999999998,11.999999999999998,3.599999999999999,2.246844304357644,36302.399999999994,423.52799999999996,10.986674515747227,1
FB000048,438.06,438.06,,1,20.86,44.6,53.9,Accessories,Ann Taylor,21.0,21.0,6.3,3.0802720847112433,13141.8,153.321,9.451381993580208,0
FB000049,83.19,83.19,,1,83.19,101.8,0.0,Bottoms,Forever21,1.0,1.0,0.3,3.1868411173731186,2495.7,29.1165,5.123852058189726,0
FB000050,645.25,645.25,,1,7.25,16.52,55.9,Accessories,Banana Republic,89.0,89.0,26.7,1.7394178221021082,19357.5,225.83749999999998,10.704762748016307,1
FB000051,363.86,363.86,,1,51.98,50.91,0.0,Bottoms,H&M,7.000000000000001,7.000000000000001,2.1,4.878338511058234,10915.800000000001,127.351,8.06318115488448,0
FB000052,1390.98,1390.98,,1,231.83,222.26,0.0,Outerwear,Forever21,6.0,6.0,1.7999999999999998,4.100531293444458,41729.4,486.84299999999996,10.622817583617854,1
FB000053,498.41,498.41,,1,45.31,104.14,57.1,Shoes,Gap,11.0,11.0,3.3,4.757995766256757,14952.300000000001,174.4435,8.850374548850777,0
FB000054,955.56,955.56,,1,159.26,166.76,0.0,Outerwear,Zara,6.0,6.0,1.7999999999999998,4.579309401710596,28666.8,334.44599999999997,10.059703406462107,0
FB000055,915.18,915.18,,1,21.79,44.13,50.9,Accessories,Banana Republic,42.0,42.0,12.6,3.3915999152443406,27455.399999999998,320.313,10.383927152724628,1
FB000056,268.86,268.86,,1,89.62,121.29,15.2,Outerwear,Gap,3.0,3.0,0.8999999999999999,4.687496940092467,8065.8,94.101,7.378562613419219,0
FB000057,1616.56,1616.56,,1,73.48,73.71,0.0,Tops,H&M,21.999999999999996,21.999999999999996,6.599999999999999,1.353970008207678,48496.79999999999,565.7959999999999,11.349794595085385,1
FB000058,157.62,157.62,,1,52.54,84.07,26.3,Bottoms,Zara,3.0,3.0,0.8999999999999999,1.7839314496765808,4728.6,55.167,8.47089959200729,0
FB000059,224.72,224.72,,1,28.09,28.59,0.0,Tops,Mango,8.0,8.0,2.4,1.1809091556421523,6741.6,78.652,9.927662872309414,0
FB000060,140.73,140.73,,1,140.73,166.49,2.6,Shoes,Mango,1.0,1.0,0.3,2.3013213230530574,4221.9,49.25549999999999,7.5507939345751005,0
FB000061,496.48,496.48,,1,124.12,145.95,6.6,Shoes,Ann Taylor,4.0,4.0,1.2,2.554709158757928,14894.400000000001,173.768,9.958559971113692,0
FB000062,473.34,473.34,,1,236.67,218.42,0.0,Outerwear,Gap,2.0,2.0,0.6,2.0853961270955836,14200.199999999999,165.66899999999998,10.172731701504244,0
FB000063,370.16,370.16,,1,46.27,46.17,1.1,Accessories,Forever21,8.0,8.0,2.4,4.314950036607717,11104.800000000001,129.556,8.401952022077124,0
FB000064,307.96,307.96,,1,76.99,106.18,18.0,Shoes,H&M,4.0,4.0,1.2,2.427013306774357,9238.8,107.78599999999999,9.23947582269369,0
FB000065,107.16,107.16,,1,107.16,93.33,2.4,Tops,Zara,1.0,1.0,0.3,2.123738038749523,3214.7999999999997,37.50599999999999,7.025518920679124,0
FB000066,1482.58,1482.58,,1,67.39,86.54,21.7,Bottoms,Mango,22.0,22.0,6.6,3.170784332632994,44477.399999999994,518.9029999999999,10.890299541689291,1
FB000067,247.16,247.16,,1,61.79,55.57,0.0,Accessories,Ann Taylor,4.0,4.0,1.2,1.5636968998990506,7414.8,86.506,9.634797557369833,0
FB000068,2077.38,2077.38,,1,76.94,76.5,0.0,Tops,Forever21,27.000000000000004,27.000000000000004,8.100000000000001,4.208787923016159,62321.4,727.083,10.928617860531627,1
FB000069,338.64,338.64,,1,112.88,137.19,9.5,Dresses,Forever21,3.0,3.0,0.8999999999999999,1.2982025747190833,10159.199999999999,118.52399999999999,10.3447530299341,0
FB000070,539.14,539.14,,1,38.51,48.92,19.8,Tops,Zara,14.0,14.0,4.2,4.947547746402069,16174.199999999999,188.69899999999998,8.933872436391702,0
FB000071,443.1,443.1,,1,73.85,69.82,0.0,Shoes,Ann Taylor,6.000000000000001,6.000000000000001,1.8000000000000003,4.08897907718663,13293.0,155.085,8.922171595727256,0
FB000072,351.12,351.12,,1,175.56,199.39,7.4,Outerwear,Mango,2.0,2.0,0.6,1.7948627261366896,10533.6,122.892,9.968152780270445,0
FB000073,137.37,137.37,,1,137.37,222.09,55.2,Outerwear,Banana Republic,1.0,1.0,0.3,1.0220884684944096,4121.1,48.079499999999996,9.348189414897046,0
FB000074,325.86,325.86,,1,108.62,112.86,0.0,Tops,Mango,3.0,3.0,0.8999999999999999,4.261845713819337,9775.800000000001,114.051,8.124652974232188,0
FB000075,2014.6,2014.6,,1,100.73,100.96,0.0,Dresses,Mango,20.0,20.0,6.0,3.8274293753904685,60438.00000000001,705.1099999999999,10.971839865587386,1
FB000076,552.92,552.92,,1,138.23,243.56,48.0,Outerwear,Gap,4.0,4.0,1.2,3.9160286721639492,16587.6,193.52199999999996,9.438426880151633,0
FB000077,558.24,558.24,,1,139.56,153.32,0.0,Dresses,Mango,4.0,4.0,1.2,4.0850813867437825,16747.2,195.384,9.378905573171108,0
FB000078,84.78,84.78,,1,28.26,42.95,22.5,Accessories,Uniqlo,3.0,3.0,0.8999999999999999,1.2961786069363614,2543.4,29.673,7.728191824590976,0
FB000079,285.12,285.12,,1,31.68,30.79,0.0,Tops,H&M,9.0,9.0,2.6999999999999997,2.4338629141770904,8553.6,99.792,9.082351474537282,0
FB000080,424.41,424.41,,1,60.63,59.85,0.0,Accessories,Uniqlo,7.0,7.0,2.1,1.4634762381005189,12732.300000000001,148.5435,10.463922332145467,1
FB000081,467.46,467.46,,1,66.78,78.16,19.1,Tops,Banana Republic,7.0,7.0,2.1,4.4524137035023745,14023.800000000001,163.611,8.85522340375321,0
FB000082,163.86,163.86,,1,81.93,113.17,19.1,Tops,Ann Taylor,2.0,2.0,0.6,3.4931925073102317,4915.8,57.351,6.820198727748036,0
FB000083,418.14,418.14,,1,209.07,174.13,0.0,Dresses,Ann Taylor,2.0,2.0,0.6,2.3235920994105967,12544.199999999999,146.349,9.843357979548404,0
FB000084,483.66,483.66,,1,161.22,191.96,0.0,Shoes,Zara,3.0,3.0,0.8999999999999999,1.2542334011440945,14509.8,169.281,10.738431954078088,1
FB000085,1422.32,1422.32,,1,177.79,222.55,22.6,Outerwear,Ann Taylor,8.0,8.0,2.4,2.243929286862649,42669.6,497.81199999999995,11.083787177366434,1
FB000086,432.25,432.25,,1,33.25,37.85,11.9,Bottoms,Forever21,13.0,13.0,3.9,2.300733288106988,12967.5,151.2875,9.908644775413775,0
FB000087,559.8974930619797,559.8974930619797,,1,85.50331174838114,241.09,0.0,Outerwear,Uniqlo,6.54825505133233,6.54825505133233,1.9644765153996988,3.9184247133522563,16796.92479185939,195.96412257169288,9.459851137070677,0
FB000088,113.84,113.84,,1,113.84,136.97,0.0,Dresses,Banana Republic,1.0,1.0,0.3,3.5502298854208525,3415.2000000000003,39.844,5.720249956631731,0
FB000089,149.85,149.85,,1,49.95,113.79,55.3,Shoes,H&M,2.9999999999999996,2.9999999999999996,0.8999999999999998,4.548850970305306,4495.5,52.4475,5.798923568114203,0
FB000090,174.33,174.33,,1,58.11,93.23,40.0,Bottoms,H&M,3.0000000000000004,3.0000000000000004,0.9000000000000001,2.888859700647797,5229.900000000001,61.0155,7.515372082650945,0
FB000091,594.42,594.42,,1,99.07,106.24,6.4,Shoes,Uniqlo,6.0,6.0,1.7999999999999998,1.4783769837532068,17832.6,208.04699999999997,10.773509811286862,1
FB000092,856.24,856.24,,1,30.58,30.95,0.0,Accessories,Zara,28.000000000000004,28.000000000000004,8.4,3.85297914889198,25687.2,299.68399999999997,10.14496217133608,0
FB000093,209.3,209.3,,1,41.86,76.92,49.5,Shoes,Zara,5.0,5.0,1.5,4.04314019446759,6279.0,73.255,7.0968809394066215,0
FB000094,269.34,269.34,,1,89.78,80.64,0.0,Bottoms,H&M,2.9999999999999996,2.9999999999999996,0.8999999999999998,3.245108790277985,8080.199999999999,94.26899999999999,8.323746552581735,0
FB000095,507.21,507.21,,1,15.37,32.46,52.4,Bottoms,Zara,33.0,33.0,9.9,4.083868719818244,15216.3,177.52349999999998,9.198028399498458,0
FB000096,869.76,869.76,,1,54.36,54.79,0.0,Accessories,Gap,16.0,16.0,4.8,2.975182385457563,26092.8,304.416,10.472553476993177,1
FB000097,600.78,600.78,,1,31.62,71.14,56.4,Bottoms,H&M,19.0,19.0,5.7,3.0909313175279762,18023.399999999998,210.27299999999997,9.958780926462147,0
FB000098,180.96,180.96,,1,60.32,57.85,0.0,Bottoms,Ann Taylor,3.0,3.0,0.8999999999999999,2.7101640734341985,5428.8,63.336,7.781825724815573,0
FB000099,535.5,535.5,,1,31.5,33.37,3.0,Bottoms,Zara,17.0,17.0,5.1,1.1016765069763808,16065.0,187.42499999999998,10.917954906637412,1
FB000100,312.54,312.54,,1,104.18,91.83,0.0,Tops,Gap,3.0,3.0,0.8999999999999999,1.4315657079732178,9376.2,109.389,10.121333396346703,0
FB000101,408.96,408.96,,1,51.12,60.12,19.5,Bottoms,Zara,8.0,8.0,2.4,1.125716742746937,12268.8,143.136,10.68616380486496,1
FB000102,172.01,172.01,,1,172.01,163.5,0.0,Dresses,Banana Republic,1.0,1.0,0.3,3.5456416450551216,5160.299999999999,60.20349999999999,6.9152197952297225,0
FB000103,533.84,533.84,,1,133.46,126.37,0.0,Dresses,Uniqlo,4.0,4.0,1.2,2.2574239243053067,16015.2,186.844,10.225351365737335,0
FB000104,181.08,181.08,,1,20.12,50.01,58.2,Bottoms,Uniqlo,9.0,9.0,2.6999999999999997,3.034282764658811,5432.400000000001,63.378,7.48557631857298,0
FB000105,405.8,405.8,,1,81.16,84.31,0.0,Shoes,H&M,5.0,5.0,1.5,4.6302658957043725,12173.999999999998,142.03,8.45202050964373,0
FB000106,2625.22,2625.22,,1,100.97,100.98,0.0,Bottoms,Banana Republic,26.0,26.0,7.8,1.9971689165954998,78756.59999999999,918.8269999999999,11.378131477045825,1
FB000107,577.35,577.35,,1,38.49,38.02,0.0,Bottoms,Banana Republic,15.0,15.0,4.5,2.641531692142519,17320.5,202.0725,10.122842359755397,0
FB000108,781.44,781.44,,1,65.12,63.85,0.0,Bottoms,H&M,12.0,12.0,3.5999999999999996,4.022204554172195,23443.2,273.504,9.958127485817528,0
FB000109,415.84,415.84,,1,207.92,183.15,0.0,Shoes,H&M,2.0,2.0,0.6,1.9151926619664899,12475.199999999999,145.54399999999998,10.113970022838208,0
FB000110,746.2,746.2,,1,37.31,91.0,59.5,Dresses,Zara,20.0,20.0,6.0,1.307919639315172,22386.0,261.17,11.022659145287312,1
FB000111,1611.43,1611.43,,1,94.79,92.83,0.0,Outerwear,Uniqlo,17.0,17.0,5.1,2.159005811655072,48342.9,564.0005,11.167905268831205,1
FB000112,612.54,612.54,,1,34.03,34.45,0.0,Accessories,Banana Republic,18.0,18.0,5.3999999999999995,1.6448851490160177,18376.199999999997,214.38899999999998,10.708160841648318,1
FB000113,537.92,537.92,,1,67.24,128.15,50.0,Dresses,H&M,8.0,8.0,2.4,4.718790609370292,16137.599999999999,188.27199999999996,9.027065302249074,0
FB000114,751.3,751.3,,1,68.3,99.62,33.8,Tops,Mango,11.0,11.0,3.3,4.232481518257668,22539.0,262.955,9.822205761032292,0
FB000115,359.76,359.76,,1,59.96,87.39,25.5,Bottoms,Forever21,6.0,6.0,1.7999999999999998,3.533615026041694,10792.8,125.91599999999998,8.789079457150827,0
FB000116,101.88,101.88,,1,50.94,49.67,0.0,Tops,Zara,2.0,2.0,0.6,4.485842360750871,3056.3999999999996,35.657999999999994,4.7277717016309255,0
FB000117,334.75,334.75,,1,66.95,72.04,0.0,Accessories,Uniqlo,5.0,5.0,1.5,4.214688307596457,10042.5,117.1625,8.217784423705334,0
FB000118,381.33,381.33,,1,127.11,133.82,0.0,Dresses,Zara,3.0,3.0,0.8999999999999999,1.7462802355441434,11439.9,133.4655,10.121619575639935,0
FB000119,289.4,289.4,,1,57.88,62.93,0.0,Bottoms,Uniqlo,4.999999999999999,4.999999999999999,1.4999999999999998,4.570235993959911,8682.0,101.28999999999999,7.643238472825706,0
FB000120,1278.35,1278.35,,1,255.67,248.58,0.0,Outerwear,Zara,5.0,5.0,1.5,3.157368967662603,38350.5,447.42249999999996,10.779221172461828,1
FB000121,123.92,123.92,,1,61.96,61.08,0.0,Shoes,Uniqlo,2.0,2.0,0.6,4.229760620656251,3717.6,43.372,5.457409329994462,0
FB000122,463.04,463.04,,1,115.76,109.12,0.0,Bottoms,Gap,4.0,4.0,1.2,4.584365199693973,13891.2,162.064,8.771802012459375,0
FB000123,259.92,259.92,,1,43.32,82.91,45.9,Outerwear,Zara,6.0,6.0,1.7999999999999998,2.2720138998874555,7797.6,90.972,9.034308654179556,0
FB000124,1054.0,1054.0,,1,105.4,113.53,10.9,Shoes,H&M,10.0,10.0,3.0,1.440207698110707,31620.0,368.9,11.158429595137767,1
FB000125,372.8,372.8,,1,18.64,38.89,51.5,Accessories,Uniqlo,20.0,20.0,6.0,1.9117406501677667,11184.0,130.48,9.96354490254268,0
FB000126,404.32,404.32,,1,28.88,53.01,45.9,Dresses,Gap,14.0,14.0,4.2,2.7084311545050253,12129.6,141.512,9.537114360151149,0
FB000127,371.55,371.55,,1,74.31,81.64,0.0,Shoes,Ann Taylor,5.0,5.0,1.5,4.272059063689973,11146.5,130.0425,8.434153896147427,0
FB000128,177.24,177.24,,1,88.62,125.24,21.5,Shoes,Ann Taylor,2.0,2.0,0.6,4.442922333025374,5317.200000000001,62.034,6.355862957792572,0
FB000129,2206.38,2206.38,,1,100.29,98.61,0.0,Outerwear,Ann Taylor,22.0,22.0,6.6,1.0278085221247628,66191.40000000001,772.233,11.488278677750637,1
FB000130,534.03,534.03,,1,76.29,77.54,0.0,Shoes,Gap,6.999999999999999,6.999999999999999,2.0999999999999996,3.042989210310263,16020.9,186.91049999999998,9.804426470277312,0
FB000131,412.2,412.2,,1,82.44,79.13,0.0,Dresses,Banana Republic,5.0,5.0,1.5,2.669644012595116,12366.0,144.26999999999998,9.595199239829524,0
FB000132,1054.9,1054.9,,1,95.9,96.11,0.0,Bottoms,Mango,11.0,11.0,3.3,1.888431241882921,31647.000000000004,369.21500000000003,11.0096988864387,1
FB000133,291.54,291.54,,1,97.18,116.61,0.0,Tops,Mango,3.0,3.0,0.8999999999999999,1.4794614693347312,8746.2,102.039,9.97871876611602,0
FB000134,189.28,189.28,,1,47.32,57.8,27.0,Accessories,Ann Taylor,4.0,4.0,1.2,2.350460685614512,5678.4,66.24799999999999,8.251232969915398,0
FB000135,746.27,746.27,,1,106.61,110.78,0.0,Tops,H&M,7.0,7.0,2.1,4.771638815650077,22388.1,261.1945,9.616973925003052,0
FB000136,503.52,503.52,,1,125.88,112.63,0.0,Tops,Gap,4.0,4.0,1.2,2.292811728083021,15105.599999999999,176.23199999999997,10.129200455438207,0
FB000137,399.4,399.4,,1,99.85,89.36,0.0,Tops,H&M,4.0,4.0,1.2,3.0751624869734644,11982.0,139.79,9.283953741014468,0
FB000138,209.52,209.52,,1,104.76,127.99,0.0,Outerwear,Forever21,2.0,2.0,0.6,3.8120758355807114,6285.6,73.332,7.262265217665576,0
FB000139,510.37,510.37,,1,22.19,54.88,58.8,Bottoms,Zara,23.0,23.0,6.8999999999999995,2.454518409517176,15311.1,178.62949999999998,10.054786491660026,0
FB000140,344.0,344.0,,1,172.0,154.13,0.0,Shoes,Uniqlo,2.0,2.0,0.6,4.887128330883843,10320.0,120.39999999999999,7.917339643638182,0
FB000141,226.86,226.86,,1,113.43,131.5,0.0,Dresses,Ann Taylor,2.0,2.0,0.6,4.849789179768445,6805.8,79.401,6.812268241044629,0
FB000142,308.96,308.96,,1,154.48,133.26,0.0,Outerwear,Gap,2.0,2.0,0.6,2.0071291833014566,9268.8,108.13599999999998,9.589985733516205,0
FB000143,251.44,251.44,,1,251.44,173.91,0.0,Shoes,Forever21,1.0,1.0,0.3,2.988994023569542,7543.2,88.00399999999999,8.355713899977502,0
FB000144,554.15,554.15,,1,110.83,102.99,0.0,Tops,H&M,5.0,5.0,1.5,2.2035132392670786,16624.5,193.9525,10.301272764961684,0
FB000145,1346.8,1346.8,,1,48.1,87.78,45.3,Outerwear,Zara,28.0,28.0,8.4,2.1393619775098704,40404.0,471.37999999999994,11.079989405848798,1
FB000146,759.4,759.4,,1,75.94,91.8,15.8,Tops,Uniqlo,10.0,10.0,3.0,1.1475477894181312,22782.0,265.78999999999996,11.107188582875553,1
FB000147,509.76,509.76,,1,84.96,107.32,25.4,Tops,Zara,6.0,6.0,1.7999999999999998,3.4382573359195874,15292.8,178.416,9.525143017840257,0
FB000148,610.26,610.26,,1,29.06,67.69,57.3,Bottoms,Banana Republic,21.0,21.0,6.3,3.010716092915446,18307.8,213.59099999999998,10.01903692869976,0
FB000149,293.44,293.44,,1,36.68,68.11,46.0,Tops,Ann Taylor,8.0,8.0,2.4,1.2059150049999574,8803.2,102.704,10.261047050483004,0
FB000150,202.56,202.56,,1,101.28,94.29,0.0,Shoes,Banana Republic,2.0,2.0,0.6,2.1145858569464457,6076.8,70.896,8.65494572446235,0
FB000151,322.65,322.65,,1,107.55,94.97,0.0,Tops,Ann Taylor,3.0,3.0,0.8999999999999999,4.633063543866615,9679.5,112.92749999999998,7.890095974343671,0
FB000152,447.84,447.84,,1,55.98,65.87,11.4,Shoes,Banana Republic,8.0,8.0,2.4,1.9582475626678897,13435.199999999999,156.74399999999997,10.182514304341721,0
FB000153,311.34,311.34,,1,103.78,155.06,29.4,Dresses,Zara,2.9999999999999996,2.9999999999999996,0.8999999999999998,1.5795794883648924,9340.199999999999,108.96899999999998,9.979047664479605,0
FB000154,241.83,241.83,,1,241.83,172.59,0.0,Outerwear,Zara,1.0,1.0,0.3,2.957811041110252,7254.900000000001,84.6405,8.287760190148148,0
FB000155,251.4,251.4,,1,62.85,68.72,0.0,Dresses,H&M,4.0,4.0,1.2,4.942601816442403,7542.0,87.99,7.047881966416893,0
FB000156,396.48,396.48,,1,28.32,28.78,0.0,Tops,Banana Republic,14.0,14.0,4.2,1.9682210860460017,11894.400000000001,138.768,10.01022816238429,0
FB000157,349.48,349.48,,1,87.37,110.32,28.3,Outerwear,H&M,4.0,4.0,1.2,3.688542189623514,10484.400000000001,122.318,8.630388691598071,0
FB000158,220.46,220.46,,1,220.46,194.24,0.0,Shoes,Mango,1.0,1.0,0.3,4.04647846131487,6613.8,77.161,7.238178653588635,0
FB000159,281.64,281.64,,1,140.82,175.91,0.0,Shoes,Gap,2.0,2.0,0.6,1.9505501759695987,8449.199999999999,98.57399999999998,9.478496918875232,0
FB000160,397.3,397.3,,1,79.46,79.34,0.0,Bottoms,Mango,5.000000000000001,5.000000000000001,1.5000000000000002,3.9128653944474383,11919.0,139.055,8.783235363330556,0
FB000161,485.28,485.28,,1,121.32,111.88,0.0,Bottoms,H&M,4.0,4.0,1.2,2.471132530877013,14558.4,169.84799999999998,9.973732378856608,0
FB000162,209.76,209.76,,1,26.22,42.84,40.6,Accessories,Gap,8.0,8.0,2.4,3.529223322374318,6292.799999999999,73.416,7.47463099917104,0
FB000163,1183.58,1183.58,,1,25.73,26.28,1.1,Bottoms,Gap,45.99999999999999,45.99999999999999,13.799999999999997,3.534118843043579,35507.399999999994,414.25299999999993,10.610575927268556,1
FB000164,460.0,460.0,,1,23.0,23.11,0.0,Accessories,H&M,20.0,20.0,6.0,3.143098736299034,13800.0,161.0,9.502394013385064,0
